Gene = Prr27
index = 862
Annotated 5SS: [  207 10048 15596 17874]
Annotated 3SS: [ 9985 15571 16943 20611]
SMsplice 5SS: [  207 10096]
SMsplice 3SS: [ 9985 14786]
top_k =  500
Partition function (log Z): -14.783937472518783

Sorted 5' Splice Sites (High to Low Probability):
Position 207: 0.9668362602305619
Position 10096: 0.5435048640018328
Position 2949: 0.3317877143561923
Position 11946: 0.08448413475963694
Position 10048: 0.06403433966170777
Position 5412: 0.04610481915586282
Position 8437: 0.039831701725574896
Position 150: 0.029960764317795024
Position 10737: 0.026203658568605022
Position 9777: 0.024285641729986065
Position 10130: 0.013597654640979505
Position 1171: 0.0067793455274614365
Position 2016: 0.006483360509657628
Position 2302: 0.0030402782999850637
Position 1719: 0.002869639987704098
Position 879: 0.002114571934860005
Position 1204: 0.0015436551469018595
Position 4781: 0.0009859152187669104
Position 1200: 0.0008932535124620338
Position 233: 0.0008544385909392575
Position 7794: 0.0007886986853911762
Position 997: 0.00039496076417747236
Position 2702: 0.00027668141436858255
Position 1736: 0.0002576797199726034
Position 2942: 0.0002545310354586977
Position 1981: 0.0002478570352322508
Position 1262: 0.0002317523433798248
Position 1930: 0.00022374579772661544
Position 1984: 0.0002140300512488326
Position 7251: 0.00020852374527504842
Position 199: 1.2822279827337878e-05
Position 274: 1.1515232914109785e-05
Position 400: 8.369376248898205e-06
Position 64: 4.131906857989921e-06
Position 184: 3.2004901838087303e-06
Position 446: 2.769048967539841e-06
Position 20: 1.4557496141748205e-06
Position 416: 1.0425377472792773e-06
Position 617: 9.525605443186955e-07
Position 211: 9.015153814424588e-07
Position 169: 6.680931212061179e-07
Position 23: 5.235011331312096e-07
Position 842: 3.59823993401826e-07
Position 1196: 3.16923362242564e-07
Position 179: 2.7150516888937223e-07
Position 33: 2.3441418247303124e-07
Position 640: 1.8521904069422587e-07
Position 1209: 1.3541963488950763e-07
Position 16: 1.2603882645400462e-07
Position 349: 1.201432515830749e-07
Position 402: 1.1294341470002176e-07
Position 302: 9.885300105310801e-08
Position 1722: 7.759480283523182e-08
Position 4572: 2.3810276797624372e-08
Position 514: 2.2992657475694235e-08
Position 566: 2.1961888273212375e-08
Position 1561: 1.3928129744636225e-08
Position 600: 1.1126677143383508e-08
Position 624: 9.421093986224643e-09
Position 1033: 8.60341209159192e-09
Position 1058: 8.450537063626012e-09
Position 1164: 3.3133289572910874e-09
Position 1190: 1.5410954854393678e-09
Position 1091: 8.403980140286253e-10
Position 434: 8.294346910809991e-10
Position 256: 6.74004947388812e-10
Position 254: 5.862064618503003e-10
Position 558: 7.647774715024478e-15

Sorted 3' Splice Sites (High to Low Probability):
Position 14786: 0.6294590553519838
Position 9985: 0.5388765148325981
Position 2813: 0.3136749173968477
Position 12079: 0.1571449857820048
Position 11801: 0.08725925611120353
Position 9920: 0.08434930265088582
Position 16943: 0.04578837651848329
Position 10685: 0.038008874554454196
Position 8354: 0.036302976442623265
Position 13945: 0.034781470050479976
Position 9507: 0.03437589528822176
Position 5294: 0.026499322263577357
Position 2858: 0.015067817589195245
Position 5300: 0.014596496243998305
Position 12370: 0.01381099680992702
Position 7922: 0.010281960496836494
Position 14460: 0.00920763867940385
Position 13868: 0.008292389229314466
Position 6735: 0.007845786650677016
Position 6005: 0.007367398472041451
Position 1578: 0.006981285117714457
Position 8369: 0.0069711417486659315
Position 5245: 0.005971356690342617
Position 11990: 0.005398220189721475
Position 920: 0.0046827159695972675
Position 1479: 0.00406662913517153
Position 10248: 0.003080072609231436
Position 4938: 0.0028475759495257312
Position 1032: 0.002694074217557496
Position 9277: 0.0025682154284732304
Position 10399: 0.002496801794458503
Position 1831: 0.002252207233778198
Position 7134: 0.0018886745382704915
Position 2550: 0.001732468566094131
Position 1778: 0.0016263583376265654
Position 757: 0.0016236265585336967
Position 5584: 0.001504831658915833
Position 11296: 0.0014654386001702478
Position 8467: 0.001341922326872161
Position 1744: 0.0013360264318284442
Position 6823: 0.0013024272335257995
Position 2775: 0.0012417096020197248
Position 2781: 0.0012226512996153108
Position 2163: 0.0010977719438044263
Position 7636: 0.0010163362079027034
Position 10260: 0.000954597333214749
Position 2663: 0.0008662591243670398
Position 7538: 0.000814768777036062
Position 1082: 0.0008026036621890366
Position 4622: 0.0006976367135539003
Position 1804: 0.0006672106956268026
Position 1962: 0.0006608868645656171
Position 1980: 0.0006499111852352313
Position 2287: 0.0006413639534817926
Position 2118: 0.0005985964126931785
Position 588: 0.0005806790415023541
Position 1581: 0.000478566626408608
Position 6704: 0.0004697340048139473
Position 3119: 0.00046034930426806304
Position 7100: 0.00041686559986536164
Position 4604: 0.0004110366123470622
Position 2861: 0.00036422678872023793
Position 4887: 0.00034514353361346484
Position 616: 0.00031678265757331133
Position 4317: 0.0002921347685038259
Position 3887: 0.0002848147347517865
Position 2140: 0.00028183673135446515
Position 1891: 0.0002786458205765754
Position 4658: 0.0002573895776108442
Position 5718: 0.00024438497884419076
Position 4607: 0.00024161086726456654
Position 4356: 0.00023050416301209986
Position 7994: 0.00022242464032514597
Position 2015: 0.00020602950822801096
Position 2441: 0.0002016750059484462
Position 1780: 0.00017836612083928775
Position 3299: 0.0001770079380868736
Position 7763: 0.00017496726615180353
Position 7448: 0.00016744129071960046
Position 4742: 0.0001542735555240131
Position 2080: 0.00015150223486861403
Position 6828: 0.00015020267651141454
Position 1712: 0.0001398840548896921
Position 888: 0.0001381652265773524
Position 5626: 0.00013342610426191252
Position 3652: 0.00013274625064141885
Position 3430: 0.00012979540548539555
Position 685: 0.00011929498665674143
Position 3035: 0.00010770387265434035
Position 4497: 0.00010150622700765683
Position 3162: 9.947748601041889e-05
Position 302: 9.871979531116281e-05
Position 4149: 9.792750297329669e-05
Position 489: 9.119844814159091e-05
Position 3576: 8.641612189329775e-05
Position 952: 8.258814809393223e-05
Position 1810: 8.235676938586926e-05
Position 1058: 7.243990918211366e-05
Position 1548: 6.964469788135379e-05
Position 420: 6.831787222454844e-05
Position 3250: 6.684936677726024e-05
Position 5683: 6.618578834421967e-05
Position 3186: 6.562776755795631e-05
Position 3597: 5.931126319459874e-05
Position 1926: 5.763075543584995e-05
Position 4008: 5.567943238259015e-05
Position 1828: 5.5081732077030985e-05
Position 1482: 5.3153804827041e-05
Position 1584: 5.174837174913781e-05
Position 3770: 4.963485698649179e-05
Position 3340: 4.9051327912358916e-05
Position 838: 4.7507734493620483e-05
Position 536: 4.491533579806318e-05
Position 2166: 4.072991294974764e-05
Position 1324: 2.8844934655388885e-05
Position 4235: 2.6466837018446453e-05
Position 993: 1.840826655103245e-05
Position 2981: 1.4582865793120286e-05
Position 984: 1.4445748677502766e-05
Position 266: 1.4173042438130997e-05
Position 1420: 1.18119940418085e-05
Position 654: 1.1809188133227037e-05
Position 566: 1.0339544453039443e-05
Position 936: 1.0317824429133888e-05
Position 2301: 8.883026547097561e-06
Position 788: 8.874854319461947e-06
Position 500: 8.830070301937049e-06
Position 991: 8.423847436982667e-06
Position 440: 8.081244628879444e-06
Position 778: 5.919226022040259e-06
Position 1310: 5.6145584986692945e-06
Position 1697: 5.484721120961742e-06
Position 1342: 5.0438563369820645e-06
Position 445: 3.6862244198573067e-06
Position 1100: 1.420366615519025e-06
Position 1097: 1.060807659158312e-06
Position 1014: 8.18339957757927e-07
Position 883: 6.097401279863414e-07
Position 1164: 5.402870263516227e-07
Position 987: 4.213659770512484e-07
Position 1169: 2.617618926426704e-07
Position 2919: 2.0963992873231276e-07
Position 939: 1.5938453265753184e-07
Position 1109: 1.2098798681181493e-07
Position 1251: 1.0940862841065406e-07
Position 903: 2.6471400223219166e-08
Position 1069: 2.6119529006960877e-08
Position 600: 2.0518739027837112e-08
Position 857: 2.0214312552344863e-08
Position 4481: 4.436036585207213e-09
Position 121: 2.0245704016243117e-09
Position 309: 5.364367597081188e-11
Position 191: 6.678994837037494e-12
Position 274: 4.871723553762496e-12
