Gene = Tiprl
index = 1084
Annotated 5SS: [  214  8676  9439 14415 16845 19161]
Annotated 3SS: [ 8495  9338 14282 16748 19097 21062]
SMsplice 5SS: [  214  8676  9439 11129 14415 16845 19161]
SMsplice 3SS: [ 8495  9338 10993 14282 16748 19097 21062]
top_k =  500
Partition function (log Z): -5.926182027503776

Sorted 5' Splice Sites (High to Low Probability):
Position 19161: 0.9464784657345761
Position 16845: 0.9353012671209774
Position 9439: 0.881833179646795
Position 11129: 0.7845268638151643
Position 14415: 0.723547460070833
Position 8676: 0.519320685070553
Position 8672: 0.40086670711350403
Position 214: 0.3398530634762053
Position 945: 0.3311635131741101
Position 272: 0.3153729067845777
Position 277: 0.23861500077936793
Position 9170: 0.16988212307493822
Position 862: 0.1528080655578939
Position 21187: 0.151364424599505
Position 13478: 0.07964742519198066
Position 2112: 0.07321915993116114
Position 9925: 0.06919431529731424
Position 325: 0.0588434870303365
Position 10268: 0.05211041989005577
Position 1257: 0.05123703260922343
Position 14467: 0.040070564141033015
Position 5807: 0.03620389221662555
Position 16865: 0.03615075894046303
Position 15928: 0.03365395521957079
Position 836: 0.03079661666039916
Position 13039: 0.028843212403703276
Position 10273: 0.025507287654358474
Position 997: 0.018861111639650808
Position 566: 0.0160491163309991
Position 1209: 0.014610120561487333
Position 21510: 0.013301609038325092
Position 12372: 0.011710244214340443
Position 16916: 0.01056203282113661
Position 14799: 0.009797582144170319
Position 894: 0.00963240904331448
Position 24102: 0.008084542829177624
Position 15822: 0.007938889962979107
Position 10504: 0.007841152433588237
Position 21210: 0.007094493091380584
Position 85: 0.006478459563938257
Position 17058: 0.005607842635023109
Position 310: 0.004673046766359828
Position 14787: 0.004446092746799856
Position 23595: 0.0040593726969317834
Position 14472: 0.004023200611578226
Position 2879: 0.0037845329684699468
Position 14455: 0.0036732960982966507
Position 20131: 0.003654933328088756
Position 12: 0.0035887238590112105
Position 658: 0.003408140395937223
Position 14391: 0.003374656297636767
Position 21266: 0.0031218739199924054
Position 15810: 0.002647773867933307
Position 18997: 0.0023899154947540366
Position 15373: 0.0020602519882902412
Position 10599: 0.0019579906680124944
Position 22164: 0.0019209606326824956
Position 379: 0.001785329829791386
Position 304: 0.0017463722660207913
Position 975: 0.0008490845471090017
Position 603: 0.00043809385431567443
Position 196: 0.00038578147222698855
Position 296: 0.0003678947576740139
Position 20231: 0.00036248653513144255
Position 707: 0.0003528006238684246
Position 346: 0.00032582010476185034
Position 616: 0.00025391908796466937
Position 362: 0.00020600704880533696
Position 222: 0.0001998710464416702
Position 54: 0.00017727599117170768
Position 386: 0.00016626782124782048
Position 175: 0.0001435129437789629
Position 206: 0.0001418821036286406
Position 281: 0.00013929160783028227
Position 427: 0.0001271225825319913
Position 11802: 0.000108227161141083
Position 283: 0.0001016214373550911
Position 874: 7.926875573535255e-05
Position 11112: 7.757952330781273e-05
Position 840: 6.21984266393729e-05
Position 11093: 5.0833276027532793e-05
Position 746: 4.3606176959304796e-05
