Gene = Pid1
index = 815
Annotated 5SS: [   305 125414]
Annotated 3SS: [125266 246137]
SMsplice 5SS: [   305  10607  39983  96859 104802 125414 140421 173088 205034 235776
 237583]
SMsplice 3SS: [ 10470  39875  96758 104669 125266 140278 173009 204951 235571 237481
 243882]
top_k =  500
Partition function (log Z): -144.11162192933836

Sorted 5' Splice Sites (High to Low Probability):
Position 305: 0.9917959888589544
Position 10607: 0.5234351305247643
Position 1831: 0.4493000795632698
Position 799: 0.061653411600327425
Position 586: 0.04651706828888655
Position 5183: 0.039575332019671845
Position 574: 0.019680971675340032
Position 1697: 0.013884674177457285
Position 5449: 0.009776345892299474
Position 895: 0.007395176111689877
Position 349: 0.003732963181020846
Position 371: 0.0035843624686315028
Position 1881: 0.003434361871746492
Position 5021: 0.003347307450434333
Position 3648: 0.002461304662619189
Position 2225: 0.0023251071075267933
Position 1884: 0.0019621043448906123
Position 1102: 0.0018621557508801188
Position 4697: 0.001667782932727794
Position 3201: 0.0014914241847506387
Position 3721: 0.0008978966196667792
Position 1798: 0.0008612503203215859
Position 1835: 0.0008339938157759069
Position 2616: 0.0005794454188415487
Position 1234: 0.000296117389653225
Position 2426: 0.0002735348223939541
Position 594: 0.00021654038872667206
Position 808: 0.00020719350211582843
Position 576: 0.00020075358320827675
Position 582: 0.0001593250119427316
Position 108: 0.00015756302116058868
Position 2555: 0.0001357633210899384
Position 918: 0.0001344500769407042
Position 669: 0.0001281747868272661
Position 513: 0.00011123581955503929
Position 1274: 0.00010837168006230132
Position 565: 0.00010581538888294619
Position 1731: 9.669871795995924e-05
Position 662: 7.79494425592547e-05
Position 783: 7.15201162222442e-05
Position 2085: 6.458293862407369e-05
Position 1020: 5.907353602053821e-05
Position 580: 4.871903015286111e-05
Position 1672: 4.402487523198237e-05
Position 83: 3.661400443262479e-05
Position 362: 2.122263577450803e-05
Position 233: 5.104989892498063e-06
Position 449: 3.990150496872508e-06
Position 479: 3.975118586022334e-06
Position 244: 3.7565094803042416e-06
Position 481: 2.4272252870880615e-06
Position 592: 1.7234928820595575e-06
Position 185: 1.2162329794638344e-06
Position 1998: 1.129859594581851e-06
Position 1826: 9.494854474918982e-07
Position 356: 6.124772516212892e-07
Position 277: 2.0986257411871052e-07
Position 427: 1.7684661150041845e-07
Position 975: 1.0599423423512979e-07
Position 773: 9.401854171436226e-08
Position 376: 9.276196461446909e-08
Position 793: 9.098599075273257e-08
Position 40: 4.1770384697364435e-08
Position 942: 3.9931792379268594e-08
Position 955: 2.0905902500621152e-08
Position 920: 1.7991377242917727e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 10470: 0.5468386608960935
Position 1766: 0.42626146458114395
Position 15374: 0.35287310349178425
Position 5619: 0.16628670608505747
Position 715: 0.09662715284814165
Position 10903: 0.07345459908326107
Position 2708: 0.05598009793664747
Position 393: 0.04484079427979445
Position 4983: 0.03340074857228206
Position 11821: 0.03194694904431426
Position 427: 0.03016759024535054
Position 11798: 0.028851310854874974
Position 11394: 0.027265680346716156
Position 11351: 0.026392089532571897
Position 4880: 0.019118321460964215
Position 1651: 0.018471536967392996
Position 4918: 0.0175105692237966
Position 5368: 0.015878100758074477
Position 3398: 0.012672093928787891
Position 5096: 0.012308663170517362
Position 1919: 0.010125685545344782
Position 8567: 0.010105779489636963
Position 1784: 0.009393912790425
Position 5528: 0.009390771342355463
Position 1540: 0.008723694250015016
Position 5795: 0.008482676663362325
Position 4569: 0.007707050795799749
Position 1571: 0.007226334757117606
Position 8252: 0.00542903218471691
Position 2130: 0.005318800958731743
Position 1719: 0.0046262519484031005
Position 488: 0.004433918372489552
Position 4452: 0.0035667633802989283
Position 7199: 0.0034311114648731145
Position 1968: 0.003429719062058418
Position 3580: 0.003396859225440162
Position 3084: 0.0033719858237311337
Position 7103: 0.0033457306767776633
Position 4595: 0.003302180162808545
Position 3008: 0.003294371499441775
Position 5009: 0.002767466579822988
Position 1728: 0.0021917449413442593
Position 3421: 0.001999433686245271
Position 3909: 0.0017944141200342879
Position 3139: 0.0017265346825560558
Position 4523: 0.0016734609208680252
Position 3280: 0.001642893256787305
Position 2159: 0.0016396051359871577
Position 573: 0.0016324345267306438
Position 973: 0.0014896029805372742
Position 4298: 0.0013930134029265769
Position 6066: 0.0013246653403084763
Position 4818: 0.001306901472739663
Position 1169: 0.0012294910832099301
Position 3612: 0.0012072501859386067
Position 6345: 0.0011184907766123649
Position 5776: 0.0010839036095807624
Position 5415: 0.0010354062448861329
Position 4225: 0.0010055939412413595
Position 1604: 0.0007991628579923871
Position 2498: 0.0007980733545245693
Position 2224: 0.0006770696651677571
Position 2554: 0.0006024827231189841
Position 1582: 0.0005942468380876995
Position 2678: 0.000495892349490795
Position 6114: 0.0004549116000819959
Position 4566: 0.00043407655910983355
Position 1934: 0.0003793335545585558
Position 1050: 0.0003473445919256181
Position 493: 0.0002865412879424753
Position 3216: 0.0002732540504051809
Position 1557: 0.00025925255179046577
Position 511: 0.00025474850292722456
Position 1504: 0.0002484722154874381
Position 2834: 0.0002426949557037965
Position 4766: 0.00023370093611653644
Position 2208: 0.00021956659778528598
Position 1993: 0.00021845369046679698
Position 1686: 0.00018089933688613416
Position 2370: 0.0001757244922555882
Position 2186: 0.00016109660432565742
Position 673: 0.00015549006446352663
Position 777: 0.00014627018675267327
Position 2169: 0.00014170236269340488
Position 688: 0.0001364747889601548
Position 987: 0.00013490072690280127
Position 3934: 0.0001301471453759271
Position 1397: 0.00011591959520701665
Position 1725: 9.89917332569209e-05
Position 231: 9.827561876816318e-05
Position 1384: 9.407783275611843e-05
Position 1138: 8.960082970670515e-05
Position 868: 8.118580960702101e-05
Position 1484: 7.824657749190408e-05
Position 202: 5.373076129702186e-05
Position 495: 4.8945555226694055e-05
Position 1512: 4.7479527351880585e-05
Position 1494: 4.636257417948705e-05
Position 1318: 4.469291848495672e-05
Position 1857: 3.9079437295555144e-05
Position 1273: 3.4897627090673945e-05
Position 2447: 3.011558826175236e-05
Position 1429: 2.6975192317077934e-05
Position 1000: 1.9353856025115104e-05
Position 721: 1.8968782006421934e-05
Position 182: 1.890632646219308e-05
Position 537: 1.324562711086257e-05
Position 1544: 8.39445926053139e-06
Position 905: 7.348953458300933e-06
Position 634: 5.347368856011393e-06
Position 613: 5.099403859495613e-06
Position 191: 4.639425779846921e-06
Position 877: 4.454561883643803e-06
Position 1019: 4.239226349489216e-06
Position 519: 2.518963182695455e-06
Position 1786: 1.0420124231786524e-06
Position 169: 4.1846298623349404e-07
Position 153: 2.3191172233828642e-07
Position 162: 1.4125244498771868e-07
Position 233: 1.1025342796550579e-07
Position 942: 1.0394700592522649e-07
Position 274: 7.653127807581e-08
Position 1054: 5.931447509508838e-08
Position 888: 5.73364711439384e-08
Position 242: 5.135648989293487e-08
Position 744: 3.152100419768484e-08
Position 725: 2.2855173032549773e-08
Position 120: 1.8333366694471802e-08
Position 370: 1.6821742752954838e-08
Position 283: 1.3771414769046557e-08
Position 304: 1.2323064790385827e-08
Position 1030: 1.7815640588290815e-09
Position 295: 4.434055089427847e-10
Position 335: 2.1151104796703572e-13
Position 309: 9.63858008296817e-15
Position 365: 3.9435309807198063e-16
Position 322: 3.719273547670957e-16
Position 348: 1.3626129353844926e-16
Position 320: 1.2092212240834401e-16
Position 343: 4.20247481837438e-17
Position 362: 3.6885908826979164e-17
Position 345: 1.3670446957988916e-17
