Gene = D3Ertd751e
index = 315
Annotated 5SS: [   72  2195  4111  6116 11023 11306]
Annotated 3SS: [ 2077  3929  6054 10970 11105 13430]
SMsplice 5SS: [ 408 4111 6116]
SMsplice 3SS: [ 3929  5908 13430]
top_k =  500
Partition function (log Z): -10.629477359827346

Sorted 5' Splice Sites (High to Low Probability):
Position 4111: 0.9159238935230062
Position 6116: 0.872274548275065
Position 408: 0.6296920321503049
Position 72: 0.44425967901021934
Position 4314: 0.32239402090829705
Position 2220: 0.23151680879837935
Position 2195: 0.16681644999034345
Position 4677: 0.14487331360304076
Position 879: 0.14186875636719784
Position 11306: 0.05166470032798893
Position 246: 0.04635037599046863
Position 12467: 0.043379623198479794
Position 7077: 0.03305842252282243
Position 962: 0.03226152243269951
Position 228: 0.030585894758086582
Position 13512: 0.026525796227007514
Position 5543: 0.02497355588975308
Position 4587: 0.018712463292488355
Position 4529: 0.014959176123458508
Position 149: 0.012219487274074275
Position 224: 0.010167808280713897
Position 1611: 0.007194329096937773
Position 4029: 0.007047814983561501
Position 2063: 0.0031971372873165356
Position 8581: 0.0020277885008541173
Position 6652: 0.0017726626011632704
Position 375: 0.0014360379497147036
Position 8836: 0.001432118313871792
Position 256: 0.001322556761882257
Position 298: 0.0011371146860866671
Position 23: 0.001037386172466338
Position 1240: 0.0008440926919931368
Position 114: 0.000712232256350847
Position 1794: 0.0005700391994561322
Position 5197: 0.0005053410743861839
Position 8194: 0.00045977682134266354
Position 5576: 0.00045096185440159455
Position 61: 0.0003740519735081522
Position 875: 0.00027275779240292766
Position 1771: 0.00021997213179170906
Position 77: 0.00016877843395041078
Position 1417: 0.00015092819144763494
Position 59: 0.00011054832240750677
Position 4121: 0.00010265151007494671
Position 65: 6.681283467227896e-05
Position 6607: 5.62558263839627e-05
Position 125: 4.12556062191215e-05
Position 27: 3.605575811671482e-05
Position 210: 2.0038783241559528e-05
Position 75: 1.9714704391988776e-05
Position 47: 1.4968864088001377e-05
Position 232: 1.3626430277995532e-05
Position 200: 1.1924516295335826e-05
Position 204: 7.489750364014739e-06
Position 11: 6.6614153763729005e-06
Position 176: 5.855144089030856e-06
Position 182: 3.828168929423559e-06
Position 214: 2.3814050729626982e-06
Position 277: 1.2922605257840507e-06
Position 287: 9.385468393438518e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 3929: 0.8712725625202479
Position 5908: 0.664172536965988
Position 13430: 0.48513762387900217
Position 2077: 0.33872374126790783
Position 4195: 0.31110004446052386
Position 190: 0.1711843732853663
Position 4528: 0.1362549669371013
Position 5878: 0.13198080922943828
Position 6773: 0.11387479956820537
Position 6054: 0.09932323317066447
Position 9093: 0.08644054357672862
Position 277: 0.06652138230388913
Position 11105: 0.060558365380943883
Position 3969: 0.04552222525163617
Position 12294: 0.04148249160641409
Position 12297: 0.0340723975203244
Position 2099: 0.03319618230437814
Position 12549: 0.03305120401805535
Position 9973: 0.03210533588648072
Position 12350: 0.03206196881328942
Position 9690: 0.02872144023450044
Position 8924: 0.027172367182286567
Position 13826: 0.02652579622700748
Position 4414: 0.023923189806291753
Position 772: 0.020472193657743436
Position 322: 0.017510370133826527
Position 4226: 0.01601708213043753
Position 8717: 0.014369904900076504
Position 5509: 0.013685515679912837
Position 11273: 0.01355877641300331
Position 685: 0.013472247531510047
Position 5347: 0.01283883771705465
Position 7381: 0.012557123622001126
Position 731: 0.012402408567107585
Position 7493: 0.012384837772472996
Position 843: 0.0119409588382282
Position 2062: 0.011899082482088293
Position 297: 0.011715232458307044
Position 9229: 0.010047215310043364
Position 2086: 0.008544720455721752
Position 4586: 0.008442608957857178
Position 6516: 0.008362782747428322
Position 6787: 0.008190206095028562
Position 4551: 0.0073753327745033305
Position 846: 0.006465309183236503
Position 8064: 0.006196905953888235
Position 8471: 0.005594710365799352
Position 8095: 0.005590222300598817
Position 794: 0.005379686957491683
Position 666: 0.005020839132130932
Position 176: 0.004791821245207467
Position 3836: 0.004784450912975147
Position 7754: 0.004558228288375508
Position 2018: 0.003584513546626753
Position 7460: 0.003303642765124585
Position 1526: 0.003298125047061138
Position 282: 0.003111365639596207
Position 12118: 0.0030262285134939255
Position 2106: 0.0028343669474189693
Position 9600: 0.002669402807332733
Position 10686: 0.002600370047415209
Position 8476: 0.002192257528995249
Position 5932: 0.002166747016604629
Position 791: 0.0020532815973990696
Position 5993: 0.0019239913940911986
Position 1420: 0.001802597188571441
