Gene = Ecrg4
index = 356
Annotated 5SS: [ 362 6646 8116]
Annotated 3SS: [ 6597  7957 11642]
SMsplice 5SS: [ 362 6665 8116]
SMsplice 3SS: [ 6597  7957 11642]
top_k =  500
Partition function (log Z): -5.215959433846633

Sorted 5' Splice Sites (High to Low Probability):
Position 362: 0.9516960677199082
Position 6665: 0.7342683965737931
Position 8116: 0.46063858873533176
Position 1062: 0.3657355052068377
Position 8981: 0.31155066603732484
Position 8068: 0.2867407311748091
Position 6646: 0.14332592812075595
Position 10426: 0.127445063772641
Position 8631: 0.09917891741681449
Position 2950: 0.07272065629136142
Position 4342: 0.0642949765911756
Position 6683: 0.05101855864517093
Position 2004: 0.048497263565802584
Position 11411: 0.04714448627884679
Position 508: 0.044449941792948165
Position 10304: 0.0415580709684964
Position 2784: 0.032860275199393066
Position 9644: 0.029271292157871873
Position 8627: 0.028246968228197375
Position 5585: 0.02295318754632717
Position 6807: 0.02250888479365329
Position 4428: 0.02221436289647367
Position 11257: 0.021619897281246907
Position 3650: 0.020676336441415442
Position 6783: 0.019514391235239795
Position 1935: 0.018359226130592703
Position 7391: 0.014057100976513252
Position 10282: 0.011838700547546432
Position 2074: 0.00829372168358715
Position 5016: 0.005704233834487634
Position 2830: 0.005702230752326086
Position 10343: 0.005616606827105859
Position 5459: 0.005292934147108466
Position 179: 0.004550629066464967
Position 8054: 0.0037872050353662625
Position 11390: 0.003498248938881861
Position 4248: 0.003407298817907848
Position 9017: 0.002533470942001195
Position 11008: 0.002465258255675159
Position 5388: 0.0014447750791253152
Position 8985: 0.0014419093118051636
Position 8079: 0.001087818110907426
Position 9104: 0.0008887130499392505
Position 9855: 0.0005770349958133949
Position 599: 0.0005466598053089383
Position 9771: 0.0005402342202236463
Position 167: 0.0002497970946826608
Position 1705: 0.0002381956472747101
Position 11704: 0.0002002692904243509
Position 846: 0.00018084827833834486
Position 112: 0.00017884301895676206
Position 122: 0.00017078433277325095
Position 1289: 0.00016016382257063504
Position 1055: 0.00015875266292030067
Position 1406: 0.00015178971299347857
Position 183: 0.0001430415936377975
Position 27: 0.00012977567904294047
Position 1480: 7.880864506805988e-05
Position 423: 6.158498232652888e-05
Position 1880: 6.11285705572966e-05
Position 396: 5.150073741401626e-05
Position 2352: 5.0004443716024844e-05
Position 659: 4.72887532447151e-05
Position 539: 4.555977187509176e-05
Position 780: 4.447557594503834e-05
Position 1687: 4.0290574380198374e-05
Position 2770: 3.6424009606005636e-05
Position 2494: 3.326651840705641e-05
Position 17: 2.9393372170527992e-05
Position 804: 2.835501539464811e-05
Position 356: 2.432858285051665e-05
Position 114: 2.3518002998645763e-05
Position 1228: 1.9820821579278205e-05
Position 493: 1.7481958229398462e-05
Position 1861: 1.2702225124796447e-05
Position 978: 1.1505352070681574e-05
Position 488: 1.0962409262167041e-05
Position 1527: 1.0817758540740485e-05
Position 277: 1.067238208558787e-05
Position 1093: 9.422264626915565e-06
Position 459: 9.391720486842795e-06
Position 1503: 8.430813152210448e-06
Position 387: 6.2879651907279426e-06
Position 48: 5.987296292587392e-06
