Gene = Clpx
index = 272
Annotated 5SS: [  306  5805  7706 14363 16052 17880 22561 23234 24492 26724 28584 30040
 32629]
Annotated 3SS: [ 5640  7587 14207 15891 17837 22383 23068 24402 26558 28283 29946 32521
 35553]
SMsplice 5SS: [  306  5805 14142 14363 22561 23234 24492 26724 30040 32629]
SMsplice 3SS: [ 5640 14068 14207 22383 23068 24402 26558 29946 32521 35553]
top_k =  500
Partition function (log Z): -22.62137008496652

Sorted 5' Splice Sites (High to Low Probability):
Position 306: 0.9617462252541092
Position 5805: 0.8865186509015548
Position 14142: 0.545450698402576
Position 14363: 0.47330985258746466
Position 4453: 0.14347268331338275
Position 16052: 0.11518686207066103
Position 7706: 0.09604776467525596
Position 1203: 0.08433800996447262
Position 1008: 0.054171894475037285
Position 42: 0.04658351420856559
Position 10392: 0.039818705198973174
Position 4479: 0.024644840155927696
Position 3880: 0.02139575045067003
Position 4449: 0.018616255353782068
Position 3872: 0.017445550162789543
Position 3659: 0.016531220834408118
Position 2283: 0.013903580589036447
Position 3117: 0.01360511533886457
Position 3518: 0.012679956234336941
Position 3893: 0.012152104457944036
Position 2041: 0.008859961854224198
Position 450: 0.008190637564506642
Position 785: 0.007953943333569836
Position 2575: 0.007234123298703357
Position 2969: 0.007213276943963123
Position 1244: 0.0064387159021772255
Position 1947: 0.005666996135666828
Position 468: 0.004732740466856014
Position 693: 0.004371189012463881
Position 5093: 0.003644497045475498
Position 4457: 0.0035926056626408055
Position 1730: 0.0033641263759641355
Position 5325: 0.0030923551590735124
Position 3403: 0.002803139378045871
Position 1338: 0.00223622217323591
Position 2803: 0.0015146414442111177
Position 3098: 0.0013231562204784476
Position 3848: 0.0009630741457366483
Position 3758: 0.0009111766853928932
Position 1209: 0.0007650622518697093
Position 4352: 0.0006748073179906993
Position 1018: 0.000613479626752772
Position 7610: 0.0004175397281219801
Position 91: 0.0003421812472792697
Position 7643: 0.00017829397597094856
Position 5: 0.00013187327129675464
Position 541: 0.00013118836924549225
Position 171: 8.332872952014118e-05
Position 56: 5.965811798681417e-05
Position 314: 5.433912094938925e-05
Position 564: 5.136048072911408e-05
Position 328: 3.306472708585617e-05
Position 141: 2.8021160488380992e-05
Position 737: 1.4158275947704444e-05
Position 3461: 1.2007263763710646e-05
Position 352: 1.0703467971127995e-05
Position 419: 9.69801110683144e-06
Position 619: 7.709908609955999e-06
Position 669: 6.870285715650653e-06
Position 763: 6.221882271904027e-06
Position 3542: 5.23121162441206e-06
Position 674: 4.61909315804394e-06
Position 72: 3.829964410701477e-06
Position 234: 3.2989795668050945e-06
Position 2350: 3.251268121430683e-06
Position 836: 2.9924193497001453e-06
Position 608: 2.7770294183800836e-06
Position 566: 2.45772265631077e-06
Position 1265: 1.725546709460745e-06
Position 46: 1.0846111677638796e-06
Position 246: 8.337525814494466e-07
Position 360: 8.14515175569553e-07
Position 1708: 7.531594990188573e-07
Position 2405: 5.215051165433452e-07
Position 990: 4.150336980686068e-07
Position 2278: 3.512672569171505e-07
Position 1409: 3.0761168700921934e-07
Position 655: 9.052713198186126e-08
Position 631: 6.981758773051342e-08
Position 557: 2.178891159905747e-08
Position 317: 1.2158122152038574e-08
