Gene = Mn1
index = 684
Annotated 5SS: [4442]
Annotated 3SS: [37173]
SMsplice 5SS: [222]
SMsplice 3SS: [37173]
top_k =  500
Partition function (log Z): -27.335132107977547

Sorted 5' Splice Sites (High to Low Probability):
Position 222: 0.7792159606778156
Position 1841: 0.32314681354144653
Position 3284: 0.26496874052834785
Position 2129: 0.24751701309370025
Position 7608: 0.1949585867857997
Position 234: 0.17659274035463018
Position 5844: 0.14753408066166715
Position 4088: 0.11144654644714103
Position 8767: 0.06454803163572173
Position 3455: 0.04112953203123611
Position 320: 0.04099737734331015
Position 3068: 0.02207736728723998
Position 3791: 0.01934329326250103
Position 4442: 0.018980668984938213
Position 3811: 0.017795722029931477
Position 3589: 0.01012546690896737
Position 5624: 0.009374698521896567
Position 1653: 0.009235225915169707
Position 4995: 0.0063716417928235064
Position 1094: 0.006262519878441757
Position 2516: 0.006227751713789297
Position 3526: 0.004033773812829387
Position 486: 0.0025716943003147173
Position 1678: 0.002296138184811313
Position 1914: 0.0021014258215196675
Position 1570: 0.001990902840835283
Position 1516: 0.0011792068930355603
Position 722: 0.0006934637552378037
Position 1387: 0.0004202542631590754
Position 1136: 0.0003850870259045107
Position 1795: 0.00019576467920684058
Position 1682: 0.00013846084046637423
Position 1538: 0.00010983876828096912
Position 515: 9.400129294668809e-05
Position 1508: 6.970509605055583e-05
Position 773: 1.485248424963173e-05
Position 1004: 5.103624997340515e-06
Position 634: 3.7059004877197804e-06
Position 574: 2.8272290818494937e-06
Position 87: 1.6680059267211294e-06
Position 133: 1.520320839397689e-06
Position 392: 1.1066898032902044e-06
Position 1461: 9.808200620981107e-07
Position 339: 7.468314152911455e-07
Position 1079: 1.65198288710674e-07
Position 593: 1.623563891747561e-07
Position 1082: 5.9199738997117944e-08
Position 170: 1.484715549824393e-08
Position 103: 1.3596501838991505e-08
Position 123: 9.166050758425203e-09
Position 503: 3.061379025604081e-09
Position 380: 3.4967031433891917e-10
Position 370: 1.6768258972529233e-10
Position 421: 5.0572722428819904e-11
Position 667: 8.08859401611294e-13
Position 602: 9.022737383966926e-14

Sorted 3' Splice Sites (High to Low Probability):
Position 10440: 0.40713344952917396
Position 7564: 0.27172780788204487
Position 3168: 0.22428109545718217
Position 5670: 0.16912551732568243
Position 1998: 0.16037094540808314
Position 4010: 0.13624190884508916
Position 1752: 0.11376331637305981
Position 6955: 0.10110785050479698
Position 1755: 0.0996321332341924
Position 8638: 0.09732465814056539
Position 1734: 0.06289944398650649
Position 3222: 0.04910532899967983
Position 3405: 0.047106170624546084
Position 5729: 0.0414428245569135
Position 2204: 0.04037346841216566
Position 5763: 0.03144530052817283
Position 1995: 0.030296668380416395
Position 3562: 0.028148877834221004
Position 7740: 0.027733907151958736
Position 9001: 0.027646856186464154
Position 1973: 0.026644131482658522
Position 2081: 0.02657785236857501
Position 2229: 0.022920463029780538
Position 4775: 0.01989327332377083
Position 9523: 0.017842042543573383
Position 2932: 0.01651128552415971
Position 5513: 0.015689851224981892
Position 2167: 0.0148982854980081
Position 1620: 0.01414133141637951
Position 3729: 0.014021264517850336
Position 8375: 0.013949588738843463
Position 1352: 0.01301386811531672
Position 1731: 0.011173255780668133
Position 4324: 0.011132288668149729
Position 2724: 0.00860746032550261
Position 4051: 0.008569918803152176
Position 1556: 0.008218130537317616
Position 1722: 0.007845122522870744
Position 6181: 0.0070873983562627476
Position 2259: 0.005648017165383103
Position 1767: 0.005196442322497946
Position 3280: 0.0047307540341201245
Position 1592: 0.004241442843088498
Position 4231: 0.004231868542626175
Position 2689: 0.003951557259679253
Position 1623: 0.0039243670210768996
Position 1770: 0.003092844423052321
Position 3182: 0.002863877333003665
Position 376: 0.0027060328632835602
Position 2250: 0.002703745934158436
Position 1370: 0.002639203570716361
Position 2019: 0.0025960145572976835
Position 1980: 0.0024690292838768025
Position 7113: 0.0024435842410269843
Position 391: 0.002157721389347085
Position 3219: 0.001995887807926482
Position 3755: 0.001830659246892255
Position 1483: 0.0017827431327926838
Position 944: 0.0017385730193566389
Position 1872: 0.0015508592742382408
Position 3655: 0.0015310943454012475
Position 1773: 0.0015277572696981213
Position 1008: 0.0014597530410640814
Position 6451: 0.001393921729595673
Position 3485: 0.0011642790357954608
Position 2965: 0.0011069924624531671
Position 2262: 0.0010918983388986433
Position 1227: 0.0010782558003794218
Position 1933: 0.0008340418174189628
Position 2784: 0.0008226381159369604
Position 1803: 0.000761935698443091
Position 4879: 0.0007436640093096922
Position 2896: 0.0006580333368541634
Position 2364: 0.0005694628798963294
Position 1696: 0.0005636715596391802
Position 4733: 0.000556890283552909
Position 4710: 0.0005345722661055826
Position 964: 0.0005319944842499206
Position 2910: 0.0005157811838243603
Position 1706: 0.0005105028790039583
Position 2010: 0.0005023906607771063
Position 1011: 0.0004969119445188409
Position 1174: 0.00044216449088195535
Position 1515: 0.00042854590753463594
Position 1632: 0.0004272154908438141
Position 828: 0.00038910655697455525
Position 1093: 0.00038378280648002327
Position 2086: 0.0003662981826218959
Position 1605: 0.0003434311738652476
Position 1836: 0.00030757545477459356
Position 975: 0.00025508416569086184
Position 1839: 0.0002394128410595005
Position 722: 0.00019460517753787235
Position 1596: 0.0001428681536190231
Position 1447: 0.00013882841624842534
Position 598: 0.0001296758649097621
Position 1256: 0.00011507287906796297
Position 1558: 9.461191700108731e-05
Position 1050: 8.48298599555916e-05
Position 455: 8.119735724488224e-05
Position 1022: 7.157793117869387e-05
Position 1671: 6.750171330842328e-05
Position 1488: 6.282914003461226e-05
Position 1408: 6.0851064488268896e-05
Position 881: 5.284189563453354e-05
Position 2055: 4.246407144802377e-05
Position 921: 2.7555636803947667e-05
Position 1652: 1.8875769043845758e-05
Position 753: 1.683054295611334e-05
Position 981: 1.4927589783527805e-05
Position 1564: 1.4897144243030094e-05
Position 1308: 1.3559903913029601e-05
Position 1935: 9.26265995881786e-06
Position 574: 7.667329782902166e-06
Position 777: 3.4668186898363916e-06
Position 1234: 3.1510235698099315e-06
Position 514: 3.0065274118451245e-06
Position 954: 2.8860065225693426e-06
Position 462: 2.819492105854916e-06
Position 1033: 2.527805068938569e-06
Position 317: 2.4223009235892128e-06
Position 799: 1.3745474579322905e-07
Position 761: 3.884172467805091e-08
Position 809: 1.832937698169907e-08
Position 483: 1.279240952449867e-09
Position 296: 4.414767714563214e-10
Position 578: 3.142987279493711e-10
Position 528: 3.03552327879854e-10
Position 319: 2.9772923184243795e-10
