Gene = Spata17
index = 1004
Annotated 5SS: [   296  21540  22527  32246  41091  75093  98203 102988 117689 167059]
Annotated 3SS: [ 21449  22444  32194  40986  74968  97995 102838 117552 166975 170587]
SMsplice 5SS: [   296  21540  34527  41091  43622  75093  75880  98203 102988 107905
 117689 138818 151252 167059]
SMsplice 3SS: [ 21449  34180  40986  43288  74968  75785  97995 102838 107771 117552
 138683 151162 166975 170587]
top_k =  500
Partition function (log Z): -100.98481872104675

Sorted 5' Splice Sites (High to Low Probability):
Position 296: 0.9986787220972493
Position 14779: 0.12496302273561002
Position 10698: 0.10946676693261959
Position 10705: 0.05931768114869154
Position 2359: 0.03760419639289929
Position 5927: 0.03157960234217667
Position 14869: 0.030302053935777444
Position 10818: 0.021039943227712014
Position 3584: 0.014203172768243394
Position 2395: 0.00902587415966048
Position 8275: 0.00890722650785338
Position 1634: 0.004767012763881052
Position 9034: 0.004455192735230713
Position 7877: 0.0043118695335605155
Position 2907: 0.0034454210738605177
Position 573: 0.000948246363521738
Position 7396: 0.0008289174142056967
Position 6782: 0.0007874622788390727
Position 4443: 0.0006083513916139816
Position 2289: 0.0004771804217569056
Position 274: 0.0004307784078254078
Position 2392: 0.00040000194795807595
Position 6997: 0.00028201425861633855
Position 6533: 0.00020333966022441884
Position 5049: 0.00012065536807601758
Position 2232: 4.162690223723656e-05
Position 3074: 4.101714780168566e-05
Position 1920: 3.810031874508756e-05
Position 917: 3.47380921812682e-05
Position 2302: 3.21117370896934e-05
Position 922: 1.2627393888111656e-05
Position 205: 2.1587802781528397e-06
Position 155: 2.109928318084025e-06
Position 278: 1.3159405444209632e-06
Position 737: 1.03425125145532e-06
Position 779: 9.985128824726389e-07
Position 1097: 9.285758319144131e-07
Position 83: 8.431740209449185e-07
Position 102: 7.922367127669928e-07
Position 300: 4.0634431415141837e-07
Position 1244: 3.2329534941141317e-07
Position 193: 3.213680150169483e-07
Position 69: 3.04328665869825e-07
Position 164: 8.527639899226826e-09
Position 128: 4.370145071290493e-09
Position 74: 4.165792918715538e-09
Position 107: 3.938802933507533e-09
Position 59: 3.5533580422364914e-09
Position 334: 3.475460706670451e-09
Position 315: 3.1649677509582153e-09
Position 635: 1.6054678706097902e-09
Position 174: 1.299580977397579e-09
Position 81: 1.2777602493885421e-09
Position 536: 9.677535138560168e-10
Position 465: 7.277850774484741e-10
Position 148: 7.004778852752451e-10
Position 218: 6.374697617959015e-10
Position 303: 6.09012507969304e-10
Position 442: 5.00707240465186e-10
Position 652: 4.46416893613006e-10
Position 408: 3.360561750155441e-10
Position 577: 3.050191165770941e-10
Position 327: 2.2522556283170239e-10
Position 662: 1.7017956330084974e-10
Position 476: 1.320943248364968e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 16508: 0.45264790395174365
Position 14705: 0.3945897483639137
Position 10586: 0.274037390877805
Position 2188: 0.03985753979781532
Position 5793: 0.03513575806013388
Position 8091: 0.029657525022969658
Position 9800: 0.022716744093889872
Position 15549: 0.021469831642683238
Position 6700: 0.0201596401722955
Position 10747: 0.017462535728841665
Position 3403: 0.016402394493357453
Position 8154: 0.011660139475897686
Position 13002: 0.010466236591663222
Position 8876: 0.008610697130294357
Position 13309: 0.00852207474194579
Position 13047: 0.007800956059150576
Position 8373: 0.007176907126413408
Position 1490: 0.00441353160718715
Position 12361: 0.0037273672366392404
Position 2839: 0.0035875938631378707
Position 7700: 0.0035144341899864436
Position 10961: 0.0032855627153601666
Position 11195: 0.0031074438451673607
Position 11602: 0.0031000284438326736
Position 11559: 0.0028949969995042233
Position 2144: 0.0027747787150181396
Position 3779: 0.0024467457027363736
Position 1535: 0.0023738643140184578
Position 11576: 0.002163071657442864
Position 9688: 0.002116363921803512
Position 7564: 0.0017800399519444779
Position 8924: 0.0016256805359245274
Position 2122: 0.0015513001494012553
Position 8751: 0.0015332137775248894
Position 4124: 0.0015038871569861792
Position 2236: 0.00148803943999129
Position 8038: 0.0013989249869890501
Position 9033: 0.0013840788034337824
Position 2125: 0.0013823326106799855
Position 7978: 0.001378093905026571
Position 5318: 0.0013737348746330664
Position 1277: 0.0013177266969759014
Position 4291: 0.001285157098878902
Position 2267: 0.0011231782541702379
Position 2793: 0.0010696833346241527
Position 5652: 0.0010589299567146512
Position 7639: 0.0010238906680670457
Position 9074: 0.0010228229110841622
Position 3868: 0.0009886459626738096
Position 4860: 0.0009611954991542995
Position 7289: 0.0009577294809298508
Position 4839: 0.0009484618780610375
Position 3612: 0.0008819856603648035
Position 6111: 0.0008144224487924249
Position 9507: 0.0007603449118678983
Position 5491: 0.0007474008348381116
Position 740: 0.0007192288365472112
Position 9831: 0.000679917758953385
Position 8061: 0.0006517960175182686
Position 6350: 0.0006148617538804965
Position 4251: 0.0006123496056364581
Position 4932: 0.0006091164091384967
Position 3916: 0.0005616900610306016
Position 3740: 0.0005571099338227615
Position 7185: 0.0005056338563440973
Position 4191: 0.0005010446130791386
Position 8429: 0.00047172126829109353
Position 8273: 0.00043824405488836486
Position 6323: 0.0004377211072332162
Position 6233: 0.00036500891835166625
Position 4685: 0.00033898814274251364
Position 1294: 0.00033653342222277413
Position 3570: 0.00032057986938357667
Position 2315: 0.00031029793833257924
Position 5991: 0.00030110724967910264
Position 558: 0.0002884400427414331
Position 2494: 0.0002857285656218058
Position 3109: 0.0002825180307780788
Position 8199: 0.00027861495217548885
Position 7609: 0.00027765017858657316
Position 4988: 0.00024761417894774367
Position 3514: 0.00022609595982468552
Position 6883: 0.000217338218520911
Position 2342: 0.00021685095860966638
Position 3567: 0.00021373687227798757
Position 6893: 0.00020897824119036446
Position 4485: 0.00020706897506522128
Position 4968: 0.0002045987756276482
Position 2759: 0.00018183049392702603
Position 2274: 0.00017860032359007783
Position 986: 0.00017515922803348202
Position 3881: 0.00017154963811607195
Position 3425: 0.00016823678382978086
Position 5107: 0.00016722034052494132
Position 1497: 0.0001660112732353153
Position 1897: 0.00015771489782361983
Position 2146: 0.00015470449005843275
Position 4644: 0.0001534484960729504
Position 768: 0.00014778702102554865
Position 3073: 0.00013926885699139176
Position 2585: 0.00012822510599175206
Position 2639: 0.000126902269821791
Position 3583: 0.00011868042202988326
Position 3050: 0.00011853188629000126
Position 3725: 0.00011595965199938618
Position 2287: 0.00011315529486846813
Position 1241: 0.00010624456706202615
Position 491: 0.00010496097170893605
Position 6058: 0.00010312923343396322
Position 3980: 0.00010228047260601466
Position 4549: 9.867018227820164e-05
Position 4888: 9.828291687996861e-05
Position 1777: 9.740752570585862e-05
Position 3190: 9.613345287278637e-05
Position 1466: 9.473854702998162e-05
Position 2553: 9.305418224898177e-05
Position 1431: 8.821608074584465e-05
Position 778: 8.816472900091018e-05
Position 5346: 8.286084205141025e-05
Position 3703: 8.172062049684836e-05
Position 1181: 8.023582700482879e-05
Position 851: 8.00918619912091e-05
Position 2628: 7.826182270118531e-05
Position 3529: 7.03829868786238e-05
Position 2300: 6.699744332691742e-05
Position 1762: 6.678698646132637e-05
Position 2939: 6.573360193527547e-05
Position 1604: 6.47883994585024e-05
Position 3845: 6.017408404275797e-05
Position 495: 5.5674548330774865e-05
Position 883: 5.289765361631537e-05
Position 3627: 5.1285918961853805e-05
Position 2873: 4.8019310853659113e-05
