Gene = Pnkp
index = 828
Annotated 5SS: [ 396 1051 1591 2644 2787 3026 3273 3753 3901 4081 4256 4403 4600 5123
 5269]
Annotated 3SS: [1003 1293 2563 2728 2917 3200 3703 3829 3987 4158 4340 4489 5034 5206
 5339]
SMsplice 5SS: [ 396 1051 2787 3026 3901 4081 4403 4600 5123 5269]
SMsplice 3SS: [1003 2728 2917 3829 3987 4340 4489 5034 5206 5339]
top_k =  500
Partition function (log Z): 12.284441958287765

Sorted 5' Splice Sites (High to Low Probability):
Position 4403: 0.970565528219023
Position 3026: 0.9695115935704749
Position 4600: 0.9460358828600246
Position 4081: 0.9096233175368995
Position 5123: 0.9054695468810041
Position 3901: 0.8847645711799607
Position 396: 0.7659447366756652
Position 5269: 0.6270217463289729
Position 2787: 0.5856077807938972
Position 1051: 0.46918630756004154
Position 3753: 0.45322798070190917
Position 1591: 0.4373707046582098
Position 3273: 0.3890478788846808
Position 183: 0.3488313398575923
Position 144: 0.22589263549227848
Position 2831: 0.20181925864755876
Position 4256: 0.18130398018469368
Position 2644: 0.17872742065498118
Position 1238: 0.1042277160852082
Position 1099: 0.04529432313533649
Position 1206: 0.03961798926939473
Position 294: 0.03671005321779974
Position 4616: 0.02962334967609633
Position 1751: 0.029561067175746372
Position 1738: 0.026813953220781013
Position 1853: 0.02273673772818488
Position 3240: 0.02157967864713387
Position 2811: 0.019344250758718845
Position 4228: 0.018201034925044463
Position 1072: 0.01460702949556853
Position 1125: 0.014591837487864391
Position 5719: 0.014553300845210884
Position 2649: 0.013884270068078582
Position 4116: 0.010583287165156722
Position 2825: 0.009576515598157602
Position 5252: 0.007859884233457246
Position 2369: 0.006869327692859137
Position 2827: 0.006751280458297648
Position 94: 0.006480948145080753
Position 3634: 0.006463487548788018
Position 3409: 0.006067739875178302
Position 4240: 0.004159498686367034
Position 569: 0.004081848582281682
Position 3368: 0.003731035576443121
Position 5061: 0.0036490760882630737
Position 2819: 0.003120963040744454
Position 1198: 0.0029938697268612636
Position 2795: 0.0029831721614642062
Position 3352: 0.0029322756296918484
Position 2807: 0.0026579709028907977
Position 88: 0.0022709050695482297
Position 2791: 0.002264823073774249
Position 5439: 0.002175889805964868
Position 2815: 0.0021710842034540117
Position 2835: 0.0020063275057000713
Position 1745: 0.0019957090185464222
Position 5531: 0.0018874512442616726
Position 108: 0.001818975342111302
Position 345: 0.0016827837432429763
Position 3728: 0.0016344688219050764
Position 2817: 0.0015191880351431816
Position 1941: 0.0012984360109494428
Position 2837: 0.0012336042179710675
Position 2615: 0.0011468728827081452
Position 666: 0.001092739635668684
Position 365: 0.0009520924148957044
Position 214: 0.0008361242215494238
Position 1848: 0.0008249555768288002
Position 5306: 0.0008130296245057914
Position 4590: 0.000789350284795494
Position 610: 0.000785404169337808
Position 4394: 0.0007806403408184111
Position 4638: 0.0007156497228599912
Position 5257: 0.0007096758262637428
Position 176: 0.0007027765312672061
Position 2987: 0.0006299548398052917
Position 2506: 0.0005664127299227462
Position 1381: 0.0005095318194275422
Position 1178: 0.000494609973162384
Position 47: 0.0004876445479119135
Position 5277: 0.0004556125354630628
Position 544: 0.0004219570978433425
Position 3446: 0.0003894824971846604
Position 379: 0.0003493528400598416
Position 3007: 0.00032906779581729563
Position 3097: 0.00030239741576368795
Position 146: 0.00027378432962233757
Position 5211: 0.0002618691313745208
Position 599: 0.0002539079885042096
Position 2523: 0.0002239239675033759
Position 3376: 0.0001563076487876546
Position 699: 0.0001357138696452855
Position 424: 0.00013368439973161097
Position 5481: 0.00013056097251649032
Position 4231: 0.00013025552946432294
Position 4658: 0.00012133008997896772
Position 338: 0.00010096652707937279
Position 3928: 8.69682288157639e-05
Position 816: 8.020853422805756e-05
Position 4517: 6.130940172846895e-05
Position 1147: 5.047674104304711e-05
Position 4559: 4.5515238868986115e-05
Position 187: 3.927787693219278e-05
Position 882: 3.548683705027623e-05
Position 319: 2.070357473670149e-05
Position 91: 8.746499044305363e-06
Position 5035: 8.265578690661211e-06
Position 5088: 8.172265851481412e-06
Position 913: 6.666914373487192e-06
Position 5: 6.30618336657597e-06
Position 672: 5.122991188135662e-06
Position 4583: 4.6972636267632104e-06
Position 5297: 4.563851375316153e-06
Position 820: 4.483445009781335e-06
Position 827: 4.338184447819658e-06
Position 705: 4.274425134649695e-06
Position 274: 4.250719319254885e-06
Position 5242: 2.644211211526816e-06
Position 5206: 2.714809792815496e-07
Position 5311: 2.6099587488922136e-07
Position 5240: 2.2705582957160825e-07
Position 222: 2.135543290801056e-07
Position 4556: 3.303724748221234e-08
Position 247: 2.7773635766833744e-08
Position 4407: 3.8361832038919775e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 5034: 0.9545403260261488
Position 4489: 0.9523576945440959
Position 2917: 0.9399018770891548
Position 3987: 0.8902155873875777
Position 5339: 0.872247273647402
Position 2728: 0.8328007868200304
Position 3829: 0.8093018407892216
Position 4340: 0.7459510924195373
Position 5206: 0.655851200196883
Position 1003: 0.6294440757335344
Position 3703: 0.508738051030604
Position 3200: 0.3618041963349091
Position 1293: 0.3253126612752645
Position 235: 0.22209776519356939
Position 2563: 0.16491794516725589
Position 4195: 0.16260431617656643
Position 4158: 0.15300705613469104
Position 283: 0.1462765343922819
Position 4309: 0.08853397932140429
Position 1326: 0.05358061556597709
Position 2582: 0.04099876867176282
Position 253: 0.03406078563271149
Position 1700: 0.03210168087331206
Position 2888: 0.027729341813614927
Position 1619: 0.02404111373985518
Position 1153: 0.02321158733151589
Position 3135: 0.022663211784517242
Position 3573: 0.021105246136214333
Position 930: 0.01970470897588753
Position 4510: 0.018828523019543315
Position 5409: 0.017901771122581407
Position 1456: 0.017506964677812945
Position 5802: 0.01712785603058687
Position 5343: 0.014441908983414875
Position 1651: 0.013640603397176196
Position 3892: 0.013006958484656161
Position 1417: 0.012005602158604347
Position 5004: 0.011067832752384975
Position 3158: 0.010777559464112255
Position 1358: 0.010759688334537245
Position 3222: 0.010072444180575053
Position 4027: 0.01003326636987666
Position 5371: 0.009954733060464292
Position 4160: 0.009178989896692441
Position 1440: 0.007919728785460526
Position 3646: 0.007160338349879344
Position 1705: 0.007128796910714009
Position 3533: 0.006662608629055439
Position 4363: 0.005838539269723375
Position 332: 0.00516513622999598
Position 2742: 0.004918659663372861
Position 2206: 0.004625889245931463
Position 3494: 0.00426888570960066
Position 3165: 0.003969746090979074
Position 5346: 0.0038829094177806962
Position 5642: 0.003360205961767176
Position 3309: 0.0027126924333444624
Position 3266: 0.002640186430172218
Position 1564: 0.0025295101853424645
Position 1479: 0.0024151830185817694
Position 1068: 0.0023610697061258626
Position 1275: 0.0023594004956974672
Position 1536: 0.002168731176168276
Position 1424: 0.0020283110718203982
Position 4172: 0.0018910518054043994
Position 4531: 0.0016967278869059995
Position 2231: 0.0016558549128446098
Position 3471: 0.0014956888589258933
Position 5155: 0.001493011787764264
Position 2614: 0.0014655600475532615
Position 1117: 0.00135257750790688
Position 5804: 0.001316435101156719
Position 899: 0.0012451701307479245
Position 3835: 0.001234272249423028
Position 936: 0.0012164772180258705
Position 905: 0.0011055949426236609
Position 3138: 0.001008787817103859
Position 1018: 0.000997587596257539
Position 4041: 0.0009755793035600727
Position 2073: 0.0009478985006079763
Position 4029: 0.0009478310288230171
Position 1008: 0.0009456625898713902
Position 3150: 0.0009309054257113054
Position 768: 0.0009201195356679902
Position 4225: 0.0008059659761090112
Position 3731: 0.0007496629501323674
Position 1444: 0.0007438448142218792
Position 2446: 0.0006488111055185996
Position 1120: 0.0006219116893010717
Position 395: 0.0005920011909608722
Position 1178: 0.00046448364268956565
Position 1867: 0.00043774256108641477
Position 4197: 0.0004206496776364155
Position 1476: 0.000416008894913036
Position 1483: 0.0004123793438637692
Position 2634: 0.00040703060294063954
Position 1807: 0.0003860936634695073
Position 365: 0.00038060726621187853
Position 5172: 0.00034961337360786446
Position 520: 0.00030712941488852664
Position 493: 0.0002920586771473294
Position 2368: 0.00029183413536457397
Position 1584: 0.0002491816863074889
Position 285: 0.0002476302655875983
Position 4269: 0.00023086919537796438
Position 5060: 0.00022034331543806872
Position 4984: 0.00021911763774160414
Position 5054: 0.00019688892368465618
Position 555: 0.00018066950986114715
Position 528: 0.00015260561790181882
Position 2354: 0.00013818759553663786
Position 4442: 0.00012974008887820494
Position 5612: 0.0001233712642069065
Position 3449: 0.00011955511399304037
Position 1743: 0.00011421320017060169
Position 1662: 0.0001073773702588852
Position 5011: 0.00010499136167467187
Position 243: 0.00010337542899084532
Position 939: 0.00010300851296932
Position 4348: 9.692933794396423e-05
Position 4316: 9.544822730910022e-05
Position 4580: 9.127622274800782e-05
Position 5652: 8.657891552500852e-05
Position 1737: 8.211298285836993e-05
Position 4401: 7.900135450755544e-05
Position 470: 7.060329592245959e-05
Position 3025: 6.982747657196838e-05
Position 5215: 6.802020780736602e-05
Position 4964: 6.523641094203109e-05
Position 5099: 6.335607915690155e-05
Position 5718: 6.304971181239378e-05
Position 4069: 5.921781435735333e-05
Position 942: 5.679417285318914e-05
Position 770: 5.488757299547053e-05
Position 1050: 5.471303204171707e-05
Position 5262: 5.357742409813531e-05
Position 4546: 4.807026656212414e-05
Position 4542: 4.566745358764602e-05
Position 379: 3.550146785729279e-05
Position 3236: 3.425416242867149e-05
Position 1158: 3.347668089869169e-05
Position 5498: 3.156621751166057e-05
Position 5121: 3.0785973166383765e-05
Position 525: 2.8713432967025033e-05
Position 823: 2.590644383318364e-05
Position 422: 2.5735261436513524e-05
Position 5017: 2.4478769869258728e-05
Position 1036: 2.2135136797479934e-05
Position 688: 2.1923199744998157e-05
Position 630: 1.991759321035307e-05
Position 949: 1.9373226518758915e-05
Position 497: 1.5727844491966086e-05
Position 1028: 1.5130885700565159e-05
Position 1102: 1.399580545853808e-05
Position 4062: 1.3958233315794081e-05
Position 4844: 1.215276135698681e-05
