Gene = Gstcd
index = 523
Annotated 5SS: [   246   7250   9787  19926  29260  86266  86438  88162  93001  95660
 105441]
Annotated 3SS: [  6799   9318  19673  29165  86149  86392  88032  92866  95628 105370
 108605]
SMsplice 5SS: [   246   7250   8052  15194  15416  29260  34057  36336  38078  41484
  49920  76671  85766  86438  88162  93001 105441]
SMsplice 3SS: [  7128   7793  15098  15339  29165  33950  36058  37957  41313  49786
  76596  85715  86149  88032  92866 105370 108605]
top_k =  500
Partition function (log Z): -64.25137081470396

Sorted 5' Splice Sites (High to Low Probability):
Position 246: 0.9462674631509884
Position 8052: 0.7565237568095826
Position 7250: 0.7549624088179666
Position 7046: 0.26101434950281044
Position 4547: 0.23019745334589056
Position 12372: 0.20158911014437692
Position 15416: 0.20056815082870597
Position 2978: 0.18103382881024663
Position 6950: 0.09372587156896
Position 526: 0.08805970570079388
Position 6910: 0.0830439060135113
Position 3269: 0.06322126516156425
Position 6914: 0.046895381395154256
Position 2936: 0.037342407178589304
Position 1220: 0.03682106020434961
Position 500: 0.024279552809636937
Position 6608: 0.023839486903027167
Position 3595: 0.020925991896436784
Position 2958: 0.019865577571265267
Position 6626: 0.018714525314997545
Position 907: 0.01801244654733944
Position 8: 0.013346506288479209
Position 496: 0.012699790806168702
Position 6614: 0.01048051737336077
Position 5129: 0.010243606742532706
Position 3767: 0.01001926115653007
Position 3181: 0.008966890916269264
Position 1573: 0.008197788205691132
Position 1689: 0.006851282850969519
Position 2466: 0.006191085751672875
Position 3549: 0.0038256103834954113
Position 311: 0.0025887251633612673
Position 2591: 0.002443922302340669
Position 3551: 0.0022492456684201317
Position 6939: 0.002135439289075927
Position 6270: 0.0018933600885535215
Position 348: 0.0018483241778073794
Position 3101: 0.0018377245013881016
Position 5592: 0.0015044600324671483
Position 1843: 0.001491536963559923
Position 9515: 0.0014008635235875633
Position 3558: 0.001271548330194265
Position 3516: 0.000992063999146708
Position 2982: 0.0009730231258885432
Position 7885: 0.0007297659622232126
Position 339: 0.000693607733037136
Position 1029: 0.0004791331401345291
Position 11186: 0.00043342257128093286
Position 1266: 0.00042201333241111475
Position 2007: 0.00037549760299632814
Position 2699: 0.00031730389839882995
Position 8736: 0.00024217667798592912
Position 194: 0.00020682202911661876
Position 53: 0.00017633997832591146
Position 452: 0.00013140882049900938
Position 7825: 0.00010071257971828704
Position 407: 7.712187734303452e-05
Position 141: 5.592043913779577e-05
Position 1015: 4.953190106537013e-05
Position 662: 4.075050313048204e-05
Position 649: 3.571711320762712e-05
Position 2835: 2.5603187672635877e-05
Position 270: 2.4746768645180904e-05
Position 182: 1.3231295375244882e-05
Position 191: 1.127701836959169e-05
Position 29: 9.94580615379289e-06
Position 56: 5.019616054530372e-06
Position 152: 4.117885815988779e-06
Position 1321: 3.962416337349817e-06
Position 641: 2.2766333284906838e-06
Position 445: 2.27345126103525e-06
Position 411: 2.110255064629547e-06
Position 111: 1.8838481670546379e-06
Position 483: 1.7672047938545367e-06
Position 2884: 1.3721437660569616e-06
Position 533: 7.896580464062329e-07
Position 551: 3.5189813762342164e-07
Position 541: 2.8270260647857413e-07
Position 371: 1.7855523391549703e-07
Position 435: 1.2955686302864073e-07

Sorted 3' Splice Sites (High to Low Probability):
Position 19673: 0.8479654767153955
Position 7793: 0.7007788263885689
Position 6799: 0.6083393532228302
Position 7128: 0.5658226415675699
Position 2814: 0.21843643353598396
Position 15339: 0.20726114443562357
Position 4394: 0.2033818297962672
Position 12247: 0.12839167604826018
Position 12155: 0.07855679449219802
Position 397: 0.07280380426377231
Position 6527: 0.053066526608882704
Position 7903: 0.0528733771758073
Position 7133: 0.0528413711833421
Position 3006: 0.04070020310744108
Position 3475: 0.03915477406977755
Position 13833: 0.029574858191866383
Position 4450: 0.026946204493550625
Position 416: 0.025906343495386935
Position 3139: 0.024793290551546006
Position 7100: 0.023707638582012937
Position 14247: 0.01906981847179118
Position 9318: 0.018331608536188468
Position 2766: 0.016733564454391184
Position 1099: 0.015086633660209887
Position 1096: 0.014058332768308316
Position 11557: 0.013681056580378024
Position 8625: 0.012658524197533926
Position 7968: 0.012107400044598239
Position 14268: 0.011155168357961782
Position 1435: 0.006628949179043882
Position 4994: 0.006568644283858367
Position 92: 0.005906409763085398
Position 3104: 0.004696130064495179
Position 662: 0.0043856712060390485
Position 2326: 0.00437744213485791
Position 12549: 0.00436050578673787
Position 5029: 0.003684787534062252
Position 2355: 0.0032230443583841912
Position 2745: 0.0028837399531307026
Position 1553: 0.0027135593949004547
Position 1450: 0.002516868156957708
Position 2834: 0.0024715388149425944
Position 10905: 0.002438883932296719
Position 729: 0.0023652297627450862
Position 1501: 0.0019716321367658114
Position 6198: 0.0019138469852773273
Position 124: 0.0017824924711192123
Position 906: 0.0017155512961861575
Position 8174: 0.0016937049898677337
Position 11921: 0.0016212817209701647
Position 5486: 0.0015770702358796735
Position 2859: 0.0015030593155154703
Position 1140: 0.0011687195588011077
Position 8519: 0.0011154048915704197
Position 8574: 0.00103165670893822
Position 6968: 0.0009937347471048535
Position 2819: 0.0009436136550697859
Position 11028: 0.0008971620372510431
Position 9415: 0.0008692409190971502
Position 1709: 0.000839239496258006
Position 7470: 0.0007462730569706927
Position 1727: 0.0007217525757340765
Position 3656: 0.0006995332374242956
Position 1561: 0.000631360599025003
Position 8261: 0.0006295508375656829
Position 9925: 0.0005191795528962872
Position 10117: 0.0005119177878537518
Position 2611: 0.0004997706478345851
