Gene = Cwh43
index = 308
Annotated 5SS: [  330  2254  5898  7090  9059 10722 12127 15505 17920 22598 24473 25899
 28294 32422 35386]
Annotated 3SS: [ 2061  5776  6934  8856 10632 11868 15378 17839 22491 24336 25748 28148
 32359 35229 46942]
SMsplice 5SS: [  330  5898  7090 10722 15505 17920 22598 24473 25899 28294 32422 35386
 42682]
SMsplice 3SS: [ 5776  6934 10632 15378 17839 22532 24336 25748 28148 32359 35229 42553
 46942]
top_k =  500
Partition function (log Z): 6.951642645456677

Sorted 5' Splice Sites (High to Low Probability):
Position 15505: 0.9887449903614575
Position 35386: 0.9860561085550476
Position 10722: 0.9845608781790408
Position 25899: 0.9633787748433755
Position 28294: 0.9484843383352405
Position 24473: 0.9476843044172342
Position 7090: 0.8943989202232113
Position 32422: 0.8841317907218887
Position 330: 0.8561261443985904
Position 5898: 0.8467762827381751
Position 17920: 0.6107444342902056
Position 4016: 0.5233599216528272
Position 36358: 0.510839592425751
Position 14063: 0.4277507097662886
Position 12127: 0.42342470597548315
Position 2254: 0.4095521342101441
Position 22598: 0.40349789991661683
Position 9059: 0.3812985683752448
Position 42682: 0.35120799757965027
Position 7761: 0.33884506005114867
Position 13891: 0.30889786657185486
Position 29315: 0.2970817433356804
Position 8465: 0.2780222417830321
Position 30023: 0.17396072090168088
Position 33349: 0.15945534619867732
Position 24708: 0.15309821251229244
Position 1478: 0.1472555984357293
Position 37755: 0.11801593146861533
Position 10533: 0.11040113350053954
Position 16210: 0.11008541182372142
Position 26735: 0.10514158097967234
Position 14067: 0.10047405555501089
Position 1656: 0.09049563727333704
Position 27349: 0.08748599056818873
Position 38017: 0.08049286757074423
Position 641: 0.07412812669954313
Position 34232: 0.07107347035442974
Position 11705: 0.05425112219540005
Position 120: 0.05139472997072839
Position 18815: 0.04421474659615632
Position 20230: 0.04274953252873526
Position 38310: 0.042304475498834614
Position 14237: 0.041589360977775824
Position 13150: 0.04099089394936186
Position 27213: 0.038833301851152344
Position 3906: 0.03680145803176691
Position 29743: 0.03355599842011635
Position 24665: 0.032188528660423106
Position 20424: 0.032037799352634413
