Gene = C130079G13Rik
index = 194
Annotated 5SS: [ 293 1746 3843 6513 7535]
Annotated 3SS: [ 1537  3619  6442  7362 10912]
SMsplice 5SS: [ 293 3843]
SMsplice 3SS: [3619 7718]
top_k =  500
Partition function (log Z): -5.803764271894044

Sorted 5' Splice Sites (High to Low Probability):
Position 293: 0.9952245612105937
Position 3843: 0.9791289148326776
Position 7535: 0.5416478514640137
Position 6513: 0.3664259629127705
Position 7290: 0.2418774677764155
Position 2424: 0.15822529007736166
Position 7242: 0.14743741911950736
Position 2981: 0.12361797977242608
Position 1746: 0.0852710694769673
Position 3120: 0.08456398434148653
Position 1999: 0.0746331379719843
Position 3314: 0.0603282219102853
Position 3220: 0.05482413747589807
Position 1372: 0.04316096378238824
Position 6613: 0.038469661011834584
Position 6836: 0.02464351168473585
Position 3031: 0.016744911628578555
Position 6321: 0.016511364574971852
Position 6317: 0.016434565071978435
Position 6325: 0.013009593188569674
Position 3505: 0.010302060906284582
Position 3060: 0.00895930907487561
Position 2638: 0.007595252959860103
Position 10135: 0.006582477965382871
Position 75: 0.006483079756078102
Position 3027: 0.0056879339936246115
Position 1727: 0.005248116549574456
Position 4034: 0.004750608669123796
Position 1076: 0.00429155469101883
Position 856: 0.0034574593884172883
Position 7542: 0.0031026504027929047
Position 7506: 0.002554234440107081
Position 7881: 0.0020530024424293748
Position 2838: 0.002017122806872846
Position 5966: 0.0019195253372609284
Position 7224: 0.001844758786780911
Position 636: 0.0013741276699461764
Position 2343: 0.0012711326435914394
Position 1801: 0.0010673943703326018
Position 9: 0.0009335228566722085
Position 6671: 0.0009188473823501334
Position 629: 0.0008360322498163635
Position 3752: 0.0008162205560147938
Position 2454: 0.0007881965677522471
Position 6648: 0.0007833155665145159
Position 2323: 0.0007550197409273027
Position 5287: 0.0006968685462403801
Position 3040: 0.0006967727209539486
Position 903: 0.0006771126640606462
Position 4130: 0.0005924637542508179
Position 181: 0.0004493445948748583
Position 5044: 0.0004324234869877479
Position 5048: 0.00041007120670958535
Position 7853: 0.00035317753394004163
Position 1680: 0.0003357953709676201
Position 5930: 0.0003183417384589884
Position 5040: 0.000291801533005438
Position 4475: 0.0002869515765275303
Position 3722: 0.00027240980434794224
Position 5874: 0.00023611737750698362
Position 3816: 0.00020160996156994083
Position 4: 0.00016375107346601784
Position 251: 0.0001088376738466558
Position 3800: 9.361452284712734e-05
Position 1206: 7.297097186535871e-05
Position 742: 6.969386424991015e-05
Position 2022: 4.675287852043682e-05
Position 905: 4.589280637876883e-05
Position 599: 4.525720261635661e-05
Position 1471: 3.9912877280813634e-05
Position 14: 3.974209959588727e-05
Position 316: 3.845255077382837e-05
Position 1452: 3.6486603909235576e-05
Position 1415: 2.9026470052737246e-05
Position 1629: 2.3215146961423913e-05
Position 951: 2.2886505470062024e-05
Position 604: 1.966431291770732e-05
Position 147: 1.6501655828091337e-05
Position 1648: 1.3375030526654594e-05
Position 2025: 1.0845205142611405e-05
Position 1233: 8.949736204768382e-06
Position 849: 8.908854787457784e-06
Position 1060: 8.883670357507391e-06
Position 1675: 2.8334753932967686e-06
Position 79: 2.756123673130377e-06
Position 959: 2.495058891220474e-06
Position 1427: 2.105971620379407e-06
Position 68: 2.0624276059514306e-06
Position 802: 1.8312531581558558e-06
Position 795: 1.8154843822516826e-06
Position 1033: 1.8056204127615562e-06
Position 1376: 1.8041056388596505e-06
Position 873: 1.626094701471647e-06
Position 692: 1.5773678983129265e-06
Position 1351: 1.5334672663433817e-06
Position 1165: 1.3008828053801123e-06
Position 89: 1.2469766523266132e-06
Position 1267: 1.2050172348267579e-06
Position 913: 1.1749028322808214e-06
Position 5036: 9.636616418120908e-07
Position 107: 6.098853745888214e-07
