Gene = Cxcl17
index = 310
Annotated 5SS: [  185 10030 10738]
Annotated 3SS: [ 9948 10635 12441]
SMsplice 5SS: [  185 10030]
SMsplice 3SS: [ 9948 12441]
top_k =  500
Partition function (log Z): -8.317847589167139

Sorted 5' Splice Sites (High to Low Probability):
Position 185: 0.9930027836325847
Position 10030: 0.8901207210357897
Position 10738: 0.4285250149816103
Position 6593: 0.09763025924087448
Position 6326: 0.09035242933274416
Position 1633: 0.059665561964815116
Position 9073: 0.059038272611727165
Position 361: 0.05832320199922259
Position 827: 0.036636451017311354
Position 1032: 0.030078658016088954
Position 516: 0.029686743834524205
Position 1027: 0.026491655959252385
Position 10800: 0.02241987812643909
Position 12104: 0.017655836572582014
Position 12586: 0.005449156474178468
Position 10175: 0.004660698005390488
Position 10056: 0.004522063210935943
Position 11831: 0.004357671250840863
Position 10034: 0.002379680058887618
Position 802: 0.0008940769790658342
Position 10006: 0.000835820649903614
Position 337: 0.0006095540010058447
Position 454: 0.00047777495857622446
Position 1321: 0.00016699490999546045
Position 1023: 0.00015748169624999904
Position 411: 0.0001304462122222722
Position 524: 7.289154160066477e-05
Position 482: 6.676381565048864e-05
Position 1986: 1.3704713718419127e-05
Position 64: 1.0554851895881995e-05
Position 793: 7.068840658668584e-06
Position 163: 6.347218342630174e-06
Position 145: 5.868251277655963e-06
Position 4949: 4.061033621585601e-06
Position 156: 1.6677177934855267e-06
Position 352: 3.622156838401553e-07
Position 135: 3.601567546777871e-07
Position 1010: 2.9765676981740004e-07
Position 741: 2.499715153090402e-07
Position 245: 2.240798405898623e-07
Position 510: 1.490792427304099e-07
Position 249: 1.1787927135711126e-07
Position 438: 1.15486440495398e-07
Position 36: 5.2536459358326626e-08
Position 1444: 4.406095726734634e-08
Position 13: 3.5281199123302736e-08
Position 346: 1.8132836658639014e-08
Position 1494: 8.236751360690498e-09
Position 538: 7.1531352958992824e-09
Position 363: 2.5890038897369895e-09
Position 297: 2.18866125382564e-09
Position 300: 7.192602295261941e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 12441: 0.9177680643875148
Position 9948: 0.8876191097426221
Position 10635: 0.3557814916733587
Position 285: 0.09362244197693453
Position 10413: 0.08745195912517902
Position 6456: 0.0725415756110003
Position 9000: 0.059038272611727165
Position 6210: 0.05679465928032202
Position 1490: 0.0559250533900188
Position 12046: 0.033419315223586266
Position 909: 0.027817042140200664
Position 9910: 0.020542458332147732
Position 6419: 0.019039599206836736
Position 10619: 0.01829855367814955
Position 6110: 0.016518702820116873
Position 938: 0.01374093777786879
Position 10310: 0.011767382756500553
Position 906: 0.01013533346998412
Position 6113: 0.00886243914662762
Position 586: 0.0087867557650387
Position 633: 0.008621533971016976
Position 6016: 0.008344557778389815
Position 12695: 0.007741454170367085
Position 12094: 0.007661512248974201
Position 11766: 0.007507126619330358
Position 10340: 0.00492658497093431
Position 6437: 0.004730327240051928
Position 11719: 0.0030044480920993124
Position 11912: 0.0029458923146952125
Position 11072: 0.0025360349293910107
Position 950: 0.002446603782805676
Position 974: 0.0024210563414095044
Position 11587: 0.0021930049216189415
Position 337: 0.0021675247353465494
Position 11044: 0.0020830783231579946
Position 281: 0.001831731687574545
Position 1340: 0.0017852375914080047
Position 6349: 0.0017340443332648455
Position 1115: 0.0013900106470868942
Position 404: 0.0012984137351659483
Position 300: 0.001208970444119669
Position 10839: 0.001138546521517324
Position 604: 0.001114087337189828
Position 686: 0.0009866173731532361
Position 1320: 0.0008412849494871593
Position 717: 0.0005945331186584664
Position 503: 0.00047146260864334354
Position 1416: 0.0004418755677520474
Position 663: 0.000436367308763361
Position 711: 0.0003333733966303612
Position 4996: 0.00032099478290189583
Position 1370: 0.00031849490522833354
Position 640: 0.00030838641420335864
Position 1788: 0.0002792698366031941
Position 727: 0.00027229719502309556
Position 384: 0.00019607865911927864
Position 7329: 0.0001847031358565969
Position 4224: 0.00017486555598834278
Position 2055: 0.00016517090719904177
Position 964: 0.0001638109583042217
Position 4318: 0.0001543901199758126
Position 5220: 0.00015228810725183162
Position 791: 0.00014572073782235896
Position 2340: 0.00011325054561094161
Position 7027: 9.343494112652087e-05
Position 3944: 8.744066380831102e-05
Position 2099: 8.526281477307649e-05
Position 1921: 8.326934822965067e-05
Position 8329: 6.119243574085295e-05
Position 5805: 5.695967084471321e-05
Position 5700: 5.060527061637092e-05
Position 3107: 4.3463210924237725e-05
Position 5392: 4.082423611822271e-05
Position 2239: 3.328745117453789e-05
Position 5967: 3.3098092575187764e-05
Position 5312: 2.956922111735706e-05
Position 1667: 2.296391944897421e-05
Position 5264: 1.9987479889953053e-05
Position 5565: 1.959024860554241e-05
Position 826: 1.958138724376266e-05
Position 3526: 1.9031764471699595e-05
