Gene = Etfa
index = 388
Annotated 5SS: [  213 12226 16502 16682 23414 24844 25542 26974 29971 47450 50624]
Annotated 3SS: [12078 16419 16598 23313 24732 25439 26904 29887 47383 50542 57480]
SMsplice 5SS: [  213 12226 16502 16682 23414 24844 25542 26974 29971 47450 50624]
SMsplice 3SS: [12078 16419 16598 23313 24732 25439 26904 29887 47383 50542 57480]
top_k =  500
Partition function (log Z): -13.37042738816821

Sorted 5' Splice Sites (High to Low Probability):
Position 213: 0.9787336064609325
Position 29971: 0.9704980118963236
Position 16502: 0.9652447260891756
Position 25542: 0.9140670123412954
Position 24844: 0.8941269565151088
Position 23414: 0.8895114622579235
Position 12226: 0.782454638436142
Position 26974: 0.701344066470303
Position 16682: 0.6397153717784767
Position 14137: 0.44382980209544964
Position 16689: 0.35372978547925465
Position 7432: 0.3177911728812701
Position 21538: 0.3097285529376476
Position 12242: 0.21416796502510352
Position 11252: 0.13376285805852772
Position 10045: 0.13082391120571704
Position 27257: 0.11960123027045814
Position 4934: 0.11436405346105645
Position 26518: 0.11181066684256555
Position 8873: 0.08873197905149055
Position 24823: 0.08511325300009381
Position 11907: 0.07745448128634755
Position 597: 0.07481097017863714
Position 23115: 0.057786974721166055
Position 8568: 0.05644360074859265
Position 12462: 0.04479796838622574
Position 12646: 0.04274857772475024
Position 4144: 0.025877100920427415
Position 7501: 0.02371234751451676
Position 13901: 0.021756594314522183
Position 4939: 0.020848860564801078
Position 9347: 0.018045968715526484
Position 25333: 0.017367595914149606
Position 26815: 0.014112067162094816
Position 241: 0.013314700854849596
Position 35260: 0.01278029712049867
Position 27042: 0.012547539978293054
Position 13706: 0.00811902749497964
Position 20378: 0.00785754478136883
Position 24042: 0.007478418752048015
Position 26979: 0.00722134882839555
Position 24915: 0.006695084116465647
Position 19086: 0.006308742004746621
Position 25753: 0.006175372398252035
Position 28253: 0.005046280094365869
Position 32286: 0.004212478509301687
Position 18109: 0.003195205496656114
Position 30022: 0.0031383660191822704
Position 1298: 0.0027208638667626066
Position 18176: 0.0026548951901600344
Position 17945: 0.0022418158588134976
Position 31481: 0.0021852343981097534
Position 21260: 0.0021466674427846047
Position 32311: 0.00188997164879838
Position 29354: 0.001763664152088607
Position 24239: 0.0017282462370463837
Position 16507: 0.0015184328986923195
Position 2931: 0.0013111239987403215
Position 1981: 0.0012502309556431837
Position 33479: 0.0009886613925281884
Position 79: 0.0007450689015058256
Position 17449: 0.0007198982012993572
Position 20526: 0.0006832497241654027
Position 8285: 0.0006438184828603605
Position 282: 0.000561801228055786
Position 5579: 0.0005353124950121818
Position 30291: 0.0005290250445874336
Position 5651: 0.0004940488529487072
Position 2271: 0.0004783995689352354
Position 324: 0.00045715353237872733
Position 145: 0.00045242405893873236
Position 25662: 0.00043273525372450826
Position 24875: 0.0003624997106798961
Position 25532: 0.0003118195273930067
Position 2964: 0.0003040253509328914
Position 12185: 0.000294437597903253
Position 1593: 0.00023270782195567938
Position 2231: 0.00020855468054388975
Position 320: 0.0002082502874081597
Position 3914: 0.00019883716990637358
Position 382: 0.00017062893862151914
Position 3523: 0.00016647298438829576
Position 12986: 0.00013466349147667406
Position 1170: 0.00013453445204458764
Position 802: 0.00011526945014247013
Position 698: 0.00010924927614672902
Position 3731: 8.247058139415126e-05
Position 402: 5.518568545017005e-05
Position 3280: 4.512420377482727e-05
Position 3592: 3.938389671309725e-05
Position 631: 3.7893585742180126e-05
Position 1879: 3.192751095312254e-05
Position 3493: 3.139401755819858e-05
Position 446: 3.0123565602681992e-05
