Gene = Agl
index = 102
Annotated 5SS: [  139   899 14555 16149 17161 19641 19896 20937 21448 21637 23107 23714
 25647 26579 26924 27175 27441 28911 29112 29548 31638 35403 35780 36827
 39381 49476 49928 53294 54916 56182 57769 61550 61787]
Annotated 3SS: [  748 14343 15981 16956 19458 19783 20812 21344 21538 22966 23525 25522
 26414 26821 27018 27289 28785 28998 29412 31506 35265 35645 36650 39277
 49249 49815 53157 54802 55969 57670 61461 61652 63230]
SMsplice 5SS: [  139   899 16149 17161 19641 19896 20937 21637 23107 23714 25647 26579
 26924 27175 27441 28911 29112 31638 35403 35780 36827 39381 49476 49928
 53294 56120 57769 61324 61550 61787]
SMsplice 3SS: [  748 15981 16956 19581 19783 20812 21538 22966 23665 25522 26414 26821
 27018 27289 28785 28998 31506 35286 35645 36650 39277 49249 49815 53157
 55969 57670 61197 61461 61652 63230]
top_k =  500
Partition function (log Z): 45.54386328836951

Sorted 5' Splice Sites (High to Low Probability):
Position 899: 1.0000000000000109
Position 39381: 0.9964529131327803
Position 26924: 0.9949459522255418
Position 31638: 0.9935763934931947
Position 49928: 0.9863884469050325
Position 139: 0.9828437828818628
Position 27175: 0.9729355261302011
Position 28911: 0.959822060496818
Position 16149: 0.956124254159338
Position 17161: 0.9493380360879885
Position 29112: 0.9327766136693375
Position 35403: 0.9051075679103451
Position 19641: 0.8992248524921357
Position 36827: 0.885114314344972
Position 35780: 0.8633609473618135
Position 25647: 0.8512953784840974
Position 21637: 0.827330634922908
Position 61550: 0.8267350326617044
Position 61787: 0.820849569707409
Position 57769: 0.7973198219632526
Position 23714: 0.7866993648001877
Position 53294: 0.7776639384607692
Position 20937: 0.771296221877408
Position 19896: 0.7523590120722193
Position 27441: 0.699143504083877
Position 56120: 0.6402325142895462
Position 29548: 0.6143014626432023
Position 23107: 0.6096141432669571
Position 26579: 0.584833591602404
Position 49476: 0.5759138527439795
Position 61324: 0.5429953301761308
Position 34233: 0.45810010436890053
Position 54916: 0.4409690619748555
Position 46209: 0.43224519460124877
Position 14555: 0.38280281552175327
Position 21448: 0.3769780939851092
Position 57432: 0.37133039321836664
Position 23063: 0.3668831402612011
Position 56182: 0.35976748571044975
Position 30434: 0.3349377415784874
Position 20655: 0.3199254370339208
Position 45170: 0.3016607710472214
Position 35095: 0.2754636684896174
Position 26464: 0.27158941516010937
Position 9711: 0.2549213366654549
Position 42019: 0.24892328530520774
Position 57387: 0.24299843701188467
Position 51307: 0.23549281527906163
Position 39112: 0.20637892575284358
Position 25912: 0.18534994554954498
Position 26107: 0.16327505233095504
Position 61833: 0.15857910077252935
Position 23526: 0.15753386949362422
Position 25816: 0.15746751507326207
Position 63412: 0.15482513426593197
Position 18396: 0.14327627848965485
Position 31308: 0.14018958460984093
Position 50612: 0.1390129763127798
Position 29241: 0.1374294611212679
Position 37647: 0.12708863288396408
Position 619: 0.1181945353207653
Position 31357: 0.11051006368623083
Position 28672: 0.08959055840825073
Position 35361: 0.08890032248857102
Position 22128: 0.08639595193614005
Position 19468: 0.08569751322550348
Position 39200: 0.07834531979533652
Position 51341: 0.07712873791863427
Position 42931: 0.07560207414192359
Position 27368: 0.07305336496230039
Position 21070: 0.06727914857532422
Position 52854: 0.05961277924133171
Position 21729: 0.05870671326090965
Position 36857: 0.05688007620431
Position 50821: 0.055468121171764855
Position 20612: 0.05544339250408504
Position 63309: 0.05434274882219782
Position 49328: 0.05243835550927734
Position 22142: 0.04899799140717865
Position 49433: 0.04883743892639327
Position 36085: 0.04766250637225768
Position 63293: 0.04629613637523396
Position 50108: 0.043896052341888474
Position 20969: 0.035923389638413614
Position 36463: 0.03448691284299741
Position 20651: 0.028455087673136148
Position 21619: 0.026240865041028023
Position 41672: 0.024444602983468296
Position 16767: 0.02340768277414198
Position 21386: 0.02299489458872994
Position 26753: 0.02298126409134988
Position 36845: 0.021734104908381235
Position 50361: 0.02152164340105763
Position 63363: 0.02119535346502297
Position 18022: 0.019804355784111098
Position 31367: 0.01936342174466639
Position 17669: 0.016319441711071914
Position 34739: 0.014478457468609998
Position 37794: 0.01435063796407103
Position 22815: 0.014341498930636255
Position 19742: 0.013785834305349102
