Gene = Spc24
index = 1010
Annotated 5SS: [ 185 2619 3014 3187]
Annotated 3SS: [2473 2908 3109 4007]
SMsplice 5SS: [185]
SMsplice 3SS: [2473]
top_k =  500
Partition function (log Z): -7.365350355267631

Sorted 5' Splice Sites (High to Low Probability):
Position 185: 0.9669917434988293
Position 1036: 0.1761952346035917
Position 684: 0.11119577702193743
Position 2692: 0.09457647212453557
Position 2566: 0.03229081522423675
Position 52: 0.025021862887327818
Position 3014: 0.02201998933374696
Position 1856: 0.013705615128657743
Position 1658: 0.010854132753475043
Position 2032: 0.010572905669216206
Position 3110: 0.009748038184878063
Position 2528: 0.00849569871301008
Position 643: 0.007929275212295882
Position 2138: 0.006074751795553516
Position 1260: 0.006059268072504335
Position 2367: 0.005887702106547498
Position 195: 0.004475555304864447
Position 458: 0.004378925831748923
Position 905: 0.003548104972809392
Position 3357: 0.0033978291045526263
Position 921: 0.0025791684620483685
Position 2600: 0.0016857368315029756
Position 3187: 0.0016471003049380898
Position 2861: 0.001640858488611492
Position 2018: 0.0014238470276348772
Position 3073: 0.0012550501402775625
Position 238: 0.0012057276265373133
Position 986: 0.0010829503674789909
Position 3018: 0.0008161643584254677
Position 1669: 0.0006194115425095766
Position 1673: 0.0005906405321285172
Position 1203: 0.0005336227456834695
Position 645: 0.0004022039683309966
Position 1634: 0.0003990231499387053
Position 2638: 0.0003598563088985291
Position 2161: 0.00034448552690808775
Position 2711: 0.0003393411661997821
Position 481: 0.00032042624353584444
Position 994: 0.0002949432610848702
Position 503: 0.0001956452725885443
Position 1384: 8.966317244320667e-05
Position 466: 8.377032502933203e-05
Position 1289: 7.114217420053594e-05
Position 1438: 6.7930620249169e-05
Position 1349: 5.740816698390144e-05
Position 865: 5.14147688078528e-05
Position 946: 2.959628885756857e-05
Position 665: 2.7013063602789234e-05
Position 839: 2.6678628185683685e-05
Position 2028: 2.3371488939531302e-05
Position 341: 1.876345348925472e-05
Position 254: 1.7184738271240105e-05
Position 411: 1.2483149175927413e-05
Position 810: 1.1152761780054907e-05
Position 518: 6.5326988053336886e-06
Position 334: 4.872842967974737e-06
Position 362: 2.836750463585394e-06
Position 401: 9.94616794751531e-07
Position 46: 8.181359745739542e-07
Position 1061: 6.255100174589451e-07
Position 289: 3.209072539108272e-07
Position 22: 2.8794256713639223e-07
Position 484: 2.859854148228405e-07
Position 299: 2.7912511033124693e-07
Position 469: 2.2268023434992607e-07
Position 429: 1.8067805243935803e-07
Position 301: 7.691764523611149e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 2473: 0.5619265139934111
Position 884: 0.190373067776689
Position 551: 0.12434473851872718
Position 4007: 0.12244480730609553
Position 3109: 0.1207361797152435
Position 1786: 0.11734394980140052
Position 1152: 0.031136109530096077
Position 4025: 0.018935923553757728
Position 2912: 0.018048889218811957
Position 1962: 0.016967792863572105
Position 3012: 0.016219069246510644
Position 3669: 0.014289962706812754
Position 2903: 0.012892408791707558
Position 1538: 0.012589775875482651
Position 2922: 0.012468229940115687
Position 2078: 0.007790144478072775
Position 4050: 0.007553751394811743
Position 4337: 0.007164756109312149
Position 4237: 0.006923391024381735
Position 4756: 0.006519407576490699
Position 764: 0.0063942037774475345
Position 2338: 0.006071788121905726
Position 2812: 0.005555014371547871
Position 1903: 0.005551664970799692
Position 720: 0.005304505701000281
Position 1437: 0.005108809996337438
Position 344: 0.005062128430066171
Position 810: 0.004592806259978969
Position 1030: 0.004373234820432304
