Gene = Swt1
index = 1049
Annotated 5SS: [  159  4949  6422  8356 15665 17685 20880 23040 24661 25501 27376 31250
 33847 37020 39836 44139 49073 56148 57877]
Annotated 3SS: [ 4849  6334  8271 15608 16996 20819 22909 24558 25311 27281 31103 33682
 36880 39686 43950 48940 56080 57811 59866]
SMsplice 5SS: [  159  4949  5919  6422  8356 15665 17685 23040 24661 27376 31250 33847
 39836 44885 49073 57877]
SMsplice 3SS: [ 4849  5783  6334  8271 15608 17586 22909 24558 27281 31103 33682 39686
 44774 48940 57811 59866]
top_k =  500
Partition function (log Z): -27.233951890944542

Sorted 5' Splice Sites (High to Low Probability):
Position 159: 0.9945980293025689
Position 8356: 0.9903749287652686
Position 4949: 0.9244787335902671
Position 6422: 0.8064338313350153
Position 15665: 0.7978592078812762
Position 17685: 0.560764491861071
Position 18464: 0.34145687750060816
Position 5966: 0.3176174461157017
Position 5919: 0.3126565035592731
Position 4746: 0.29325573544540584
Position 5952: 0.1953408590427243
Position 2088: 0.1822465727796878
Position 10423: 0.1730370203451543
Position 2698: 0.11119543264409079
Position 11213: 0.10401472727689516
Position 11540: 0.049648407129127894
Position 1112: 0.04293809892735698
Position 20374: 0.03637834884934789
Position 6077: 0.03574029500589378
Position 6933: 0.03474747314558988
Position 904: 0.03310834337503206
Position 9305: 0.028139716203464404
Position 6183: 0.028090290208581347
Position 5980: 0.027843667137615668
Position 17158: 0.02575465024441834
Position 13971: 0.016683479587530158
Position 5976: 0.016271932547924004
Position 8648: 0.013437648643416823
Position 1080: 0.011471352742293606
Position 5659: 0.011401750387781644
Position 18455: 0.011385908337425064
Position 5941: 0.008521357947774654
Position 1206: 0.007655770990393918
Position 4880: 0.006465116645272601
Position 299: 0.004515190803981523
Position 870: 0.003666718645255009
Position 6578: 0.0034028233823918995
Position 1008: 0.002935276074849647
Position 984: 0.0017343527294740343
Position 1242: 0.0016540956320238785
Position 817: 0.0016471982990146927
Position 5923: 0.001420674087868934
Position 3078: 0.001402738057007679
Position 4772: 0.0012874652260068847
Position 6270: 0.0009964297483504097
Position 6219: 0.0008706170313778378
Position 6255: 0.0007075444416188041
Position 352: 0.00021693578212324645
Position 169: 0.00015039317482692306
Position 265: 0.00014928377334504038
Position 436: 0.00013930157819852488
Position 9111: 0.00013793947772291852
Position 862: 7.81530067998791e-05
Position 382: 4.643087647354468e-05
Position 110: 3.007126353874648e-05
Position 292: 2.889142196250974e-05
Position 316: 1.5516403569384106e-05
Position 163: 1.2330156624334645e-05
Position 545: 1.1646684612045905e-05
Position 521: 1.0364323278751228e-05
Position 42: 8.610243609625965e-06
Position 723: 7.350394195506618e-06
Position 48: 7.213495468529559e-06
Position 239: 6.503263721247854e-06
Position 235: 5.804078314078693e-06
Position 328: 5.516767044609623e-06
Position 682: 4.4320690115193276e-06
Position 128: 2.4141055998813445e-06
Position 908: 1.5775868296419992e-06
Position 834: 1.3019823162664757e-06
Position 619: 6.687992520387578e-07
Position 68: 6.181207680821665e-07
Position 101: 5.276300987307616e-07
Position 843: 5.125728904840463e-07
Position 318: 4.4684477837762234e-07
Position 553: 3.6020322505098933e-07
Position 914: 3.5071925575939384e-07
Position 376: 3.2466279788010734e-07
Position 225: 2.9798401906764754e-07
Position 732: 2.1500047899178738e-07
Position 550: 2.0553513993582203e-07
Position 320: 1.665619262214512e-07
Position 99: 1.3531583152649994e-07
Position 70: 1.1438186286799635e-07
Position 182: 9.577557489642378e-08
Position 374: 8.331551021373986e-08
Position 422: 8.240411084537026e-08
Position 441: 5.0622360775085946e-08
Position 24: 4.3463560526034674e-08
Position 311: 4.04560981584773e-08
Position 395: 2.2785434618085604e-08
Position 134: 2.0688212469010978e-08
Position 547: 9.507772457449285e-13

Sorted 3' Splice Sites (High to Low Probability):
Position 15608: 0.8584715338924455
Position 4849: 0.8472841020556857
Position 6334: 0.6903080111876492
Position 8271: 0.5775124521877705
Position 17586: 0.5406555723272124
Position 20819: 0.5402604512499964
Position 5783: 0.44065039717441046
Position 5815: 0.4089904981675453
Position 18331: 0.39673762946649194
Position 4655: 0.28845555408203877
Position 8127: 0.28798100566197754
Position 22909: 0.15157028815267598
Position 6161: 0.13372162857754583
Position 11089: 0.10958921627703468
Position 8173: 0.10704431617915498
Position 10291: 0.1010204727153397
Position 2578: 0.06394112952240029
Position 1985: 0.05797695264920999
Position 16996: 0.05729942141044959
Position 20274: 0.05413264091275451
Position 5846: 0.05137669209121931
Position 17840: 0.04586221617665459
Position 10299: 0.044047735925899056
Position 1999: 0.04393234920758607
Position 11341: 0.039564270509774714
Position 20110: 0.03588436859272767
Position 4867: 0.03512276849781602
Position 968: 0.031295497040963016
Position 17270: 0.030973446724805266
Position 1001: 0.029795932032461444
Position 2549: 0.02681163884388155
Position 1917: 0.025931582395778183
Position 6801: 0.024264220418517304
Position 10186: 0.02149961441425927
Position 816: 0.019119411111510148
Position 1868: 0.01782239039352219
Position 4770: 0.017754966682857327
Position 19247: 0.017349082578820486
Position 2030: 0.016545015752753273
Position 602: 0.01265351518572067
Position 8432: 0.012206934893595365
Position 8026: 0.011828279556719995
Position 4618: 0.010524123566478758
Position 9168: 0.010487487078728958
Position 9141: 0.010179750197528141
Position 2528: 0.010140638071459814
Position 640: 0.010077208585671219
Position 1825: 0.009383354526523677
Position 4651: 0.009299751062693129
Position 11359: 0.008906239989858452
Position 13835: 0.008471191801002979
Position 13875: 0.008212287786527118
Position 4728: 0.00785752512846419
Position 6343: 0.007406900619691808
Position 11411: 0.007304633544911493
Position 6844: 0.006891073689827132
Position 9165: 0.006827461905167943
