Gene = Tollip
index = 1131
Annotated 5SS: [  212  9748 10504 11786 12981]
Annotated 3SS: [ 9597 10320 11632 12889 17905]
SMsplice 5SS: [  212  4924  9748 10504 11786 12147 12981]
SMsplice 3SS: [ 4826  9597 10320 11632 12059 12889 17905]
top_k =  500
Partition function (log Z): 5.571806149062144

Sorted 5' Splice Sites (High to Low Probability):
Position 212: 0.9999516870453393
Position 12981: 0.9551682673564754
Position 9748: 0.9313028196956127
Position 10504: 0.9215553622394399
Position 11786: 0.8889155442786669
Position 4924: 0.6938541526579476
Position 12147: 0.562507573269564
Position 3793: 0.47264418188752794
Position 7384: 0.4405773875596639
Position 5791: 0.4074459294491053
Position 10122: 0.40012273708757734
Position 8039: 0.27700566427869944
Position 8018: 0.2589038706441715
Position 17027: 0.2019217671999918
Position 13990: 0.1706036809179771
Position 11523: 0.16962947358256314
Position 17000: 0.1468679522316657
Position 13715: 0.1204398540595362
Position 10239: 0.10155836101977024
Position 17051: 0.1010659397149683
Position 15238: 0.08416798744108382
Position 7939: 0.07168736253438777
Position 11719: 0.07029951707461393
Position 11545: 0.0579056927597795
Position 8420: 0.05775500794639073
Position 10469: 0.04640127403982095
Position 15966: 0.041883624106199335
Position 17687: 0.034110914241308875
Position 12999: 0.0320224043484062
Position 18037: 0.029357902904996375
Position 16995: 0.0273960473007742
Position 10198: 0.026631468897049555
Position 9718: 0.023101744748776094
Position 12181: 0.021528956861085486
Position 14219: 0.016966005161036864
Position 9742: 0.016730329377899745
Position 9713: 0.016378147193206783
Position 704: 0.015304101460930029
Position 672: 0.014333664442018411
Position 798: 0.013617104952938764
Position 4786: 0.013379114816494083
Position 2898: 0.013360997781123898
Position 10181: 0.013330429447474623
Position 12060: 0.012719239478692804
Position 11065: 0.009994091917101584
Position 9982: 0.008377925200567281
Position 7076: 0.007898497114073802
Position 13184: 0.007614264253594855
Position 8237: 0.006899852871474677
Position 13706: 0.006661087375554719
Position 3325: 0.006345526385039193
Position 12429: 0.00626645386063971
Position 2612: 0.006182804273619785
Position 7406: 0.005626775661281654
Position 7689: 0.005167110662488603
Position 12629: 0.005094367661011984
Position 1659: 0.0050567246530251264
Position 4905: 0.004991791501517767
Position 15857: 0.004831515099117042
Position 10091: 0.004389423798592512
Position 17071: 0.004344232734399741
Position 11142: 0.004180450764969759
Position 3443: 0.0041507683663230335
Position 10112: 0.004003959217370949
Position 5585: 0.0033647202992698353
Position 12720: 0.0033300521304726674
Position 873: 0.002712761128944304
Position 4045: 0.0026990453181607375
Position 2656: 0.002636467900171321
Position 10800: 0.0024165106157052886
Position 11705: 0.002087070083139811
Position 11822: 0.0020770043812073018
Position 11427: 0.002071624688323922
Position 2049: 0.0015977634480774505
Position 1735: 0.0015083378602103261
Position 1899: 0.001318749173186127
Position 3349: 0.00129337325424311
Position 3833: 0.0012556700746761732
Position 11421: 0.0012468208447627823
Position 10816: 0.0011271546843794873
Position 7221: 0.001109930156023289
Position 1280: 0.000976800108892617
Position 3066: 0.0009681451824570783
Position 2993: 0.0009085027711260248
Position 13019: 0.0008821047928978076
Position 3489: 0.0008141889325659946
Position 5518: 0.0007380706071432402
Position 11292: 0.0006253940493328012
Position 11440: 0.0006210868397648174
Position 13179: 0.0005587008799212908
Position 11716: 0.0005015896422567651
Position 3844: 0.00039089900286493545
Position 11202: 0.00037803673149463103
Position 11183: 0.0003061967983937116
Position 3115: 0.0002688680059360212
Position 777: 0.0002672810780478373
Position 2322: 0.00026206116423915066
Position 3329: 0.00025777210055947386
Position 1637: 0.00023084764474177042
Position 13070: 0.00021476584309650576
Position 3030: 0.0002024193896090332
Position 2010: 0.00020119725417247798
Position 1233: 0.00019439963857451138
Position 13323: 0.00019357804301603818
Position 4039: 0.00018935493752863256
Position 2973: 0.00018904292091884476
Position 12985: 6.122540483862257e-05
Position 14574: 4.3969152348093815e-05
Position 17126: 4.2865766262866286e-05
Position 334: 1.742603301755032e-05
Position 257: 8.941946153831093e-06
Position 10444: 6.876434334623756e-06
Position 92: 5.621005842332393e-06
Position 138: 4.212981012577574e-06
Position 191: 2.772546415091871e-06
Position 111: 1.9756953040086934e-06
Position 216: 1.483571881494694e-06
Position 377: 1.0453580866480592e-06
Position 321: 7.651100475980262e-07
Position 32: 6.512826318171079e-07
Position 478: 4.4613412764273636e-07
Position 304: 3.7194699739521303e-07
Position 293: 3.129047602759814e-07
Position 496: 2.924392646186836e-07
Position 468: 2.8002890179673696e-07
Position 400: 2.482042647158863e-07
Position 465: 1.7829743089634863e-07
Position 144: 1.6014035869336985e-07
Position 4440: 1.0604447079716889e-07
Position 245: 4.282504197310825e-08
Position 270: 3.375399877967158e-08
