Gene = Zw10
index = 1209
Annotated 5SS: [  175  2165  5059  5333  5602  6733  8589 11230 13230 14200 16041 17760
 18537 19424 22042]
Annotated 3SS: [ 2029  4956  5254  5441  6579  8396 11065 13046 13960 15968 17589 18405
 19291 21838 22585]
SMsplice 5SS: [  175  2165  5379  6733 11230 13230 14370 16041 18537 19424]
SMsplice 3SS: [ 2029  5254  6579 11065 13046 14237 15968 18405 19291 22585]
top_k =  500
Partition function (log Z): 19.165008999356132

Sorted 5' Splice Sites (High to Low Probability):
Position 19424: 0.9990682627037911
Position 18537: 0.9864374003574087
Position 175: 0.9756329605929062
Position 2165: 0.9586217730848293
Position 6733: 0.9359872918658968
Position 16041: 0.9185969297530524
Position 5379: 0.7395337330078566
Position 13230: 0.7039358888766578
Position 11230: 0.6760507706623624
Position 22042: 0.47019373197897285
Position 8589: 0.4569017127111555
Position 14370: 0.4238151612254668
Position 5059: 0.41853383872518396
Position 14200: 0.38245118313018367
Position 5602: 0.32931267409077136
Position 3443: 0.3165320331725267
Position 20114: 0.24557531873133642
Position 5333: 0.24465301303649825
Position 17760: 0.23972555370030305
Position 3598: 0.23764532861311075
Position 4771: 0.16233625071782468
Position 9161: 0.13791340056435297
Position 8003: 0.1321671383363868
Position 5095: 0.12731350899666094
Position 3243: 0.12579671296286346
Position 12868: 0.11832490544829295
Position 18321: 0.09985228163090593
Position 923: 0.0914067316197375
Position 3456: 0.07938710263067773
Position 1934: 0.050467098420200356
Position 5618: 0.04785110449303087
Position 11132: 0.04782671750637611
Position 5092: 0.04452972781803378
Position 9124: 0.0336301323241561
Position 2188: 0.033619690313865414
Position 22046: 0.0312597403929971
Position 22520: 0.029677821517955567
Position 18739: 0.027752260232541612
Position 18710: 0.026224845029934465
Position 21245: 0.02618962762492993
Position 9714: 0.025808664266117397
Position 8978: 0.025529071847927014
Position 11284: 0.0252683659413745
Position 14187: 0.021243743265054217
Position 21241: 0.018579403553371614
Position 19960: 0.01528731965741378
Position 12884: 0.014867916876547654
Position 20315: 0.014817192657784632
Position 22904: 0.01314101666184467
Position 216: 0.011966413695532526
Position 15816: 0.01161426682911945
Position 7019: 0.011036522586955073
Position 2310: 0.010904846274407042
Position 4597: 0.009090089719873755
Position 18528: 0.0088194161137832
Position 409: 0.008359803903072874
Position 5923: 0.008201341395493209
Position 4692: 0.007889920733730345
Position 960: 0.007164175601460781
Position 2064: 0.007112272413782003
Position 3988: 0.007047789918402653
Position 19812: 0.007041370983979419
Position 2574: 0.006691262529307024
Position 22799: 0.006554003759182785
Position 3992: 0.006333302557140733
Position 16777: 0.006331374160896313
Position 17805: 0.005997597724334962
Position 7776: 0.005875251405068062
Position 55: 0.005821459719564564
Position 20202: 0.005591148332889532
Position 22331: 0.005500380732762735
Position 16089: 0.005318974483579314
Position 6136: 0.004990665764537771
Position 20056: 0.00491485370035153
Position 19863: 0.004827966096276322
Position 734: 0.003950159700797234
Position 8042: 0.003518901214456368
Position 19176: 0.0033900436569157246
Position 21959: 0.003279129623980549
Position 1689: 0.003170005713682422
Position 22940: 0.0030067579372672023
Position 1930: 0.002996054608652891
Position 1711: 0.0028235704448824114
Position 22345: 0.0027703650086887215
Position 13176: 0.0021951342355216
Position 21740: 0.0019950253222886026
Position 3640: 0.001729398952615534
Position 6348: 0.0017012239437616317
Position 1754: 0.0016527980164714514
Position 3286: 0.0016349111982482535
Position 8879: 0.0013964873246512315
Position 2452: 0.0013779582656255947
Position 7531: 0.0013652378540276898
Position 17829: 0.0013470053774815804
Position 4207: 0.0012988469482910815
Position 7282: 0.001262668780371027
Position 614: 0.0011783906106209384
Position 2284: 0.0011725312849621896
Position 364: 0.0009387090799838467
Position 908: 0.0008813797171559913
Position 1867: 0.0008791368913680168
Position 2315: 0.0008740264321958935
Position 980: 0.0008699950950479497
Position 1165: 0.000820572676783664
Position 1492: 0.000815244141992887
Position 495: 0.0007782085907693651
Position 160: 0.0007628899474219012
Position 18561: 0.0007268703885937883
Position 4542: 0.000621358506610745
Position 1488: 0.0005949301809455787
Position 681: 0.0005755665541380873
Position 1780: 0.0005447484249984467
Position 11410: 0.000526309939049849
Position 1670: 0.00048350512054842493
Position 306: 0.00047163286965049163
Position 2111: 0.00044975922650550835
Position 1947: 0.0003988826330844127
Position 2709: 0.0003902246738090779
Position 283: 0.0003798619029786234
Position 1534: 0.00035975707881806735
Position 2758: 0.0003206410646971126
Position 2765: 0.0003203077152747278
Position 19950: 0.00031161539628555803
Position 7364: 0.00027104457098351407
Position 8007: 0.0002683951757065247
Position 7077: 0.0002571977087141412
Position 1018: 0.00025438913784500255
Position 20475: 0.0002464176377999125
Position 7675: 0.0002424580974522826
Position 22858: 0.0002356388384155161
Position 1841: 0.0002024751127240902
Position 429: 0.00017653163467110336
Position 1734: 0.00016034282206537376
Position 1832: 0.00015628820940255636
Position 19884: 0.0001464458349421719
Position 1003: 0.00014598445005788803
Position 3066: 0.00012877943857514875
Position 336: 0.00012553371736176853
Position 1746: 0.0001241743349612772
Position 966: 0.00012191960474034342
Position 18714: 9.757144537331298e-05
Position 2181: 9.566467867175558e-05
Position 1510: 9.466978984363101e-05
Position 1349: 8.233181201122671e-05
Position 51: 7.628485739512457e-05
Position 1836: 6.85979848428334e-05
Position 1427: 6.083713625123423e-05
Position 2517: 5.544039493348644e-05
Position 3070: 3.577166137894001e-05
Position 1307: 3.4975653153500215e-05
Position 1601: 3.0128686947102233e-05
Position 1517: 2.7857036380835764e-05
Position 1295: 2.538116880539357e-05
Position 19980: 2.3793961877953386e-05
Position 91: 1.8047220456336395e-05
Position 2724: 1.3309429871932276e-05
Position 2640: 1.190350421727439e-05
Position 6737: 1.1762335782628335e-05
Position 2294: 1.0556799779563803e-05
Position 19711: 7.735197774070266e-06
Position 2721: 4.718375563398018e-06
Position 512: 4.1483349685895616e-06
Position 2088: 4.0336937501506215e-06
Position 711: 3.719811218743294e-06
Position 2706: 3.6427348177965174e-06
Position 2198: 3.114979478745696e-06
Position 565: 2.8753855291953617e-06
Position 2036: 2.512987059299685e-06
Position 20209: 2.4677873328463046e-06
Position 45: 2.343092528864693e-06
Position 19453: 2.26736643032304e-06
Position 2532: 2.2400004556649846e-06
Position 460: 2.1572942325466504e-06
Position 656: 1.8792811565677617e-06
Position 688: 1.6455917877522615e-06
Position 7259: 1.4265342742102343e-06
Position 2324: 1.0572821086118512e-06
Position 32: 9.00707114292642e-07
Position 353: 7.890084532499743e-07
Position 2569: 7.25801388986579e-07
Position 82: 6.722502941373217e-07
Position 247: 5.57683513551224e-07
Position 546: 3.251087726783637e-07
Position 333: 3.2012921628037856e-07
Position 2178: 2.029081173795197e-07
Position 6725: 1.9958545160348272e-07
Position 723: 1.6605519280222593e-07
Position 662: 1.3610488289172466e-07
Position 2059: 1.1369653671659591e-07
Position 64: 6.720056688662212e-08
Position 49: 5.897810543861481e-08
Position 2280: 4.5034948268777156e-08
Position 19743: 2.4835148341289008e-08
Position 249: 1.2695720847241438e-08
Position 232: 6.612348922331895e-09
Position 260: 1.6545165555327275e-09
Position 328: 5.820653978919731e-10
Position 343: 2.1144753030115608e-10
Position 2396: 3.3369499262239756e-11
Position 2514: 3.112377681632215e-11
Position 2529: 3.1055482392638497e-11
Position 322: 7.290334917721318e-14

Sorted 3' Splice Sites (High to Low Probability):
Position 2029: 0.9950082645619227
Position 19291: 0.9872917763468451
Position 22585: 0.9528857913843035
Position 18405: 0.9225657084666415
Position 15968: 0.9195229200080718
Position 6579: 0.8814377781868118
Position 5254: 0.8394914337231707
Position 11065: 0.7295700004985733
Position 13046: 0.7061310231121797
Position 4956: 0.5948620405076734
Position 13960: 0.4593207512841935
Position 8396: 0.44092024817610787
Position 21838: 0.34858827737359965
Position 3327: 0.3376981862284936
Position 14237: 0.3356842752625097
Position 20055: 0.24175797017306058
Position 5441: 0.23334265862578765
Position 9027: 0.15881735409616354
Position 17589: 0.1483547495472063
Position 21887: 0.1406305303969054
Position 3386: 0.14049730826278978
Position 5273: 0.12337864249702027
Position 4657: 0.12300648098422191
