Gene = H2afz
index = 531
Annotated 5SS: [ 210  724 1147 1654]
Annotated 3SS: [ 645 1032 1523 1898]
SMsplice 5SS: [ 724 1147 1654]
SMsplice 3SS: [1070 1523 1898]
top_k =  500
Partition function (log Z): 0.07801814522372141

Sorted 5' Splice Sites (High to Low Probability):
Position 1654: 0.9729086337388545
Position 1147: 0.909135199665118
Position 724: 0.4967459530525648
Position 210: 0.4734632097164347
Position 200: 0.10768939921065032
Position 1474: 0.029007766795040968
Position 653: 0.01693376244943422
Position 117: 0.007535082681182949
Position 748: 0.006774804306187784
Position 1563: 0.0063953264881272225
Position 1157: 0.006304604474573311
Position 215: 0.005298350956895312
Position 1524: 0.0034332221267973427
Position 1648: 0.0015642687741887528
Position 728: 0.0014478429612362963
Position 2022: 0.0010392462188451258
Position 348: 0.0010292748538872952
Position 1412: 0.0009788583077754455
Position 154: 0.0007864761682742872
Position 896: 0.0005811839412281858
Position 387: 0.0005450375449117053
Position 168: 0.00043795351282830975
Position 271: 0.0004246561059708011
Position 1739: 0.0003409339617073472
Position 183: 0.0003378249943400438
Position 26: 0.00032016953421505086
Position 1435: 0.0002985707895472466
Position 1651: 0.0002873076931061018
Position 222: 0.0002677633490077705
Position 314: 0.0002443421047269738
Position 2038: 0.00024104246578693828
Position 1165: 0.00020688977206451034
Position 1732: 0.00020497328520548383
Position 130: 0.00019166905141536846
Position 917: 0.00017738546493518056
Position 1131: 0.00016235920823516348
Position 592: 0.00016170125409098094
Position 1314: 0.00012934318634058017
Position 70: 0.00011686935475536106
Position 459: 0.0001160466105361653
Position 327: 0.00011526542922965489
Position 1752: 0.00011052673741916125
Position 2018: 0.000103645977772512
Position 1341: 0.0001021155698409679
Position 855: 9.823609587799975e-05
Position 1354: 8.886126031550093e-05
Position 2190: 8.062974803175003e-05
Position 2193: 6.660365633143285e-05
Position 921: 6.531783736309894e-05
Position 1218: 6.205957661040093e-05
Position 2071: 5.592053208187717e-05
Position 1363: 5.4377014131315595e-05
Position 306: 5.4331946816421366e-05
Position 1800: 5.123763310207816e-05
Position 1658: 5.120906082608821e-05
Position 867: 4.552753348018385e-05
Position 1570: 4.114808702608799e-05
Position 1199: 4.08856897087565e-05
Position 694: 3.494373509468936e-05
Position 1366: 3.204983200141142e-05
Position 568: 3.1512587578832865e-05
Position 1453: 2.3860331915879647e-05
Position 1110: 2.262226692092885e-05
Position 1286: 2.0786614732999778e-05
Position 105: 1.9082199979956675e-05
Position 1003: 1.873596453017092e-05
Position 2089: 1.7986357788173377e-05
Position 1811: 1.763834686384415e-05
Position 1713: 1.6416149187041894e-05
Position 983: 1.31375294554642e-05
Position 44: 1.1947406110970369e-05
Position 2011: 1.0291011879193674e-05
Position 1316: 9.693705628208154e-06
Position 1955: 9.278777993327913e-06
Position 830: 7.11947658143833e-06
Position 823: 6.853324263383189e-06
Position 1007: 6.6518008520675785e-06
Position 1603: 6.464369086472094e-06
Position 900: 4.990229142047485e-06
Position 764: 4.870038713350839e-06
Position 743: 4.808108788428496e-06
Position 2322: 4.663982787521473e-06
Position 999: 4.490252199721697e-06
Position 783: 3.958176328813073e-06
Position 1835: 2.255589013821887e-06
Position 2046: 1.9631618868218495e-06
Position 2197: 1.7802180145876507e-06
Position 350: 8.014144129693962e-07
Position 504: 3.041954441058064e-07
Position 1871: 1.3346056021377214e-09
Position 828: 6.989063014192929e-10
Position 565: 2.1686370077026938e-10
Position 2136: 1.8078664767621517e-10
Position 884: 4.384767530941236e-13
Position 934: 3.951741346103546e-13

Sorted 3' Splice Sites (High to Low Probability):
Position 1898: 0.98616964454783
Position 1070: 0.7913499773957514
Position 1523: 0.7330856123072675
Position 1592: 0.2413904548758558
Position 1032: 0.09091591511459625
Position 556: 0.07726847585163488
