Gene = Cox5a
index = 292
Annotated 5SS: [  137  7794  9084 10514]
Annotated 3SS: [ 7676  8961 10389 11002]
SMsplice 5SS: [  137  7794  9084 10514]
SMsplice 3SS: [ 7676  8961 10389 11002]
top_k =  500
Partition function (log Z): 0.35450293217290296

Sorted 5' Splice Sites (High to Low Probability):
Position 7794: 0.9984928129553298
Position 137: 0.9431886241869405
Position 9084: 0.8976938275789467
Position 10514: 0.8303301372058397
Position 8879: 0.5888455204559274
Position 3301: 0.3698913108222219
Position 497: 0.21158165729329653
Position 8696: 0.20376404842335685
Position 8221: 0.1912570828155926
Position 10923: 0.11185926371236866
Position 8499: 0.0994057930748376
Position 4531: 0.07155128853833119
Position 360: 0.05779657004049645
Position 5517: 0.04601003371795991
Position 8273: 0.02312547242975262
Position 8278: 0.022102090298685494
Position 142: 0.021809426411763637
Position 635: 0.01859874272125541
Position 2888: 0.014909326101312672
Position 5697: 0.014133991005424064
Position 10314: 0.011356234050211652
Position 6829: 0.011222632968522103
Position 4570: 0.01088616158795411
Position 9038: 0.010848224030624144
Position 10898: 0.008003035364931445
Position 2664: 0.006974532437724767
Position 9075: 0.0063601875484709785
Position 8929: 0.006357130812310469
Position 10666: 0.00600929637464073
Position 1038: 0.006001770014640394
Position 1074: 0.005182143856550931
Position 534: 0.004714955720739722
Position 10889: 0.00369011465138694
Position 6415: 0.003677407288417352
Position 10879: 0.0024715534398996267
Position 8764: 0.0020877087615986984
Position 8080: 0.0007652352613601733
Position 9698: 0.0006990816077569499
Position 9122: 0.0006864651581702261
Position 1585: 0.0005809308941116636
Position 1749: 0.0005666816189346085
Position 9947: 0.000543550907483723
Position 719: 0.0004977403698173224
Position 1405: 0.000491954103337372
Position 8423: 0.00041136035983331103
Position 2635: 0.00040852192191182245
Position 10536: 0.0004049590672212294
Position 10864: 0.0003883951547160862
Position 10847: 0.00034621769399026305
Position 2713: 0.0003343531525062376
Position 9320: 0.0003196826837916232
Position 8687: 0.00031634979407733975
Position 10334: 0.00030470837206740206
Position 297: 0.0002779032350839612
Position 271: 0.0002745711677679575
Position 1651: 0.00027456566543828173
Position 9107: 0.0002602128951076888
Position 10560: 0.00019979174632107514
Position 8269: 0.0001934818961952623
Position 10500: 0.00015490754175532146
Position 7951: 0.00014117860668220734
Position 9953: 0.00013883045046494675
Position 262: 0.00013825460189715393
Position 7811: 0.00011870007279789498
Position 7788: 0.00011362391136662646
Position 8523: 0.00010259333416776467
Position 3061: 9.682040573007043e-05
Position 4064: 5.403637265792304e-05
Position 355: 2.512326897539936e-05
Position 10105: 1.1478688422563483e-05
Position 74: 1.0888930633534456e-05
Position 170: 9.983320615272156e-06
Position 275: 8.288117195299993e-06
Position 292: 5.741951444404592e-06
Position 780: 3.0973312862883696e-06
Position 30: 2.7023514236962202e-06
Position 181: 2.6823804724292562e-06
Position 1007: 2.660731967957583e-06
Position 1846: 1.8483775926448733e-06
Position 378: 1.5100169992867855e-06
Position 562: 9.96964748391906e-07
Position 172: 8.947555618065881e-07
Position 68: 7.08454697670401e-07
Position 362: 6.45106511834962e-07
Position 364: 6.00156276801527e-07
Position 656: 5.158692921284077e-07
Position 40: 2.401070257882827e-07
Position 46: 2.3825153770252486e-07
Position 285: 2.1110333833406854e-07
Position 16: 1.8934771768730976e-07
Position 700: 9.493711182361857e-08
Position 421: 4.67248952652674e-08
Position 410: 2.615376459480093e-08
Position 37: 1.8892231754363558e-08
Position 463: 1.1972367061117585e-08
Position 295: 2.6215105642179337e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 7676: 0.9987926823883077
Position 8961: 0.9036246180430177
Position 11002: 0.8152828374676921
Position 10389: 0.5171623792138328
Position 8805: 0.3788302163272834
Position 3043: 0.23627664577081853
Position 10787: 0.21042875000057232
Position 8607: 0.18701405621458667
Position 448: 0.16902595180484756
Position 10369: 0.16069293156922182
Position 10256: 0.1240120431143078
Position 8778: 0.10849298852110659
Position 8041: 0.09864223968729952
Position 8156: 0.08360899981390109
Position 8629: 0.07045654336174058
Position 10434: 0.059887514708529696
Position 8382: 0.058900190603452876
Position 4226: 0.05235332103252853
Position 8021: 0.03889514730074514
Position 410: 0.036822222441121544
Position 8356: 0.0355299958196501
Position 5430: 0.02789736267284201
Position 4377: 0.026413346521296562
Position 8687: 0.02583727698026272
Position 10588: 0.025473183963536962
Position 8732: 0.021005331355983335
Position 5267: 0.016934653929764686
Position 3236: 0.01527524688881806
Position 213: 0.015195314655671525
Position 3266: 0.014456332829420139
Position 8129: 0.014278047242227148
Position 2795: 0.013845130660077608
Position 3212: 0.01378136127037103
Position 10757: 0.013520126316521969
Position 3185: 0.012649419583698036
Position 3087: 0.012535405690014436
Position 3128: 0.011872699898622701
Position 6562: 0.0112226329685221
Position 920: 0.0108316384308837
Position 3152: 0.010742362559500465
Position 271: 0.010635217757685994
Position 5591: 0.01049243557643233
Position 10646: 0.009974390642177026
Position 2553: 0.009241556997041553
Position 245: 0.007592392653423921
Position 2932: 0.007393341858905146
Position 230: 0.007362932167190518
Position 8411: 0.007015948575707828
Position 3134: 0.006585643514033875
Position 10665: 0.0057972450495837255
Position 3233: 0.0053849269431995835
Position 10952: 0.005317494598262081
Position 355: 0.005236337031462956
Position 8790: 0.004977719685458147
Position 3215: 0.004577709765038883
Position 3239: 0.004149254385001687
Position 3167: 0.004105530939880175
Position 8306: 0.004033771374769963
Position 8490: 0.0039465142064835125
Position 9651: 0.0038376230617176567
Position 9827: 0.0038263985101704163
Position 10353: 0.003789951382237282
Position 6291: 0.0036774072884173535
Position 5542: 0.0036415554289917335
Position 8651: 0.003542929855181897
Position 8132: 0.002864547618893906
Position 3242: 0.0028449305733525042
Position 10623: 0.002508713778089918
Position 359: 0.002101989597135967
Position 3219: 0.0020372516932546376
Position 8457: 0.001971439205078819
Position 4525: 0.0019165891233398431
Position 10682: 0.0018810440729391824
Position 8436: 0.0017929694898160924
Position 3230: 0.0017263025335251165
Position 4355: 0.001697863973283475
Position 542: 0.0014536660134104693
Position 8824: 0.001447917646801301
Position 1476: 0.0013831002251352461
Position 10477: 0.00129703096779156
Position 386: 0.001293011757502129
Position 8849: 0.0012243612386985364
Position 10310: 0.0012113333940969443
Position 9596: 0.001153307502263391
Position 5435: 0.0011478486813228978
Position 2615: 0.0009385892348671354
Position 208: 0.0009304368728799181
Position 9398: 0.0008820914889990008
Position 11127: 0.0007899134489461975
Position 2996: 0.0007691401015380383
Position 10703: 0.0007477880963106063
Position 8812: 0.0007153174164295392
Position 2948: 0.0006611707944511574
Position 3270: 0.0005597600520224572
Position 9249: 0.0005544996297936558
