Gene = AA986860
index = 81
Annotated 5SS: [ 248 5712 9208]
Annotated 3SS: [ 5525  9026 10352]
SMsplice 5SS: [ 248 9208]
SMsplice 3SS: [ 9026 10352]
top_k =  500
Partition function (log Z): -7.403878360353937

Sorted 5' Splice Sites (High to Low Probability):
Position 248: 0.9760119843112486
Position 9208: 0.8277686126943022
Position 2470: 0.48177232137761616
Position 1677: 0.4608900281533116
Position 5712: 0.44012587987115204
Position 6524: 0.37015353858154215
Position 8534: 0.18054166299060914
Position 2891: 0.1794777973927071
Position 10550: 0.14193113553862843
Position 1394: 0.12382963506318406
Position 8594: 0.10662716748474624
Position 3243: 0.09455030872696625
Position 3907: 0.036589651475823444
Position 9396: 0.03490027655930562
Position 822: 0.031832109219032755
Position 2689: 0.02637484635064383
Position 2285: 0.024291300020769447
Position 809: 0.023904834914107862
Position 9554: 0.023349054387909123
Position 1706: 0.017648486772996477
Position 3501: 0.016400590859902375
Position 3557: 0.014459106935142095
Position 1224: 0.0131920414837426
Position 1485: 0.012998957357547313
Position 4502: 0.011493600023647344
Position 4506: 0.010860213141982327
Position 9718: 0.009499267754560078
Position 120: 0.008301020409193102
Position 2335: 0.0060714224910384095
Position 1469: 0.0035562215868637417
Position 4510: 0.0020796633072495316
Position 2282: 0.001922425321978844
Position 813: 0.0012722770267040561
Position 2250: 0.0011732787969690743
Position 4748: 0.0011512103128037859
Position 345: 0.0007613782625423337
Position 1873: 0.00069560662529187
Position 531: 0.0006325157534662845
Position 2274: 0.0005437606090172459
Position 2939: 0.0005212020827931702
Position 39: 0.0005114300720668875
Position 68: 0.00042797562146003126
Position 80: 0.0004001775915057838
Position 1499: 0.00033989611141220787
Position 3148: 0.0003073805943963653
Position 2875: 0.0001977595488015903
Position 152: 0.00019277528355316018
Position 3247: 0.0001851348030942562
Position 2421: 0.00017822469549320396
Position 99: 0.0001701302396929465
Position 2215: 0.00016687809875059448
Position 2598: 8.28867171916176e-05
Position 252: 7.327317240273942e-05
Position 1356: 7.2313378319038e-05
Position 2149: 7.043110031341378e-05
Position 180: 6.053576084901339e-05
Position 8: 5.850463763483125e-05
Position 1351: 5.123609222886443e-05
Position 1265: 3.9486588169754926e-05
Position 1947: 3.810080961658246e-05
Position 135: 3.616988783294623e-05
Position 528: 2.0761943238733915e-05
Position 1076: 1.3496977374508838e-05
Position 409: 7.80342513671191e-06
Position 217: 5.855360802142768e-06
Position 1697: 4.698570347825859e-06
Position 738: 3.268485173436727e-06
Position 470: 2.592079347867109e-06
Position 607: 2.262536103848001e-06
Position 575: 1.8855127378264864e-06
Position 72: 1.0686872664866308e-06
Position 761: 8.069631600313265e-07
Position 1088: 7.942698087279564e-07
Position 1230: 7.339724344567899e-07
Position 804: 4.0884053085414984e-07
Position 124: 3.039069208202007e-07
Position 82: 2.802961682500894e-07
Position 1656: 1.2865667848038874e-07
Position 84: 1.0678630295013362e-07
Position 1739: 4.646789437584669e-08
Position 114: 3.1743329725012045e-08
Position 846: 1.8580658184017007e-08
Position 550: 1.5038328048394153e-08
Position 330: 5.565386039559676e-09
Position 223: 4.788517369585149e-09
Position 340: 3.2488484898468154e-09
Position 351: 2.283695061604919e-10
Position 392: 1.7137657965494297e-11
Position 379: 9.86141259816699e-12
Position 353: 2.3222320070034978e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 9026: 0.8562769595632854
Position 10352: 0.8199873381340406
Position 1545: 0.4638561070186687
Position 2148: 0.3862215820654682
Position 6415: 0.37241741186421407
Position 8408: 0.2943977040614583
Position 5603: 0.23344964528524847
Position 5525: 0.2233624555401315
Position 1292: 0.1422887383337484
Position 2595: 0.1092642243835295
Position 12480: 0.08464013527964151
Position 2772: 0.07807669548452699
Position 3136: 0.07167241540633942
Position 12401: 0.048710187702267385
Position 2313: 0.046264917973443176
Position 9295: 0.043557382521114435
Position 10038: 0.03758187429852946
Position 9299: 0.035985224780287796
Position 3719: 0.03386929169372164
Position 700: 0.028511287742794947
Position 3110: 0.02127432916489356
Position 2334: 0.01986499916516897
Position 10928: 0.018818401119029698
Position 2081: 0.018205220970471694
Position 3333: 0.01780603429186207
Position 4426: 0.017101955609095578
Position 2432: 0.015723281400869465
Position 2327: 0.015314335885239762
Position 3436: 0.015296253832308584
Position 723: 0.012159640835203973
Position 2787: 0.011550221252688165
Position 11476: 0.010888107853173463
Position 2616: 0.009686497681021729
Position 9661: 0.009499267754560078
Position 2164: 0.009038208872291545
Position 11416: 0.008891950374417998
Position 11096: 0.007447767007881748
Position 4403: 0.007422255387944849
