Gene = Nsmce1
index = 768
Annotated 5SS: [  184  5259 19489 19722 20484 22568 23318]
Annotated 3SS: [ 5111 19366 19643 20336 22450 23196 23752]
SMsplice 5SS: [  184  5259  6378  7797 13142 13383 19489 19722 20484 22568]
SMsplice 3SS: [ 5111  6224  7722 12915 13233 19366 19643 20336 22450 22816]
top_k =  500
Partition function (log Z): 4.751729398218344

Sorted 5' Splice Sites (High to Low Probability):
Position 22568: 0.9651929458573133
Position 5259: 0.9584068949482973
Position 19722: 0.957979358698402
Position 184: 0.9315180801821343
Position 7797: 0.822125790323902
Position 23318: 0.7898199185641931
Position 20484: 0.7622649503044739
Position 19489: 0.7468266233033415
Position 13383: 0.6989369225293081
Position 6378: 0.6376371676108865
Position 8972: 0.5489084177522086
Position 5028: 0.43092170461971396
Position 13142: 0.3423771017677207
Position 9002: 0.31352047946428097
Position 22926: 0.28168351564335276
Position 2419: 0.27462650099855623
Position 8098: 0.2586105183429703
Position 22908: 0.18861294701070078
Position 2277: 0.18597580737101632
Position 4264: 0.15317768320823122
Position 20445: 0.1422138044681475
Position 22066: 0.10836123593894142
Position 23518: 0.09585293143619861
Position 75: 0.06048892829737341
Position 2604: 0.057592257574755126
Position 23018: 0.057033172490430654
Position 3787: 0.05000607988250556
Position 23050: 0.04493691499815521
Position 1852: 0.044725725307034114
Position 19958: 0.044331287178390244
Position 2673: 0.04395192140245859
Position 23469: 0.03836098074011649
Position 5219: 0.02965889674402768
Position 1101: 0.020313363888517
Position 4676: 0.019567932954734545
Position 1894: 0.012880121178531493
Position 2224: 0.011974313818470474
Position 5199: 0.010520398752806078
Position 6729: 0.008759809872423668
Position 22974: 0.008632421538088852
Position 22718: 0.00671789823514822
Position 23096: 0.00422438355554859
Position 22728: 0.0041979528158478975
Position 22979: 0.003927370104835895
Position 188: 0.00344775358818874
Position 6316: 0.0030618135891221456
Position 762: 0.002518672173863297
Position 3889: 0.0024558751412749494
Position 23595: 0.002059504091035302
Position 5088: 0.001971911427830328
Position 2664: 0.0018385442193849708
Position 488: 0.0017844676959355796
Position 22738: 0.0016393916715679614
Position 5249: 0.0014126814241189126
Position 21836: 0.001381541943759523
Position 22981: 0.0012853884735826763
Position 307: 0.0012082614573842429
Position 23619: 0.0011926685168178548
Position 2015: 0.001063273627294296
Position 20908: 0.0009587672496951021
Position 23142: 0.0007801020904662795
Position 255: 0.0007409701781802448
Position 104: 0.000702102344629031
Position 5724: 0.000688632514086925
Position 4507: 0.0006379235260539475
Position 5657: 0.0005873397912945555
Position 1838: 0.0005765758877151897
Position 1663: 0.0005220192021053001
Position 21: 0.000491065006983763
Position 22248: 0.00048347414585022617
Position 177: 0.0004265729091648476
Position 5529: 0.0003828981209293054
Position 1824: 0.0003787580552912673
Position 501: 0.0003740781784256307
Position 5720: 0.0003727082172712825
Position 651: 0.00030000369460539834
Position 1782: 0.0002721210159660509
Position 448: 0.0002617859603850315
Position 1684: 0.00024155386225721375
Position 1021: 0.00023801314533085285
Position 977: 0.00020739458504151769
Position 93: 0.00019880574413896936
Position 2439: 0.00019514174934716103
Position 204: 0.00017639406096843965
Position 462: 0.0001509816819388592
Position 21550: 0.0001168579150399825
Position 21579: 0.0001137262255812857
Position 165: 0.00010610359988769572
Position 20571: 0.00010146005759387458
Position 1165: 9.76243557226218e-05
Position 511: 9.377491665206319e-05
Position 1846: 8.288959831613696e-05
Position 1896: 7.805086334302535e-05
Position 1879: 7.642649684930381e-05
Position 20471: 7.475704446555418e-05
Position 1095: 7.436946030630817e-05
Position 2024: 7.164734588542273e-05
Position 539: 6.714302078575118e-05
Position 1806: 6.706701153271074e-05
Position 948: 5.178331060401656e-05
Position 3602: 5.107703345752879e-05
Position 1236: 4.7561082624240567e-05
Position 1368: 4.713305208056605e-05
Position 1929: 4.327970441576306e-05
Position 20456: 3.7146439774952104e-05
Position 2443: 2.6484385022926887e-05
Position 21415: 2.6436003194814963e-05
Position 2404: 2.1706321454312315e-05
Position 1187: 1.6094518047419566e-05
Position 1634: 1.4661497406433327e-05
Position 2431: 5.971162909740454e-06
Position 6475: 5.8135337279104185e-06
Position 2218: 5.806514745305285e-06
Position 64: 5.80556162734853e-06
Position 5348: 9.243324233382456e-07
Position 5550: 8.987476037801761e-07
Position 1455: 3.8512951336957926e-07
Position 1054: 3.7773369913550204e-07
Position 688: 3.0163628882013687e-07
Position 333: 2.962642744984443e-07
Position 1605: 2.414327580795469e-07
Position 1407: 2.2198722696590027e-07
Position 231: 1.7356543725251387e-07
Position 844: 2.0205890739105618e-08
Position 344: 1.4983115655315136e-08
Position 116: 1.149969217509184e-08
Position 336: 4.062247723368665e-09
Position 393: 5.388144607378244e-10
Position 483: 2.6964988192356294e-10
Position 419: 1.2634113806709407e-15
Position 367: 7.995684213533712e-18

Sorted 3' Splice Sites (High to Low Probability):
Position 19643: 0.9579793586984023
Position 22450: 0.9246737760922933
Position 20336: 0.8606603280263597
Position 5111: 0.825025354196934
Position 22816: 0.7624040524030573
Position 19366: 0.7468266233033416
Position 8858: 0.7357448016592895
Position 7722: 0.7230141416075896
Position 13233: 0.6989369225293083
Position 23196: 0.6962193783284444
Position 6224: 0.5901432115603436
Position 23752: 0.5537418744795239
Position 2186: 0.42857142599944154
Position 4934: 0.37857237464896204
Position 12915: 0.3423771017677208
Position 23390: 0.1845858868294601
Position 5128: 0.15662623760172784
Position 7958: 0.12855704270198565
Position 8863: 0.11363762543237918
Position 23491: 0.11050169221195812
Position 4138: 0.09182323318895287
Position 21924: 0.09075607109057492
Position 8002: 0.08293552518058665
Position 2570: 0.06765230283911307
Position 23131: 0.06547310846012971
Position 7666: 0.06437888376520101
Position 4838: 0.05745195521808569
Position 1699: 0.04891368581231806
Position 4012: 0.04469217614062545
Position 22453: 0.03885614018645077
Position 19829: 0.03606105185153682
Position 3687: 0.03454594910392908
Position 7466: 0.033510372863558166
Position 2503: 0.03254225632921938
Position 2077: 0.025706315690205934
Position 20397: 0.02296020759488121
Position 6203: 0.022926464423013382
Position 8026: 0.021348118119025365
Position 7939: 0.020692782952778835
Position 23403: 0.01979506959645021
Position 23039: 0.01954150041531189
Position 21908: 0.018575773008852183
Position 20308: 0.01797529677785567
Position 23702: 0.017171392258222434
Position 23550: 0.015909025780540507
Position 23755: 0.013570768994024084
Position 23181: 0.013532650947262201
Position 4093: 0.01351240262098291
Position 22641: 0.013138894577548282
Position 8758: 0.01304647012482096
Position 5182: 0.012371317545284886
Position 4565: 0.010703824102148568
Position 1780: 0.009975083092103836
Position 6069: 0.009230528825413442
Position 3572: 0.008966239750661114
Position 6632: 0.00875980987242367
Position 19812: 0.008270235326853436
Position 23665: 0.007543786387972007
Position 23920: 0.0069880852240773806
Position 6263: 0.006956453918619392
Position 2354: 0.006870851836957335
Position 23420: 0.006178909604927347
Position 22941: 0.00557187533399045
Position 1057: 0.005006247056752941
Position 1016: 0.004858368069061491
Position 2276: 0.0046316945415253415
Position 2080: 0.004372732973106317
Position 3664: 0.004209807297267231
Position 892: 0.004094443968180916
Position 6288: 0.0037191494564796663
Position 7569: 0.003616098230736082
Position 23225: 0.0035903621157567485
Position 4629: 0.003384957668931294
Position 3601: 0.003369527350756733
Position 4363: 0.003321608903889636
Position 396: 0.003285818280503856
Position 20266: 0.0031576972829004315
Position 4163: 0.0031498712576699564
Position 23413: 0.0031080211794184552
Position 4477: 0.002795465805819
Position 4943: 0.002468929767920547
Position 23772: 0.0023663323581238267
Position 23775: 0.0021672629762911825
Position 5868: 0.002052836377390491
Position 839: 0.001979843760886956
Position 1566: 0.001954115043009222
Position 23259: 0.0019139801331694935
Position 947: 0.0018606992146388127
Position 6150: 0.0017653243948621443
Position 7983: 0.0014797104360591024
Position 23595: 0.0013879452598232495
Position 21744: 0.001381541943759523
Position 22283: 0.0013607371770999765
Position 6096: 0.0013330556650667166
Position 2477: 0.0012015140034639252
Position 2395: 0.0011963103787259012
Position 2323: 0.0011852218576159426
Position 6084: 0.0011746062200653621
Position 5404: 0.0011118316707167113
Position 2312: 0.001071793968984343
Position 3689: 0.0010044322923083659
Position 20794: 0.0009583551713527939
Position 968: 0.0009370765688762896
Position 591: 0.00082403873810273
Position 990: 0.0007673636849696935
Position 6297: 0.0006844731176355626
Position 140: 0.0006451623041213784
Position 7471: 0.0006301980067789172
Position 23141: 0.0005941172947496371
Position 22979: 0.000593092693726271
Position 23405: 0.0005782458184962481
Position 23439: 0.0005756301938113027
Position 23586: 0.0005534188191763067
Position 843: 0.0005286963709235961
Position 23074: 0.000513073302788094
Position 2310: 0.000500424324450465
Position 23423: 0.00046301469576830173
Position 422: 0.00044176047998611197
Position 2128: 0.0004163647985107906
Position 3813: 0.00038990215807349236
Position 5087: 0.0003764218405034238
Position 5512: 0.0003660273277404476
Position 7515: 0.00032282845783340974
Position 6144: 0.0003212484870351466
Position 909: 0.00031444423713412824
Position 23826: 0.00031403457655329993
Position 6118: 0.0002543545429759997
Position 7550: 0.0002506063447391645
Position 21454: 0.000230584140621268
Position 5691: 0.00021122945446854277
Position 5602: 0.00019932871272397177
Position 656: 0.00017377614604858774
Position 6101: 0.00014308774483571092
Position 1759: 0.00012719591316353863
Position 2082: 8.600321868447872e-05
Position 23468: 8.046113677276733e-05
Position 2306: 7.600304972909076e-05
Position 5461: 7.295005243400786e-05
Position 5418: 7.074290650450763e-05
Position 721: 6.98862782840987e-05
Position 2053: 6.328750467025737e-05
Position 587: 6.258546410039654e-05
Position 1252: 4.772373184235984e-05
Position 1937: 4.7603663488562666e-05
Position 651: 4.712094191289998e-05
Position 1116: 4.590179280241287e-05
Position 1838: 4.581363364040497e-05
Position 494: 4.523311133641531e-05
Position 22777: 3.520526535871438e-05
Position 401: 2.8176382664969467e-05
Position 3279: 2.7174104242024888e-05
Position 21176: 2.6436003194814963e-05
Position 2356: 2.560894278424422e-05
Position 622: 2.553281403874226e-05
Position 1063: 2.2615077292401256e-05
Position 1499: 2.1905830756884852e-05
Position 2237: 2.103951522450108e-05
Position 940: 1.614211679632866e-05
Position 1742: 1.3227670137973717e-05
Position 1001: 1.246031190907453e-05
Position 1454: 1.1839824660391916e-05
Position 377: 9.141603542828287e-06
Position 22883: 9.05934269352679e-06
Position 452: 5.971262562656511e-06
Position 2001: 5.9620666447585084e-06
Position 5285: 9.972222833689845e-07
Position 1824: 7.24624865157899e-07
Position 1525: 5.275613380218777e-07
Position 20798: 4.120783423074476e-07
Position 727: 3.365793378231391e-07
Position 5618: 1.1077374555045934e-07
Position 195: 1.0569442484540419e-07
Position 5371: 8.070036735719129e-08
Position 219: 7.659660630581106e-08
Position 1094: 7.16265312609091e-08
Position 1267: 4.753326189980749e-08
Position 107: 4.665797125448913e-08
Position 607: 8.037441562645435e-09
Position 85: 2.1086664120534505e-09
Position 221: 6.207206124969146e-10
Position 601: 3.6830459875507873e-10
Position 116: 3.1182593821668913e-10
Position 96: 2.821060612799423e-10
Position 110: 2.785631736429705e-10
Position 104: 1.5862814087981493e-10
