Gene = Prlh
index = 854
Annotated 5SS: [97]
Annotated 3SS: [740]
SMsplice 5SS: [97]
SMsplice 3SS: [740]
top_k =  500
Partition function (log Z): -9.333837068224133

Sorted 5' Splice Sites (High to Low Probability):
Position 97: 0.49107357666605517
Position 186: 0.2661387717602642
Position 303: 0.23345735465236886
Position 653: 0.023215479472665616
Position 402: 0.009599354516033954
Position 164: 0.0059778297256230396
Position 446: 0.0036472113042589696
Position 259: 0.0014791327162687832
Position 644: 0.0010266471814021866
Position 467: 0.0005360350212898714
Position 283: 0.0005014729210631041
Position 128: 0.0003574095330125473
Position 487: 0.0003045652864567263
Position 532: 0.00021148343167029664
Position 101: 0.00017939319011757597
Position 492: 0.00017563262217759504
Position 462: 0.00014349873312111667
Position 300: 0.00011679510798533684
Position 657: 0.00011067234306933833
Position 209: 0.00010497168259415304
Position 558: 8.095112460613898e-05
Position 253: 7.67371624428114e-05
Position 206: 6.937974837582298e-05
Position 333: 6.362413800339274e-05
Position 307: 5.914665941175419e-05
Position 318: 5.530157955080582e-05
Position 673: 5.499074634532299e-05
Position 499: 3.8859822589738426e-05
Position 592: 3.457346695325951e-05
Position 291: 2.1327816743881265e-05
Position 681: 1.927804408187715e-05
Position 527: 1.7737464250720464e-05
Position 45: 1.58746823465064e-05
Position 450: 1.5651779153488002e-05
Position 23: 1.45716471196891e-05
Position 763: 1.3705065627989874e-05
Position 256: 7.25948119186199e-06
Position 355: 4.353031713780975e-06
Position 642: 2.718195303085236e-06
Position 788: 1.3626919899658803e-06

Sorted 3' Splice Sites (High to Low Probability):
Position 740: 0.8707936408565449
Position 300: 0.040129221789917374
Position 386: 0.02867933242393455
Position 230: 0.022161950838449344
Position 401: 0.016184404517089215
Position 541: 0.015042645839009286
Position 351: 0.011464342892571039
Position 244: 0.006482246822556595
Position 269: 0.006231648547597067
Position 680: 0.004639762367645741
Position 810: 0.003731490751824783
Position 446: 0.0023915660284044415
Position 612: 0.0015942926889019047
Position 807: 0.0015671687931866297
Position 482: 0.0015484644523342278
Position 783: 0.00130205449179531
Position 691: 0.0009478578109054592
Position 897: 0.0005619127704689604
Position 206: 0.00048357102827555624
Position 628: 0.0003810716513081768
Position 558: 0.00033164320939292434
Position 185: 0.00033041280333622597
Position 273: 0.0003291720965732198
Position 804: 0.00023751993438310745
Position 190: 0.00020928772022660836
Position 858: 0.00020193348836639675
Position 430: 0.00014935191097914082
Position 815: 0.00013396571131670253
Position 472: 0.00010765331892202165
Position 307: 9.871348596941051e-05
Position 171: 9.436101051459888e-05
Position 696: 8.75995625049371e-05
Position 202: 8.50857699070593e-05
Position 651: 6.5177894140775e-05
Position 424: 5.8579476916169164e-05
Position 879: 4.307890548520651e-05
Position 450: 3.231325563314957e-05
Position 562: 2.122621546924015e-05
Position 407: 2.0777986338306076e-05
Position 642: 1.6424957033895326e-05
Position 550: 1.4864225242058275e-05
Position 906: 1.3640781033274003e-05
Position 638: 8.207617657226344e-06
Position 910: 7.473265433607196e-06
Position 164: 4.0469730450350594e-06
Position 822: 2.13891246364466e-06
Position 886: 1.3924693426228839e-06
Position 97: 1.6644793088032908e-09
Position 117: 1.1088381503961145e-10
Position 122: 9.844686086752643e-11
Position 89: 1.4092534065746841e-11
Position 101: 7.049039827332589e-12
