Gene = Crb1
index = 293
Annotated 5SS: [   237  40048  48927  53851  62507 128959 134100 135955 140256 142351
 145414]
Annotated 3SS: [ 39468  48730  53710  62323 128001 133551 135788 139348 142221 145286
 178289]
SMsplice 5SS: [   237  27236  32373  40923  48622  48927  53851  62507  64440  73117
  90098 104484 105671 128959 134100 134898 140256 142351 145414]
SMsplice 3SS: [ 27115  32218  40739  48497  48730  53730  62323  64202  72985  89772
 104359 105501 128751 133971 134798 140108 142221 145286 177751]
top_k =  500
Partition function (log Z): -110.01408047295035

Sorted 5' Splice Sites (High to Low Probability):
Position 237: 0.8489265988629401
Position 2502: 0.18569825376867072
Position 159: 0.13339118404173042
Position 2506: 0.107039820857979
Position 6732: 0.056112123159405586
Position 3368: 0.04943963919715609
Position 1906: 0.016053255111546587
Position 5322: 0.014218258755577211
Position 1050: 0.012411595377612014
Position 343: 0.008795285205312316
Position 6941: 0.00857283326794915
Position 6072: 0.0030044846208458318
Position 2235: 0.002500318499063988
Position 1054: 0.0024225113951642937
Position 2185: 0.0014400757766557333
Position 2135: 0.0013187455844739608
Position 3803: 0.0012899940457751055
Position 251: 0.0009540751054545077
Position 1352: 0.0007301436812424901
Position 1105: 0.0007058245816102958
Position 2611: 0.0005904476794873582
Position 1345: 0.0005122773756258157
Position 1156: 0.00047755404514410025
Position 1320: 0.00042642089609606725
Position 2005: 0.00040869453134574244
Position 1024: 0.0004072563349638359
Position 2311: 0.00036201153991646557
Position 382: 0.00031593936323139895
Position 1262: 0.00024567282866893415
Position 3485: 0.0002188784509507436
Position 202: 0.00017204270502813363
Position 1140: 0.00017120451634816528
Position 45: 0.00016252119898981044
Position 2242: 0.00010549139196417987
Position 397: 8.325316229607144e-05
Position 938: 3.9831294804104595e-05
Position 2191: 3.781594249435491e-05
Position 148: 3.5935591559002863e-06
Position 339: 2.8361060668172627e-06
Position 4: 2.109961672523554e-06
Position 337: 1.648170608454216e-06
Position 283: 1.6345708736057208e-06
Position 3346: 1.4366980309507619e-06
Position 3295: 1.3114810779627907e-06
Position 692: 1.2752366219615199e-06
Position 376: 1.0206957858599537e-06
Position 540: 7.334946668637396e-07
Position 651: 6.915858142147271e-07
Position 150: 6.299139680265188e-07
Position 405: 6.181346825534793e-07
Position 701: 5.85687218855388e-07
Position 501: 5.616159297542825e-07
Position 883: 5.545877895135348e-07
Position 608: 4.960823617381136e-07
Position 842: 4.1254527539538215e-07
Position 962: 2.5628426434274354e-07
Position 736: 2.0858205371313026e-07
Position 523: 2.0029019615135036e-07
Position 358: 1.6226749188577815e-07
Position 106: 8.718413280901142e-08
Position 940: 9.169633698501221e-09
Position 21: 5.850240421637918e-09
Position 347: 4.81488042517743e-09
Position 948: 1.955013508494676e-09
Position 320: 1.3553213887226247e-09
Position 305: 5.707906571514766e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 2427: 0.24474912045309588
Position 7097: 0.12438987914817828
Position 11133: 0.1203459794994609
Position 13696: 0.07218881588672682
Position 3242: 0.06606330960574544
Position 13302: 0.06007661966760468
Position 4539: 0.058182677563527414
Position 3581: 0.04709061093342977
Position 4039: 0.03381537273175281
Position 3600: 0.033538260598780484
Position 6657: 0.030761418257325496
Position 9672: 0.030156834846682964
Position 5141: 0.029584666607057778
Position 2403: 0.027538205829250196
Position 9997: 0.024599663491655457
Position 5886: 0.02294034696296464
Position 4482: 0.021499291881371823
Position 2382: 0.021131883299421235
Position 11261: 0.019278485562302966
Position 11278: 0.017894688147999212
Position 6641: 0.017039247373829954
Position 5964: 0.016997173833669176
Position 6265: 0.015031814316667324
Position 10877: 0.014070179982136296
Position 6615: 0.013903435928573833
Position 3140: 0.012583985387676154
Position 3368: 0.01256819450488647
Position 1761: 0.0117072510134317
Position 4581: 0.011619455575574361
Position 4851: 0.011080905118057609
Position 9860: 0.01064010432984787
Position 6782: 0.009968819725436512
Position 8576: 0.009228117600467147
Position 2386: 0.009144818775621353
Position 336: 0.008718255430104998
Position 2134: 0.008599358660229258
Position 3489: 0.008436044708836033
Position 9876: 0.008301435821510628
Position 1117: 0.007775070210873329
Position 928: 0.0070071678194229365
Position 5274: 0.006866481680520679
Position 7734: 0.006413237419667661
Position 2315: 0.005547455355485908
Position 2862: 0.005104392981494776
Position 852: 0.004872853147776551
Position 8402: 0.0047217187995659046
Position 5388: 0.004625974138342744
Position 3634: 0.004589143520417992
Position 3872: 0.004368984562844934
Position 6818: 0.004090934982279976
Position 2059: 0.00408751697083094
Position 2712: 0.00398939223448159
Position 2932: 0.003973012163500333
Position 1737: 0.00384089176664387
Position 2042: 0.0037617035366794608
Position 2498: 0.0037607852557716742
Position 2101: 0.003597147614196122
Position 2341: 0.0035455518773994674
Position 6351: 0.003227432033744091
Position 1876: 0.003153067369430122
Position 5551: 0.003096017673046701
Position 3176: 0.00308737851552642
Position 798: 0.002866238049283564
Position 2888: 0.002333456628827452
Position 7881: 0.0022157870662203754
Position 5492: 0.002054590981523444
Position 1085: 0.0019389670353535012
Position 658: 0.0016452635402667963
Position 3416: 0.0016438064434536545
Position 5482: 0.0016323013541906933
Position 6342: 0.0013304509042076054
Position 925: 0.0012989732003441657
Position 2358: 0.0012670038195163433
Position 2429: 0.0011764576836508491
Position 714: 0.001134421314255545
Position 2146: 0.001005795409360971
Position 2264: 0.0009980029300899148
Position 1624: 0.0009508359218068701
Position 2983: 0.000800865880068244
Position 5631: 0.0007231821733444495
Position 2955: 0.0006801991945166653
Position 896: 0.000673310323417226
Position 1905: 0.0005496944108037688
Position 2575: 0.0004998310221584351
Position 1479: 0.0004975118364436507
Position 2322: 0.0004418103714724241
Position 1168: 0.00044152027437313705
Position 1660: 0.0004357118408816877
Position 4295: 0.00041439410052679766
Position 4615: 0.0003744380358728013
Position 2505: 0.0003477800750369811
Position 933: 0.00034475537379760883
Position 1969: 0.00028127295900005157
Position 904: 0.00026323051235267834
Position 3246: 0.00022451512520555022
Position 1845: 0.00016479701185395198
Position 2191: 0.0001530740207220646
Position 381: 0.00011648507362812086
Position 2463: 0.00011526173945189749
Position 952: 0.00011367967195246946
Position 388: 0.00010301676264190409
Position 523: 9.2388181672616e-05
Position 1374: 9.181788861612291e-05
Position 363: 8.607888479201611e-05
Position 1580: 8.181130263647883e-05
Position 367: 7.087563146411739e-05
Position 1438: 6.622226501712273e-05
Position 437: 6.332253618411313e-05
Position 1663: 6.032002555418001e-05
Position 1793: 5.257279438632062e-05
Position 540: 5.2501881127643014e-05
Position 1765: 4.9633643703364555e-05
Position 763: 4.537689596889274e-05
Position 1689: 4.00336498910063e-05
Position 305: 3.30838169137902e-05
Position 1747: 3.062358067989194e-05
Position 2434: 1.9146033933761453e-05
Position 1700: 1.2308903524192111e-05
Position 880: 8.636927167140306e-06
Position 1796: 3.02415220883246e-06
Position 1882: 1.0201992601264502e-06
Position 1583: 1.005387543782543e-06
Position 865: 5.54463133265254e-07
Position 859: 5.293272987588669e-07
Position 1741: 4.5805336969636526e-07
Position 1850: 3.026590001225368e-07
Position 936: 2.4137494473817115e-07
Position 1047: 1.649640011133559e-07
Position 1007: 1.6427535798115188e-07
Position 954: 1.1421117479892752e-07
Position 1013: 9.72342044493315e-08
Position 720: 6.412963985421481e-08
Position 684: 5.548054918639042e-08
Position 801: 4.417504530901653e-08
Position 1036: 3.408596089858538e-08
Position 736: 3.2826575945559654e-08
Position 1927: 2.2545844910308398e-08
Position 1257: 7.454120572954326e-09
