Gene = Thap4
index = 1077
Annotated 5SS: [  324  4934 29624 38149 39883]
Annotated 3SS: [ 3794 29463 38038 39778 49124]
SMsplice 5SS: [  324  4843 14463 25985 29624 36563 38149 39883 49233 51973]
SMsplice 3SS: [ 4746 14332 25882 29463 36381 38038 39778 49124 51789 52081]
top_k =  500
Partition function (log Z): -32.60595328173239

Sorted 5' Splice Sites (High to Low Probability):
Position 324: 0.7407983300418419
Position 4843: 0.5656786441024805
Position 4934: 0.31991741938994983
Position 5217: 0.22055634590390558
Position 5799: 0.12142748271632894
Position 128: 0.1183776842282156
Position 5199: 0.11701195264359301
Position 14075: 0.0791128002628765
Position 10634: 0.07480716493350681
Position 10684: 0.07298387464629971
Position 6100: 0.07116542567260728
Position 14463: 0.06941269809127547
Position 4822: 0.06406111409334123
Position 8607: 0.06294463604593735
Position 634: 0.05481983491898912
Position 9359: 0.04648246597804268
Position 5166: 0.02959745824510133
Position 4184: 0.02885365579766328
Position 443: 0.02816319097610981
Position 6465: 0.02575123400482005
Position 98: 0.023999178683450015
Position 4759: 0.021806081799464177
Position 31: 0.019625749233964807
Position 4205: 0.01939605754854739
Position 7285: 0.01910817429199521
Position 3887: 0.017206386665269784
Position 1052: 0.016910851698217533
Position 343: 0.015148544138196019
Position 185: 0.014802339029052591
Position 250: 0.013532014624989075
Position 701: 0.010186894099842836
Position 4506: 0.01001513009929568
Position 3958: 0.009208208128320636
Position 9172: 0.006444100955558502
Position 1426: 0.006071239110126999
Position 2734: 0.005775344042843675
Position 5111: 0.0043538992761709
Position 3870: 0.004349782452451039
Position 4174: 0.004112446695471811
Position 4886: 0.0023296851271650083
Position 5852: 0.001978792485079871
Position 8246: 0.001912868366733557
Position 5365: 0.0007927722104088371
Position 5278: 0.0004715832672058204
Position 150: 0.0003054931249386897
Position 162: 0.00015348264082396958
Position 5776: 0.0001306954915272771
Position 6130: 0.0001121759300083426
Position 6041: 8.970824357330073e-05
Position 310: 8.870224837897707e-05
Position 456: 7.944163371313519e-05
Position 5738: 7.203088532556511e-05
Position 268: 6.227905906457631e-05
Position 572: 5.813558041294789e-05
Position 1262: 4.876860125030257e-05
Position 609: 3.7137516091291604e-05
Position 3685: 3.425102659135954e-05
Position 3978: 2.84316820506609e-05
Position 160: 1.9300639048429644e-05
Position 95: 1.45327670316791e-05
Position 82: 1.183089684424093e-05
Position 876: 6.33718133472063e-06
Position 275: 4.959436523861346e-06
Position 71: 2.7360162908776406e-06
Position 869: 2.5280528029728005e-06
Position 449: 2.0725034452219037e-06
Position 776: 1.8904739339944016e-06
Position 885: 1.8104805016535835e-06
Position 421: 1.406387436747271e-06
Position 3: 8.630222976864992e-07
Position 25: 4.548604366099781e-07
Position 464: 2.0092064648326728e-07

Sorted 3' Splice Sites (High to Low Probability):
Position 4746: 0.9232475437135523
Position 14332: 0.8233363137640326
Position 5042: 0.30757870113445746
Position 10591: 0.17592802214793385
Position 5644: 0.14341042543359822
Position 13715: 0.10015873797896542
Position 8404: 0.08206557145054669
Position 14669: 0.06941269809127536
Position 5977: 0.05602661174384602
Position 3794: 0.052373360006957505
Position 5004: 0.04360413163369655
Position 9171: 0.03915708165785297
Position 6320: 0.036662785400759325
Position 4779: 0.036543809560741235
Position 7198: 0.02356203707060719
Position 9039: 0.021213327343177893
Position 512: 0.01988847470973813
Position 5137: 0.01942259300838705
Position 952: 0.01742183875716785
Position 3887: 0.01437187070964758
Position 6931: 0.013934983524699431
Position 4100: 0.01389082362316986
Position 12871: 0.011382093416833236
Position 323: 0.011263762073913624
Position 12338: 0.009051534948533353
Position 8191: 0.0075695817709995035
Position 532: 0.007376615476421696
Position 4674: 0.0073537917385081255
Position 6750: 0.00700415792648506
Position 4418: 0.0058516339863213815
Position 12532: 0.005315970345797306
Position 5938: 0.005220464111065388
Position 3982: 0.004623606647806153
Position 7322: 0.004152160822317966
Position 1364: 0.003976333094597813
Position 7160: 0.003043757129243743
Position 4555: 0.0030379792129229394
Position 4979: 0.002291247157723656
Position 12735: 0.002285514616993322
Position 2610: 0.0022112299215386226
Position 4228: 0.002147881742959316
Position 6020: 0.0020893510044226464
Position 4431: 0.0020426783741894017
Position 2679: 0.0019073757818015658
Position 4614: 0.001794009369854015
Position 6196: 0.0017878199739119382
Position 11932: 0.0016651064313349027
Position 4910: 0.0016518410367771066
Position 5056: 0.0015382241728559881
Position 5059: 0.0015196135170388468
Position 1333: 0.0014889630778537005
Position 3632: 0.001083656519876959
Position 2641: 0.001053712484697496
Position 661: 0.0008185606448326481
Position 534: 0.0006995319192267725
Position 2703: 0.0006302834498813836
Position 4928: 0.00048490823553521594
Position 284: 0.0003814200616169165
Position 606: 0.0002685438848445124
Position 1379: 0.00020509519430080933
Position 5359: 0.0001763365564824098
Position 6389: 0.00015516714677150142
Position 7753: 0.0001362912779278072
Position 5276: 0.00013342525480113237
Position 3122: 0.0001254372396128679
Position 2804: 0.00011459951365055031
Position 2244: 0.00010061613186702944
Position 6246: 5.8722595544701544e-05
Position 1829: 4.9730494580394746e-05
Position 3711: 4.380031024650366e-05
Position 754: 3.551702449176656e-05
Position 1571: 3.25491030741383e-05
Position 3211: 2.44994520498459e-05
Position 2994: 2.2654675735200763e-05
Position 3333: 2.1523575777309444e-05
Position 3807: 2.023281246991061e-05
Position 2012: 1.708386028977983e-05
Position 1737: 1.6007375392777523e-05
Position 3313: 1.5755903857575862e-05
Position 1721: 1.1361825612030344e-05
Position 3246: 1.0786265796305143e-05
Position 1647: 8.741205453538385e-06
Position 1760: 7.899544427816287e-06
Position 733: 5.937766027168864e-06
Position 689: 4.2182650123978874e-06
Position 2557: 1.3440900416342347e-06
Position 906: 5.847876876267074e-07
Position 1178: 5.744851598413487e-07
Position 543: 1.718354375039534e-08
Position 455: 8.616323903696008e-09
Position 288: 5.718098319559401e-09
Position 239: 4.084106430371981e-09
Position 472: 3.268879202617992e-09
Position 405: 2.31480257399121e-09
Position 387: 2.0574719241932176e-10
Position 421: 1.8050842578711666e-10
Position 441: 1.1453373052026759e-10
Position 620: 3.2883655877094976e-11
Position 609: 2.5131722185511735e-11
