Gene = Daw1
index = 320
Annotated 5SS: [   58 19585 20709 22528 23598 28225 31671 32943 37543 38420 46185 49588]
Annotated 3SS: [19511 20563 22468 23474 28124 31562 32835 37439 38304 46107 49424 50373]
SMsplice 5SS: [   58 19585 26595 31671 32943 37543 38420 46185 49588]
SMsplice 3SS: [19511 26492 31562 32835 37439 38304 46107 49424 50373]
top_k =  500
Partition function (log Z): -34.91041919895509

Sorted 5' Splice Sites (High to Low Probability):
Position 58: 0.6910134460500977
Position 3507: 0.2778082969591907
Position 1000: 0.19029087482915824
Position 635: 0.1621994738871719
Position 178: 0.1532514176737895
Position 526: 0.10345253453363967
Position 1914: 0.07303341575792405
Position 4199: 0.05717345507443898
Position 5303: 0.035211792617365456
Position 5295: 0.026610963375518285
Position 5290: 0.011442952649647887
Position 2370: 0.006540440024151882
Position 591: 0.004867061851871646
Position 5386: 0.004822491203870877
Position 2099: 0.00415793001810572
Position 630: 0.0021671747827599367
Position 3119: 0.0016905423052631034
Position 10: 0.0008555257442245757
Position 597: 0.00048412030289415886
Position 103: 0.0004653711767854051
Position 2493: 0.00037620501801748026
Position 294: 0.0002403944613179349
Position 1535: 0.00021017507880255416
Position 161: 0.00019934672399104898
Position 588: 0.0001984611394096313
Position 970: 0.0001898709567639715
Position 147: 0.00018250069201180153
Position 781: 0.00018097428343236322
Position 155: 8.820864446043007e-05
Position 268: 7.343715746932918e-05
Position 329: 6.515869896668911e-05
Position 1424: 6.100872390361882e-05
Position 75: 5.527055926265246e-05
Position 252: 5.4828641632493845e-05
Position 243: 4.619340736761368e-05
Position 1451: 4.477829566748531e-05
Position 1345: 4.277594709918615e-05
Position 181: 4.0569580113003456e-05
Position 412: 3.793766660588478e-05
Position 1461: 3.2085609807439417e-05
Position 788: 2.5075799872538612e-05
Position 493: 1.7383057077971157e-05
Position 387: 6.392687037228849e-06
Position 398: 6.004070165317862e-06
Position 65: 5.130546594327368e-06
Position 201: 4.593595561998532e-06
Position 305: 2.139111648444661e-06
Position 233: 7.949791397261298e-07
Position 195: 4.136276023864831e-07
Position 332: 1.5725561797481777e-07
Position 339: 7.831130292319663e-08
Position 357: 6.49482638622885e-08
Position 1200: 3.110589121247181e-08
Position 355: 1.0955366394814068e-08
Position 933: 1.0416771195098493e-08
Position 808: 7.649178302610408e-09
Position 483: 2.2494347578035857e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 3343: 0.26409035289064164
Position 5193: 0.2298150116885031
Position 5897: 0.1703498197019235
Position 6895: 0.0995925503038252
Position 931: 0.09652685368646274
Position 6755: 0.09574754968444192
Position 2620: 0.08956993825576949
Position 483: 0.08914327595593821
Position 1753: 0.08416851223177048
Position 4081: 0.0674458875258001
Position 6931: 0.05120776997507344
Position 398: 0.049981213218939696
Position 912: 0.038935173213110755
Position 3910: 0.03469619443777638
Position 10840: 0.02835213818597917
Position 3358: 0.02599017338616799
Position 7592: 0.02227322074464759
Position 2466: 0.013132018683116373
Position 5462: 0.012559772309817181
Position 1380: 0.011795503304359809
Position 4944: 0.011198989129386655
Position 294: 0.009898675263801697
Position 1199: 0.009877144626664837
Position 1090: 0.009795015533995713
Position 1704: 0.009679422157431691
Position 3484: 0.009608208685834459
Position 2833: 0.009180003167463103
Position 2522: 0.008992483445478773
Position 373: 0.008665229938680272
Position 5746: 0.008642046466246587
Position 2437: 0.008381982152042439
Position 3425: 0.008009959074751431
Position 1954: 0.007736517641499036
Position 5711: 0.00758821076334117
Position 4894: 0.007145310511410211
Position 525: 0.006924926639659669
Position 3990: 0.005944461404214912
Position 355: 0.0056827993994101765
Position 1235: 0.004224091980568057
Position 1029: 0.004105370857941181
Position 7508: 0.004039344912029595
Position 4472: 0.0037242355467382157
Position 4421: 0.003685576636174163
Position 4616: 0.0036268507403094258
Position 563: 0.0035204980383875288
Position 496: 0.002997666027390102
Position 2703: 0.002985402607325882
Position 5133: 0.0029821476910560397
Position 5350: 0.002959594292780047
Position 2292: 0.0028699139468968235
Position 3935: 0.002750543555970081
Position 1449: 0.002727011041229663
Position 4026: 0.002610776401409454
Position 493: 0.0025633480452346025
Position 2251: 0.002465440914169237
Position 3932: 0.0024019248536000797
Position 1634: 0.002378668272249784
Position 1294: 0.0018899688056282361
Position 2224: 0.0018551261096375995
Position 4230: 0.0014987298688453774
Position 1196: 0.001462744716073918
Position 375: 0.0014588174964039326
Position 1362: 0.0012881959432244025
Position 3536: 0.0010870457066683777
Position 2572: 0.0010674206758860363
Position 3893: 0.0010535291669513454
Position 4851: 0.0009408626514968716
Position 2867: 0.0008329648346298926
Position 3066: 0.0007595235333411304
Position 412: 0.000730700831354371
Position 4286: 0.0006982516625746087
Position 2355: 0.0005220105955031415
Position 1608: 0.00041574850133844907
Position 2046: 0.000385323257505285
Position 1639: 0.0003371234912654166
Position 418: 0.00032010718215180273
Position 566: 0.000306436361818352
Position 735: 0.00029361887496030803
Position 2016: 0.00027803008967511176
Position 1499: 0.0002663328472762017
Position 3015: 0.00024158456054536033
Position 1502: 0.00023777443276400291
Position 177: 0.00023015830093335953
Position 2071: 0.0002240343419676325
Position 1900: 0.00020661975746413575
Position 243: 0.00016984225319732822
Position 628: 0.00014987616799083453
Position 779: 0.00014331687866519913
Position 1549: 0.00013946781245721842
Position 1154: 0.0001240485906157103
Position 698: 0.00011300460336385694
Position 808: 9.642710120912632e-05
Position 2234: 4.484416956850561e-05
Position 268: 3.472274190901178e-05
Position 1814: 3.1216599930547515e-05
Position 1866: 2.4228937656257145e-05
Position 975: 2.023055218119056e-05
Position 504: 1.778352907205569e-05
Position 326: 1.4935676795139241e-05
Position 457: 1.4480860850345549e-05
Position 750: 1.2545343821982203e-05
Position 984: 1.0907633602752491e-05
Position 423: 5.802817118233313e-06
Position 318: 4.715032698452904e-06
Position 1419: 4.133164856855734e-06
Position 571: 3.022544335855453e-06
Position 311: 2.4105881259502645e-06
Position 264: 2.308086832784793e-06
Position 339: 1.9352368758891806e-06
Position 436: 1.8873683571345055e-06
Position 993: 1.6725926424314454e-06
Position 700: 1.3297853906714785e-06
Position 332: 1.01578995936347e-06
Position 725: 9.370668511671832e-07
Position 785: 6.669182869306302e-07
Position 658: 6.03873295957553e-07
Position 1732: 4.285466871648935e-07
Position 605: 4.204670390240204e-07
Position 161: 3.6529383027151576e-07
Position 305: 2.806802414494658e-07
Position 633: 2.545251297293618e-07
Position 181: 1.7337778929166373e-07
Position 314: 3.4732976678846914e-10
Position 150: 3.047468214102411e-10
Position 138: 1.4108586293586752e-11
Position 185: 1.225817435666613e-11
Position 195: 1.1163483211437759e-11
