Gene = Il18bp
index = 570
Annotated 5SS: [  46  559  869 1406 1878 2113]
Annotated 3SS: [ 490  803 1213 1753 1964 2319]
SMsplice 5SS: [ 559 1878 2113]
SMsplice 3SS: [1787 1964 2319]
top_k =  500
Partition function (log Z): -0.011276684075729904

Sorted 5' Splice Sites (High to Low Probability):
Position 1878: 0.9866004950007187
Position 559: 0.8944668227201447
Position 2113: 0.8633370981510161
Position 869: 0.37388787986998384
Position 1406: 0.23930242897235685
Position 46: 0.21744668517720972
Position 317: 0.1623250120799055
Position 212: 0.16210687798555104
Position 1417: 0.15030449167641896
Position 975: 0.14154189439156983
Position 138: 0.09161769547950971
Position 1088: 0.08516583095177657
Position 1132: 0.052458997717642994
Position 1116: 0.028350273104576346
Position 2197: 0.02385500962300662
Position 374: 0.011289517508516337
Position 1653: 0.009520288252597169
Position 396: 0.00927840594100192
Position 703: 0.007627412050049823
Position 379: 0.005988295417504679
Position 1227: 0.005765959416774443
Position 327: 0.004454384800402102
Position 190: 0.004389138183439957
Position 2748: 0.003578354745006169
Position 1359: 0.002476766863105338
Position 2085: 0.0022286590215547884
Position 2377: 0.001891199530950041
Position 1081: 0.0014302117568373435
Position 97: 0.0013565257052030348
Position 1375: 0.0011686776984918285
Position 1476: 0.0009717069117667987
Position 2077: 0.0009172412995228185
Position 118: 0.0007531895460736658
Position 2483: 0.0007471908865681957
Position 85: 0.0007023506158110597
Position 1457: 0.0004700651186565257
Position 2670: 0.00042191779273064345
Position 2545: 0.0003483994866347488
Position 2904: 0.00034419088767227577
Position 204: 0.0002800020098629174
Position 632: 0.0002695520883010302
Position 1102: 0.00025722289896627673
Position 2230: 0.00019846523425697343
Position 2039: 0.00018204571998688108
Position 2919: 0.00015481386149396943
Position 101: 0.00014890389412605703
Position 79: 0.0001295702814511311
Position 1051: 0.00010689973169880443
Position 601: 7.26021768513948e-05
Position 987: 5.510039906403057e-05
Position 238: 5.3745193644794e-05
Position 475: 4.267343839176354e-05
Position 739: 4.150729561995422e-05
Position 735: 3.250779228599017e-05
Position 216: 2.99614843897174e-05
Position 577: 2.9306281391081687e-05
Position 111: 2.746682735147654e-05
Position 99: 2.5529952127934738e-05
Position 285: 2.31300778893336e-05
Position 219: 1.7794472570179758e-05
Position 231: 1.4368941277643811e-05
Position 299: 1.3310921706095908e-05
Position 113: 1.1235519096252368e-05
Position 693: 9.257061734711479e-06
Position 292: 9.04172001130645e-06
Position 151: 9.027511368854517e-06
Position 264: 6.9022193514634365e-06
Position 2462: 5.205829781470674e-06
Position 911: 2.225923283457468e-06
Position 465: 1.949807274356046e-06
Position 91: 7.445921650901486e-07
Position 2054: 5.314120048272789e-07
Position 2764: 3.22320829593006e-07
Position 2008: 2.441867108242704e-07
Position 1065: 2.0162805848580482e-07
Position 886: 1.399868462042265e-07
Position 2205: 8.657831253876048e-08
Position 2188: 3.83192034193421e-08
Position 268: 1.7398368401787215e-09
Position 459: 1.5315939765794796e-13

Sorted 3' Splice Sites (High to Low Probability):
Position 1964: 0.9697978486606847
Position 1787: 0.6890733383647027
Position 803: 0.5465616143232379
Position 2319: 0.4447606196683645
Position 450: 0.30782979365561447
Position 1213: 0.2832537316265371
Position 2850: 0.16511660871390813
Position 1753: 0.13437783269681766
Position 3013: 0.12811870097914885
Position 1805: 0.10731769119089811
Position 490: 0.10596661486366103
Position 947: 0.05844398116756183
Position 1725: 0.05599231377385601
Position 2596: 0.05134473419900942
Position 1265: 0.05034342273061979
