Gene = Ccp110
index = 230
Annotated 5SS: [  197  1697  2963  5544 10487 12034 12908 13591 14065 17173 17523 18190
 19208 19902 20421]
Annotated 3SS: [ 1553  2807  5414  8841 11902 12750 13450 13947 17070 17405 18115 19144
 19841 20334 22715]
SMsplice 5SS: [  197  5544 10487 13591 14065 17173 17523 18190]
SMsplice 3SS: [ 5414 10384 13473 13947 17070 17405 18115 22715]
top_k =  500
Partition function (log Z): 8.228241649303808

Sorted 5' Splice Sites (High to Low Probability):
Position 17523: 0.9868663791085449
Position 13591: 0.9820152339572863
Position 18190: 0.9813915593175528
Position 5544: 0.9778648886656481
Position 10487: 0.9309904900195359
Position 17173: 0.8865303601886618
Position 14065: 0.7416250233502037
Position 197: 0.5450562278707946
Position 1697: 0.5099753740136405
Position 12034: 0.4735839943172758
Position 1227: 0.37923819277041776
Position 19208: 0.37506210253423705
Position 1274: 0.3495389132592
Position 12908: 0.1921957745213384
Position 12280: 0.18679863337545846
Position 20188: 0.17304007156117215
Position 244: 0.16026002175794718
Position 18563: 0.15681875046295887
Position 2963: 0.12352663645738443
Position 20210: 0.12246652679511813
Position 186: 0.11802251080959773
Position 11704: 0.11170332686933605
Position 21648: 0.10109173941199286
Position 10762: 0.09778122689684533
Position 1614: 0.09585100676416358
Position 13157: 0.09340869316339016
Position 468: 0.08053186315164447
Position 12067: 0.07377468367097689
Position 15519: 0.0727256265554603
Position 14070: 0.05829954021778478
Position 11466: 0.047062427253072275
Position 20421: 0.04671728358053252
Position 5956: 0.04513934212618669
Position 15374: 0.0373467225916388
Position 20116: 0.037132211178986685
Position 17220: 0.03667131400968389
Position 19673: 0.03614965932359272
Position 18418: 0.03449682085014967
Position 15798: 0.033797316737806324
Position 4118: 0.03326032414232639
Position 17215: 0.032536998110074065
Position 21740: 0.032506922050776606
Position 11750: 0.031099796047684
Position 16915: 0.030462160645403663
Position 3963: 0.03039302961353137
Position 15546: 0.027628386405950632
Position 15618: 0.026889955375721933
Position 22912: 0.026600409998982298
Position 1264: 0.025892070240892677
Position 1030: 0.025377923085775224
Position 4919: 0.022924214593655484
Position 18020: 0.022553823367641463
Position 5630: 0.021884481373795155
Position 754: 0.02046946562572343
Position 2754: 0.020300818316967253
Position 16796: 0.017585865115563395
Position 297: 0.01747780457307087
Position 22949: 0.016855282836076717
Position 19902: 0.015322093490310627
Position 3403: 0.015140011821986212
Position 2931: 0.014256742222360903
Position 19684: 0.01410914537757972
Position 18290: 0.01382887813962583
Position 15635: 0.01324172805012769
Position 445: 0.013143551216089785
Position 1096: 0.012695375644657787
Position 2916: 0.011763336597281411
Position 20821: 0.011628330370802065
Position 2465: 0.010649873195634842
Position 17240: 0.010629152605806035
Position 1728: 0.010149589157329865
Position 4899: 0.009486013961814845
Position 4945: 0.00925800105886831
Position 1425: 0.00845937636222484
Position 216: 0.008430076091851538
Position 2197: 0.008231633677291784
Position 3022: 0.007809889071190119
Position 1278: 0.007444548727376352
Position 312: 0.007024865245425128
Position 13613: 0.007012852940204473
Position 1748: 0.006652320121745883
Position 14385: 0.006367667605398529
Position 17335: 0.005853053495087209
Position 431: 0.005504834643398619
Position 2918: 0.0054942553753374234
Position 1872: 0.005352801823384873
Position 14850: 0.005154721532691358
Position 365: 0.004811908962217802
Position 17326: 0.004480152202428821
Position 953: 0.004438109401526133
Position 16926: 0.004336808654407821
Position 15358: 0.004162410139253951
Position 16902: 0.0038004499446226228
Position 4844: 0.0036145048991697857
Position 4475: 0.0035203206636409234
Position 14831: 0.00332132875325458
Position 66: 0.0032690218681016027
Position 15458: 0.0028843924952514912
Position 12877: 0.0027499545037144844
Position 3924: 0.002453690664174985
Position 17123: 0.002348827759132933
Position 940: 0.0023225897132578954
Position 20848: 0.0022816572345506552
Position 13831: 0.0021678856988971394
Position 2948: 0.0021231799940518055
Position 17699: 0.0020712305455549396
