Gene = Hrk
index = 547
Annotated 5SS: [381]
Annotated 3SS: [14729]
SMsplice 5SS: [ 381 6272]
SMsplice 3SS: [ 6131 18978]
top_k =  500
Partition function (log Z): -17.043641368102588

Sorted 5' Splice Sites (High to Low Probability):
Position 6272: 0.701899267792919
Position 381: 0.6302453526961493
Position 3013: 0.3192157056791122
Position 128: 0.2888302258413221
Position 3354: 0.2462663188208156
Position 5261: 0.21812847552013684
Position 1512: 0.18180034820746852
Position 2662: 0.16657772311733682
Position 1767: 0.13544515888800224
Position 1722: 0.11840372922236331
Position 4561: 0.11622255246534716
Position 1913: 0.10145134859598408
Position 2657: 0.07689079032147803
Position 269: 0.040887574797443385
Position 5235: 0.03437882848730319
Position 2941: 0.03188216863489793
Position 1647: 0.03079957470707528
Position 1376: 0.018718533832271716
Position 310: 0.018487589678716956
Position 7545: 0.017016414414186498
Position 1342: 0.016778284401276412
Position 1249: 0.015066004229767442
Position 6255: 0.007982529515902755
Position 1394: 0.007011005010960452
Position 504: 0.005358423818777484
Position 9602: 0.005262108990858256
Position 3020: 0.004630609508709369
Position 1433: 0.004401621533070722
Position 456: 0.003497663731267342
Position 1447: 0.0031259819766962125
Position 186: 0.0018115463259532757
Position 253: 0.0008946902286373548
Position 1733: 0.0008847575341054889
Position 2182: 0.0007505712445451796
Position 1566: 0.0006145028915518901
Position 1318: 0.0005643794905843843
Position 1421: 0.0004908391815992615
Position 1552: 0.00043401114368996405
Position 337: 0.00037526723894427255
Position 1684: 0.00026668919982424143
Position 1278: 0.00014742446807090593
Position 79: 0.0001444829846360046
Position 1440: 0.0001282473027348704
Position 481: 0.0001161199781705208
Position 1350: 8.281117357212323e-05
Position 6489: 4.690976063844479e-05
Position 1516: 3.5008450880919834e-05
Position 1501: 3.439556640624963e-05
Position 1305: 3.2617361538568766e-05
Position 84: 3.1807178865384976e-05
Position 1043: 5.279417968483856e-06
Position 43: 5.132164893496508e-06
Position 77: 5.035058464164705e-06
Position 37: 5.004281377944345e-06
Position 1026: 4.615276538397788e-06
Position 45: 3.4382799651478384e-06
Position 1121: 3.0645818988426445e-06
Position 10: 3.0053047849621433e-06
Position 1123: 2.112677750681545e-06
Position 921: 1.2501114667951719e-06
Position 989: 5.88466753822014e-07
Position 1074: 5.546546077292863e-07
Position 926: 5.302344381793241e-07
Position 915: 5.195595061579802e-07
Position 1090: 8.443965510673324e-08
Position 987: 6.448315763367912e-08
Position 1291: 6.343583674215026e-08
Position 1041: 3.296038732745925e-08
Position 613: 1.2873027899880427e-08
Position 1444: 6.12689245659433e-11
Position 1179: 7.004085269313871e-14

Sorted 3' Splice Sites (High to Low Probability):
Position 6131: 0.7544784440990517
Position 7406: 0.38399138122378657
Position 5143: 0.26407150299673865
Position 14729: 0.25820437946168356
Position 3223: 0.2513381578982373
Position 2890: 0.21660479888203638
Position 1228: 0.1695972070145028
Position 1634: 0.13186707381201193
Position 1609: 0.1135032735822422
Position 2508: 0.10225960856707766
