Gene = Nmu
index = 755
Annotated 5SS: [  234  5438 13677 18350 19725 19867 23027 26351 27966]
Annotated 3SS: [ 5378 13628 18289 19694 19815 22957 26296 27925 30110]
SMsplice 5SS: [  234  5494  8692 13677 18350]
SMsplice 3SS: [ 5378  8577 13599 18289 30110]
top_k =  500
Partition function (log Z): -10.186094313474872

Sorted 5' Splice Sites (High to Low Probability):
Position 234: 0.9963484453209465
Position 8692: 0.8075046453644434
Position 18350: 0.8030495523525739
Position 13677: 0.7167414707161649
Position 5494: 0.5117286398869924
Position 418: 0.5110031882055652
Position 5438: 0.4687705418405245
Position 854: 0.37247719184288586
Position 19867: 0.2642416469535182
Position 14626: 0.22108300428004626
Position 4322: 0.09913059844300849
Position 11873: 0.08557808062506662
Position 4155: 0.0844788421847387
Position 718: 0.0767908023350792
Position 3034: 0.06169804871813785
Position 518: 0.060753907087020526
Position 622: 0.048555478514992326
Position 2826: 0.04541846363374853
Position 5789: 0.02731548520659674
Position 817: 0.02138020894353346
Position 1226: 0.02043311014233975
Position 1078: 0.011893122109238723
Position 5458: 0.011870870657834678
Position 2693: 0.01186038189882594
Position 9872: 0.010677571748025406
Position 8069: 0.01014491361937853
Position 2082: 0.00986058879936588
Position 5739: 0.008244137798479479
Position 3846: 0.007960845298278245
Position 76: 0.00669337711780299
Position 2989: 0.006032055943491234
Position 6017: 0.005572291698742596
Position 5217: 0.005278742547546655
Position 964: 0.00478044765838489
Position 3836: 0.0046546967650186516
Position 7801: 0.0036336356974603625
Position 3151: 0.0035478073537204965
Position 1353: 0.0030027313517434445
Position 5640: 0.0028651590288499896
Position 5826: 0.002411852298006771
Position 5955: 0.0022819782872346506
Position 6333: 0.0022506744930412595
Position 6721: 0.0022236156657037326
Position 1324: 0.0021696670451667233
Position 1203: 0.002032632313642743
Position 7753: 0.0019723121287315943
Position 83: 0.0014536943999198073
Position 401: 0.0012021325503000335
Position 7758: 0.001158318943819295
Position 13018: 0.0011162375939971236
Position 6369: 0.0010525225676879778
Position 7229: 0.0007798779530089359
Position 5662: 0.0005378848305185181
Position 550: 0.0003858713801691686
Position 597: 0.0002218933475297817
Position 653: 0.00017117621854690542
Position 584: 0.00016687284766155516
Position 450: 9.426972456190439e-05
Position 9760: 8.645727616671516e-05
Position 8684: 7.569645377195998e-05
Position 682: 5.996629243204051e-05
Position 792: 4.8487421279315366e-05
Position 689: 3.108603707316636e-05
Position 862: 2.373157947268565e-05
Position 148: 1.067264571631293e-05
Position 90: 1.0085054091106532e-05
Position 216: 8.151220818566859e-06
Position 132: 7.987275435374617e-06
Position 138: 7.403296651250984e-06
Position 118: 6.140607250488611e-06
Position 589: 5.959570740359585e-06
Position 637: 5.630748905135408e-06
Position 5: 3.2342279656299706e-06
Position 190: 1.5951420572038224e-06
Position 1102: 9.978868233899803e-07
Position 751: 6.082490958264503e-07
Position 506: 5.52056040976244e-07
Position 7: 4.525454511420392e-07
Position 487: 6.006742467771846e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 5378: 0.9850453891589985
Position 18289: 0.8729802615667477
Position 8577: 0.8106474871671364
Position 13599: 0.546915772455127
Position 355: 0.5371359956245317
Position 19815: 0.339270650338699
Position 487: 0.3253905938818511
Position 21619: 0.3249667784322441
Position 22646: 0.26866955224312017
Position 13628: 0.13908485995236908
Position 761: 0.1358645768076272
Position 14547: 0.1286046885267394
Position 14487: 0.10949060918365762
Position 18500: 0.08215513669869108
Position 11698: 0.07755256129274257
Position 2823: 0.05239873922612948
Position 13343: 0.04580003002020203
Position 737: 0.04304878983258427
Position 4237: 0.042136963732768096
Position 3944: 0.041508378617222196
Position 4044: 0.04056552212288031
Position 19078: 0.03763243261033361
Position 4259: 0.036161552359110824
Position 963: 0.03245359832676203
Position 5609: 0.028654532608257108
Position 2944: 0.019055617709667443
Position 4000: 0.018500994515364824
Position 13507: 0.017776004923646137
Position 5083: 0.0171887626579989
Position 297: 0.015982161727903572
Position 3708: 0.01552626384035847
Position 2601: 0.015306855073198195
Position 19116: 0.014596648983003491
Position 2636: 0.012073230812087379
Position 2874: 0.010897522286919452
Position 15393: 0.010312412354357113
Position 11806: 0.010269686738317919
Position 5900: 0.010198821689183334
Position 9791: 0.009488717814424197
Position 2803: 0.009311410236918933
Position 14958: 0.0091482756239295
Position 689: 0.009126935386492846
Position 7952: 0.008640968049514424
Position 3006: 0.008288237691389122
Position 12883: 0.008142819131965668
Position 517: 0.007401975236965454
Position 10015: 0.0073771299754562675
Position 7650: 0.0071922277511376545
Position 13972: 0.006866398020903668
Position 155: 0.006789244324348519
Position 16953: 0.006458424893880099
Position 374: 0.005230724492148115
Position 1900: 0.004626804125323748
Position 987: 0.004554579991811096
Position 5738: 0.003749201277954825
Position 629: 0.0035771289914892338
Position 1729: 0.0034958131648752757
Position 621: 0.0033188642481463506
Position 8550: 0.0032444416475119467
Position 12159: 0.002933908871353589
Position 5726: 0.002602584430889926
Position 705: 0.0021052864351083587
Position 378: 0.0020029102198895195
Position 12135: 0.001874411945873144
Position 5587: 0.0018563692345773776
Position 649: 0.0018442850450692725
Position 11375: 0.0017910965602767979
Position 14020: 0.0017726994915834267
Position 12591: 0.0017450275385411246
Position 9796: 0.0016373342896934965
Position 8592: 0.0016202703842437027
Position 4087: 0.0016098614926732316
Position 6187: 0.0015414157598556228
Position 1173: 0.001350468312617734
Position 539: 0.0012832891755509338
Position 1996: 0.0012450600757425725
Position 717: 0.0012167443985750394
Position 143: 0.0011555243343823749
Position 14854: 0.001140954583765185
Position 2377: 0.001118578617169465
Position 10491: 0.001050473812130088
Position 6604: 0.0009568672053661562
Position 7986: 0.0008748910796229489
Position 6645: 0.0008489801537479741
Position 9967: 0.0007931125879565565
Position 7109: 0.0007798779530089354
Position 10894: 0.0007246038240434885
Position 7777: 0.0006825508503403109
Position 13669: 0.0006209693171781478
Position 11239: 0.0006034756333406971
Position 10585: 0.0005243316685997625
Position 1960: 0.0004945921428233995
Position 1139: 0.0004712118805205986
Position 1021: 0.0004349260890459274
Position 6648: 0.0004177683065896023
Position 10831: 0.000353414199051658
Position 10879: 0.0003345519012360138
Position 8894: 0.000312488499248265
Position 1225: 0.00027245203626780496
Position 6902: 0.0002562271098398626
Position 9449: 0.00022169360843967033
Position 8800: 0.00021725496314902611
Position 3805: 0.00021544601066604405
Position 11575: 0.0001902854859635437
Position 10876: 0.00018067657201262097
Position 10565: 0.00016370723336533262
Position 10735: 0.00015160818799850532
Position 9836: 0.00013771900607253225
Position 10530: 9.32819902214572e-05
Position 544: 7.193857565000667e-05
Position 9298: 6.548076332618801e-05
Position 2988: 5.7362858678788674e-05
Position 576: 5.041282381960512e-05
Position 398: 2.7341262682299664e-05
Position 2335: 2.5034704069707353e-05
Position 2138: 2.4168331696096496e-05
Position 221: 2.2627039477262356e-05
Position 9506: 2.1521702313538454e-05
Position 390: 2.0206146018580083e-05
Position 6925: 1.2038566505682184e-05
Position 769: 8.169381662318887e-06
Position 837: 6.572733425232405e-06
Position 550: 6.118809752173565e-06
Position 797: 4.518557074219746e-06
Position 417: 4.424900691597262e-06
Position 5565: 4.026440430846465e-06
Position 413: 3.897251501652987e-06
Position 659: 3.781359425487666e-06
Position 635: 3.424311382060254e-06
Position 496: 1.890251345429337e-06
Position 783: 1.8000604570508994e-06
Position 423: 1.7709346026137681e-06
Position 653: 1.7167031258937875e-06
Position 605: 1.2695268051783091e-06
Position 1293: 7.950470617732637e-07
Position 671: 7.413414150593402e-07
Position 1197: 5.200477692977537e-07
Position 1148: 3.791583752091159e-07
Position 435: 1.9171415077763179e-07
Position 74: 1.896561254659921e-07
Position 233: 1.6385167403825318e-07
Position 128: 7.95865376013354e-08
Position 112: 7.94667184370806e-08
Position 597: 6.82066661678843e-08
Position 903: 2.5716881623630988e-08
Position 82: 1.881049290826858e-08
Position 90: 1.8735659067084523e-08
Position 97: 1.683897170325486e-08
Position 238: 1.2421965265992202e-08
Position 115: 9.03873479126281e-09
Position 95: 5.679440420829366e-09
Position 107: 1.4228984185494092e-09
Position 450: 4.744536143928527e-10
Position 125: 3.433959323277698e-11
Position 607: 3.157460962319893e-15
Position 637: 2.4784537684588024e-15
