Gene = Mto1
index = 723
Annotated 5SS: [  303  1411  1628  4846  9115  9399  9840 12830 13484 16795 22584]
Annotated 3SS: [ 1210  1509  4555  9001  9207  9708 12624 13311 16675 22422 25581]
SMsplice 5SS: [  303  1411  9115  9399  9840 13484 16795 18671 22584]
SMsplice 3SS: [ 1210  9001  9207  9708 13343 16675 18457 22422 25581]
top_k =  500
Partition function (log Z): 1.913143021542433

Sorted 5' Splice Sites (High to Low Probability):
Position 9115: 0.9990615996277574
Position 16795: 0.9807832090345865
Position 9399: 0.9435456063924224
Position 22584: 0.9225600415110716
Position 9840: 0.8821974986308754
Position 1411: 0.7609191132747961
Position 303: 0.735537020035573
Position 18671: 0.6734534517226749
Position 12830: 0.6444375821134235
Position 13484: 0.624516964299455
Position 997: 0.5432904577197927
Position 13387: 0.2690771713355713
Position 25342: 0.2605408887951791
Position 13001: 0.24696489583719367
Position 5141: 0.1849057320247395
Position 3892: 0.18174753701592258
Position 3921: 0.1635488210942791
Position 4846: 0.14019591831385458
Position 1446: 0.10810117946617949
Position 11818: 0.10740105080184045
Position 22906: 0.10704019606328702
Position 5466: 0.09017057382524651
Position 1628: 0.08557339444210921
Position 1343: 0.0661705469424944
Position 433: 0.06187528163752394
Position 51: 0.05766424356060039
Position 520: 0.05048464841603621
Position 14644: 0.036562816236851106
Position 19445: 0.036188179104994424
Position 25456: 0.0324730849955989
Position 6162: 0.03089427022387234
Position 12229: 0.024316107648537016
Position 15676: 0.022813951574694794
Position 22889: 0.022744997653344638
Position 1316: 0.019470593718136392
Position 4714: 0.015211627598992838
Position 203: 0.01320649116849797
Position 1433: 0.010216895030617856
Position 9533: 0.00883439178571335
Position 57: 0.008214658658213043
Position 9427: 0.007378019235928024
Position 569: 0.006943665416642936
Position 22762: 0.005440293425239017
Position 956: 0.004670570430223714
Position 3247: 0.004482197581714754
Position 10661: 0.003960120348771959
Position 559: 0.0038994502821536213
Position 959: 0.003725223418025619
Position 24113: 0.0034132651797250924
Position 381: 0.0030731578409920303
Position 2337: 0.003002171092246815
Position 390: 0.002958791580472083
Position 9263: 0.0025646319233541036
Position 12743: 0.0024308634046037118
Position 17012: 0.0020364407087698575
Position 337: 0.0016173492609490906
Position 971: 0.001593677239425597
Position 11491: 0.0015850951448651341
Position 66: 0.0015780923694454778
Position 918: 0.0014600092507451048
Position 10458: 0.0010870311596105603
Position 584: 0.0010535860388387747
Position 683: 0.0010426389024468048
