Gene = Pmvk
index = 827
Annotated 5SS: [  199  9908 13136]
Annotated 3SS: [ 9754 13005 13972]
SMsplice 5SS: [  199  9908 13136]
SMsplice 3SS: [ 9712 13005 13972]
top_k =  500
Partition function (log Z): -2.4286452551478934

Sorted 5' Splice Sites (High to Low Probability):
Position 13136: 0.9850733704318149
Position 199: 0.8513582665784581
Position 9908: 0.7708995204836708
Position 2376: 0.4758783603723917
Position 7405: 0.3031265332685193
Position 5209: 0.28579787975886967
Position 7349: 0.20652792975728837
Position 402: 0.17334043755892098
Position 158: 0.13830975567986645
Position 13510: 0.10090308960959894
Position 4924: 0.09772929601885408
Position 4967: 0.09668942017491208
Position 2449: 0.08592898290393872
Position 2682: 0.05975789010412142
Position 5048: 0.0516251444602024
Position 12853: 0.024558210764502212
Position 2638: 0.011127107824504358
Position 14247: 0.01004330004434389
Position 10082: 0.009977237606992413
Position 13376: 0.007454149337068115
Position 13444: 0.0066405652445524765
Position 3350: 0.006592138668831507
Position 14195: 0.006032334418055495
Position 179: 0.005491326496474786
Position 5862: 0.004790352487633375
Position 13835: 0.0038499289738867836
Position 4578: 0.003776324124317394
Position 13884: 0.00261058339472862
Position 13140: 0.0025228576181594367
Position 13009: 0.0024806339827168427
Position 3123: 0.0017983217719078118
Position 209: 0.0016351450930559982
Position 2364: 0.0015259098502499783
Position 2711: 0.001339354181482401
Position 13372: 0.0012819473923431437
Position 3687: 0.0011476104130451806
Position 13473: 0.0009637594840363003
Position 358: 0.0008984300591084372
Position 13825: 0.0008752794386722143
Position 538: 0.0008059378129134159
Position 13792: 0.0007353762784344418
Position 1805: 0.0007122829273278042
Position 505: 0.0006308577826690507
Position 154: 0.0005949059911355447
Position 14230: 0.0004955146239463909
Position 14172: 0.0004429281593880029
Position 548: 0.0004299435221508378
Position 553: 0.00039667437919359966
Position 507: 0.0003528630195316004
Position 413: 0.00033959389816107087
Position 879: 0.0003361339189475446
Position 184: 0.00031424809375370173
Position 386: 0.00022200344377598088
Position 3289: 0.00020431300863034765
Position 1741: 0.00020010637529286034
Position 1192: 0.00020010071635405999
Position 13594: 0.00019673011071048475
Position 1359: 0.0001959487397284217
Position 787: 0.00018797899937033084
Position 2384: 0.0001727626065760212
Position 492: 0.00016691547741259905
Position 558: 0.00015504337226521727
Position 224: 0.0001486206284726969
