Gene = Sprr2h
index = 1021
Annotated 5SS: [40]
Annotated 3SS: [927]
SMsplice 5SS: [40]
SMsplice 3SS: [927]
top_k =  500
Partition function (log Z): -8.154848328971992

Sorted 5' Splice Sites (High to Low Probability):
Position 40: 0.9788494478671139
Position 640: 0.036387897752616416
Position 723: 0.017749601047795813
Position 142: 0.010726210134774037
Position 224: 0.0037751165579971253
Position 1039: 0.002680631362667467
Position 1311: 0.0020414971665745994
Position 1275: 0.0019483274264460138
Position 808: 0.0009666874496537964
Position 494: 0.000757265735439648
Position 1093: 0.0006950395588708833
Position 10: 0.000634247266087928
Position 194: 0.0005494626829955683
Position 1012: 0.00043463100861778335
Position 460: 0.0004221054845526871
Position 1066: 0.00039266132698055167
Position 323: 0.00038479738598243767
Position 1120: 0.0003823392037272599
Position 644: 0.00035530145426122735
Position 599: 0.0003307180739164314
Position 1324: 0.00028387610237604597
Position 819: 0.00027516937956409204
Position 562: 0.00015700647908965738
Position 995: 0.00015410890037806184
Position 166: 0.00014790584581793743
Position 443: 0.0001410121573887237
Position 231: 0.000138677033032747
Position 1252: 0.00012085199017651634
Position 630: 0.00010443717507086539
Position 107: 0.00010357124810639772
Position 1147: 0.00010085360568685399
Position 399: 8.848835522021084e-05
Position 727: 8.257721460277314e-05
Position 137: 7.983569008310989e-05
Position 718: 7.780241995492631e-05
Position 589: 7.35718156137555e-05
Position 130: 7.286464501994575e-05
Position 793: 5.860048220306176e-05
Position 516: 5.138626924896871e-05
Position 1387: 4.871575305362593e-05
Position 755: 4.800794494343535e-05
Position 1437: 3.40122511383663e-05
Position 44: 2.8492853732325272e-06
Position 380: 2.664363416854245e-06
Position 403: 2.011090841386159e-06
Position 358: 1.3048115326407627e-06
Position 66: 9.507465135190187e-07
Position 128: 8.563310756370734e-07
Position 363: 5.184123060470997e-07
Position 110: 5.181483375110747e-07
Position 200: 4.956518531021081e-07
Position 206: 3.762466335538752e-07
Position 406: 3.647935240801071e-07
Position 1174: 1.6702460573778835e-07
Position 827: 1.3746083001851715e-07
Position 355: 1.3219487407297736e-07
Position 825: 1.0114916524318519e-07
Position 612: 9.052752434169928e-08
Position 671: 8.41315605961889e-08
Position 705: 1.599070601349845e-08
Position 397: 9.056635404461163e-13

Sorted 3' Splice Sites (High to Low Probability):
Position 927: 0.409525718564301
Position 402: 0.2880812803452447
Position 1249: 0.037254095162707786
Position 1174: 0.03192540785388397
Position 1210: 0.03135176986380553
Position 1207: 0.023014010402147768
Position 961: 0.022448002724335264
Position 1335: 0.02206983045934663
Position 549: 0.020591743126792638
Position 1360: 0.014999892586711734
Position 589: 0.014835643372083927
Position 1465: 0.013771758079324972
Position 1093: 0.013095704545601753
Position 1505: 0.012657218854979795
Position 1147: 0.012435356701580032
Position 1012: 0.009298601883658008
Position 636: 0.008471156110508938
Position 1066: 0.0076100747203467186
Position 1120: 0.007513453891190917
Position 191: 0.0074770505650917215
Position 1039: 0.007188906929320599
Position 703: 0.006281558876938877
Position 264: 0.006085407893391651
Position 1551: 0.005551165417552291
Position 509: 0.005150761422270067
Position 964: 0.00496752824279929
Position 1462: 0.004285528410560762
Position 206: 0.0022181761501179438
Position 141: 0.0013602595223692565
Position 1395: 0.0008580041396352951
Position 1586: 0.0008116459955680983
Position 1252: 0.0007901156405917384
Position 379: 0.0007538201056506241
Position 522: 0.0006660200788315692
Position 967: 0.0006537515506605485
Position 935: 0.0005874164774397312
Position 350: 0.0005291702928947046
Position 677: 0.000497792709691201
Position 1432: 0.0004308493935291834
Position 1154: 0.00038556809476910845
Position 1489: 0.0003363983746509696
Position 1100: 0.00033429264948390717
Position 705: 0.0002991704605961739
Position 1127: 0.00024528563870159165
Position 837: 0.0002223281107602942
Position 128: 0.00020636347111964058
Position 193: 0.00019761364649882447
Position 1046: 0.0001962494637958385
Position 1019: 0.00018434966340460682
Position 1621: 0.00018155451243581405
Position 438: 0.00016761452790437626
Position 1589: 0.00015542114938511776
Position 640: 0.00014348790868911788
Position 276: 0.00014131716366318914
Position 755: 0.00013454454307553515
Position 1264: 0.00011844929423293785
Position 739: 0.00010177684899871001
Position 532: 0.00010003925022633841
Position 902: 8.635652343649678e-05
Position 464: 8.065621015500572e-05
Position 900: 7.955093589464044e-05
Position 457: 7.928465034988071e-05
Position 942: 6.6067512722879e-05
Position 736: 5.647797511888807e-05
Position 869: 5.242268817100842e-05
Position 1298: 4.4246856418734144e-05
Position 316: 4.4066575219157436e-05
Position 291: 4.031386026241198e-05
Position 985: 3.8673273332062896e-05
Position 1282: 3.702708194284753e-05
Position 884: 3.636007972220256e-05
Position 1437: 3.5019160396111525e-05
Position 1285: 3.263591541633685e-05
Position 124: 2.944703085180152e-05
Position 779: 2.8042243257055755e-05
Position 173: 2.719395838537516e-05
Position 155: 2.707581829171069e-05
Position 1513: 2.704794017884121e-05
Position 149: 2.08978011328482e-05
Position 599: 4.424383683171387e-06
Position 99: 1.3974485555324636e-07
Position 175: 2.0442679396050547e-08
Position 166: 1.3628609721100427e-08
Position 101: 9.360222148969657e-09
Position 327: 8.236054032883231e-09
Position 358: 1.794966082062842e-09
Position 363: 1.5488458208592627e-09
