Gene = Insc
index = 580
Annotated 5SS: [   241  23267  45532  46533  48328  58827  65963  83440  89166  96424
  99407 100763]
Annotated 3SS: [ 23165  45185  46479  48203  58712  65836  83267  88986  96356  99250
 100685 104049]
SMsplice 5SS: [   241    567  21349  23267  41995  45308  46533  48328  50452  58827
  65963  83440  89166  96046  96424  99407 100763 103394]
SMsplice 3SS: [   462  21146  23165  41819  45185  46418  48203  50226  58712  65836
  83267  88986  95933  96356  99250 100685 103297 104049]
top_k =  500
Partition function (log Z): -63.85026276416557

Sorted 5' Splice Sites (High to Low Probability):
Position 567: 0.789376812252898
Position 241: 0.6594244000583431
Position 3123: 0.26995935534542387
Position 3269: 0.20989900922681423
Position 6948: 0.20357054581555667
Position 2672: 0.14018233757029877
Position 10949: 0.07774687035202645
Position 245: 0.05776172651208378
Position 574: 0.052090308969840314
Position 4284: 0.03795962555589839
Position 3245: 0.03174473114487514
Position 4159: 0.029702010018807803
Position 56: 0.024201928177594187
Position 333: 0.02194743111282463
Position 369: 0.021288158817742122
Position 182: 0.020047781496638217
Position 349: 0.013568307530669316
Position 359: 0.01307604640544321
Position 476: 0.008993967490954139
Position 4374: 0.008311437656120302
Position 4187: 0.007802815627027229
Position 1573: 0.005983773274889071
Position 581: 0.0034181099299056064
Position 779: 0.003338068880574867
Position 1629: 0.0016940217517602539
Position 925: 0.001154946313598774
Position 1602: 0.0007489464752553235
Position 2360: 0.0006702274202745321
Position 1830: 0.0005434468511897822
Position 85: 0.00039269053716923196
Position 93: 0.00030578241825383634
Position 363: 0.000268797147642829
Position 375: 0.0002240506748058351
Position 787: 0.00021160881431683972
Position 230: 0.00020878781626333434
Position 343: 0.00018852295349766764
Position 1280: 0.0001811170998788673
Position 355: 0.0001396880058230125
Position 311: 0.00013703207222509774
Position 463: 7.134415499388639e-05
Position 335: 5.651511689733931e-05
Position 170: 4.871431573872694e-05
Position 389: 3.0231943223561494e-05
Position 225: 2.201686534310843e-05
Position 314: 1.7843141369069796e-05
Position 431: 1.392807032834101e-05
Position 1423: 1.2673776655486365e-05
Position 128: 8.047754447528301e-06
Position 903: 2.129500187385391e-06
Position 433: 1.2448849025131728e-06
Position 549: 1.0651608971238823e-06
Position 1472: 5.489639112842072e-07
Position 1295: 5.434007185160917e-07
Position 625: 5.011655918189741e-07
Position 26: 9.437467187720819e-08
Position 46: 7.953116715708549e-08
Position 584: 3.056280574782188e-08
Position 123: 9.254563105577815e-09
Position 379: 4.498215197066725e-09
Position 373: 3.1217010801665552e-09
Position 341: 2.6243888613507845e-09
Position 347: 2.398762181473094e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 462: 0.47020323341971954
Position 3018: 0.35781695793540114
Position 6830: 0.3063875738994572
Position 10700: 0.25011227880447
Position 7103: 0.14209345806169013
Position 2948: 0.08338044554919756
Position 475: 0.08083809266299267
Position 2537: 0.07906142851367876
Position 8572: 0.07024459933623987
Position 451: 0.0651617296044249
Position 1928: 0.06499258826227641
Position 324: 0.06121472517287341
Position 6221: 0.05516191242162968
Position 3122: 0.05341870954035144
Position 11624: 0.04979593162280658
Position 3361: 0.04662607951983211
Position 6015: 0.04660383065595771
Position 2564: 0.04560639507499419
Position 4179: 0.04331781786424574
Position 4049: 0.042094200402861784
Position 4033: 0.033957237944744326
Position 5767: 0.02845196329977108
Position 11072: 0.027950938729219072
Position 3216: 0.024680019096347684
Position 1719: 0.02219671066108185
Position 677: 0.01606414095038885
Position 700: 0.014786087033912376
Position 1335: 0.014713012272300565
Position 5458: 0.013245003775896389
Position 2303: 0.01106187548117705
Position 7316: 0.010578532580201421
Position 7469: 0.009800672206598561
Position 5372: 0.00629460583844427
Position 5809: 0.0057434485196510895
Position 2608: 0.005307853507985869
Position 1510: 0.0046093999104737165
Position 5610: 0.004589041463525905
Position 2452: 0.0042137310559503946
Position 5109: 0.003894505852933393
Position 3678: 0.0036234511823852416
Position 2153: 0.002713774684681121
Position 485: 0.0026309225560227373
Position 161: 0.002432156348820258
Position 6931: 0.002401931713272837
Position 3198: 0.0023627948178952343
Position 644: 0.002003862107044831
Position 3386: 0.002002961886602933
Position 515: 0.0019685953413325625
Position 1208: 0.0019301525945461303
Position 2701: 0.0018958478677583584
Position 541: 0.001841274776200171
Position 1446: 0.0017762376506200931
