Gene = Ubfd1
index = 1159
Annotated 5SS: [ 310  819 1815 4593 4841 9016]
Annotated 3SS: [  488  1605  4526  4734  8932 11274]
SMsplice 5SS: [ 310 1815 4593 4841 9016]
SMsplice 3SS: [ 1605  4526  4734  8932 11274]
top_k =  500
Partition function (log Z): -1.051175607056548

Sorted 5' Splice Sites (High to Low Probability):
Position 9016: 0.9622928342678776
Position 1815: 0.9612751619868999
Position 310: 0.8723056499252605
Position 4841: 0.8381399609946477
Position 4593: 0.8377704396234561
Position 11445: 0.5814705013530379
Position 13224: 0.513262290839174
Position 819: 0.38138830296947573
Position 8251: 0.2422163854718227
Position 13961: 0.18321273953696124
Position 11970: 0.15970169015016528
Position 8442: 0.1371035882541987
Position 11517: 0.12220485031182896
Position 14196: 0.11828620730491965
Position 674: 0.11462543678343828
Position 3677: 0.10071169367138046
Position 1982: 0.09864976894887964
Position 6706: 0.08226809742686782
Position 11541: 0.06949522533484175
Position 11016: 0.06247697336185097
Position 1986: 0.05703496373977491
Position 13504: 0.055516715221463564
Position 3776: 0.050197592413837235
Position 6312: 0.047201122826527386
Position 11908: 0.04399126089130401
Position 8094: 0.03426031017937539
Position 702: 0.03150891795430036
Position 12675: 0.025391256715368127
Position 8680: 0.024878524919606668
Position 5107: 0.024240026121312864
Position 7507: 0.024171439653720074
Position 2196: 0.02156192786947014
Position 764: 0.019339254938416536
Position 3370: 0.018846574482001204
Position 208: 0.016729141948013154
Position 1707: 0.016431599221958724
Position 10995: 0.016275431409372407
Position 263: 0.01576867428203091
Position 9877: 0.013490487983737144
Position 9156: 0.01294278628158827
Position 1314: 0.012873561320224611
Position 12902: 0.011738913545429287
Position 3121: 0.00998499535738793
Position 11125: 0.009896774804693267
Position 10568: 0.007229471111020372
Position 331: 0.007174980140649027
Position 12797: 0.006762975496434073
Position 10769: 0.006716806629531339
Position 12802: 0.006454194758521322
Position 8856: 0.006155797007163589
Position 421: 0.006093583918078942
Position 581: 0.005600723156974941
Position 9718: 0.004879417828478785
Position 11423: 0.003641360480452338
Position 961: 0.0035491479739562246
Position 10745: 0.0030212073207731703
Position 9746: 0.0022895013768459314
Position 10719: 0.0022296504470970045
Position 784: 0.0021114849327059297
Position 1104: 0.0020952260142550077
Position 9730: 0.00206276805584772
Position 11747: 0.0018288568879501004
Position 1629: 0.001745090713110446
Position 897: 0.0016189180752301795
Position 8894: 0.0014634123017633592
Position 5608: 0.0013550057993202934
Position 5468: 0.0009471019977953063
Position 3739: 0.000866796014720824
Position 758: 0.000749258066439669
Position 3781: 0.0007387374483826669
Position 4789: 0.0006946125429272416
Position 153: 0.0006596153941848901
Position 10713: 0.0005622135928479492
Position 2066: 0.0005397617644547898
Position 4333: 0.0005314345404099587
Position 3233: 0.0004676339438077024
Position 9791: 0.000343670303596663
Position 5342: 0.000336969322316388
Position 3090: 0.0003192142834326359
Position 175: 0.0003115290670114862
Position 1029: 0.00029138458860181133
Position 5756: 0.00026401004268310083
Position 7491: 0.0001949191748748716
Position 335: 0.00019486118866712205
Position 719: 0.00019360693623933918
Position 1680: 0.000185376402214351
Position 1137: 0.000171016356568681
Position 1307: 0.00016872811569448984
Position 1268: 9.71156709386633e-05
Position 4955: 9.127447503102407e-05
Position 11525: 6.156614087433455e-05
Position 1053: 6.035539476132624e-05
Position 6392: 5.3230633751830085e-05
Position 190: 3.675267965594944e-05
Position 257: 3.375250776145382e-05
Position 369: 3.164821104489695e-05
Position 192: 3.0117265877321488e-05
Position 118: 2.40697077867818e-05
Position 269: 2.3189571248665e-05
Position 404: 2.2713692188794642e-05
Position 272: 1.6039523856227674e-05
Position 314: 1.535628067115188e-05
Position 439: 1.1748336990713846e-05
Position 316: 1.0880783153301918e-05
Position 267: 1.084485624921912e-05
Position 260: 7.688009562292938e-06
Position 704: 4.826521083557988e-06
Position 1011: 4.716068796433979e-06
Position 372: 2.523279215957196e-06
Position 955: 2.1187795431164284e-06
Position 433: 5.251136905721645e-07
Position 455: 3.243067277082913e-07
Position 563: 8.504369363685676e-08
Position 1021: 2.327644045328774e-08
Position 973: 1.8534751341469144e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 8932: 0.9376158784594713
Position 11274: 0.9364427702620322
Position 4734: 0.839888606176929
Position 4526: 0.7819529893092246
Position 13140: 0.5025313761592481
Position 1605: 0.42980917460621665
Position 488: 0.39869020034171904
Position 14682: 0.2792066672739903
Position 1625: 0.22460429020985062
Position 8167: 0.2231874647043335
Position 1734: 0.21885172476190282
Position 11840: 0.2065212476058541
Position 13854: 0.18184345516323527
Position 1898: 0.15993313014710606
Position 13882: 0.1315563657787844
Position 14063: 0.11864689520874508
Position 3640: 0.10572164955345244
Position 8046: 0.0907488687079263
Position 10937: 0.07891177949826235
Position 13413: 0.07594489196903076
Position 6487: 0.06212234549537809
Position 14497: 0.058131534193708916
Position 8287: 0.05082994084329058
Position 12518: 0.05074972526849443
Position 1553: 0.04614268961403949
