Gene = Hax1
index = 534
Annotated 5SS: [ 170  960 1311 2451 2687 2884]
Annotated 3SS: [ 693 1122 2398 2579 2792 2986]
SMsplice 5SS: [ 170  777 2687 2884]
SMsplice 3SS: [ 693 2579 2792 2986]
top_k =  500
Partition function (log Z): -0.004973248171859623

Sorted 5' Splice Sites (High to Low Probability):
Position 2687: 0.9653167391590911
Position 2884: 0.957188569059549
Position 170: 0.8525124327385712
Position 1311: 0.4097908189475215
Position 2451: 0.28904174443956
Position 960: 0.13401417801889243
Position 48: 0.12326274270835369
Position 896: 0.11791862376861842
Position 781: 0.08850598182940256
Position 1003: 0.04948333280039308
Position 1335: 0.048726625046947226
Position 786: 0.04750506900788051
Position 1153: 0.04617366282240541
Position 508: 0.04224971813623381
Position 810: 0.03252384493595242
Position 2294: 0.0259135405845352
Position 2050: 0.01935654801925266
Position 999: 0.015449590731674342
Position 2417: 0.009548317078594621
Position 436: 0.007650734076799453
Position 834: 0.004266866921500315
Position 802: 0.003088373787235103
Position 2705: 0.00242731815868534
Position 43: 0.002304102805474584
Position 2507: 0.0014732427565897427
Position 2691: 0.0014662126637396528
Position 1199: 0.0011524255634749899
Position 964: 0.0011459586351904106
Position 2890: 0.0007913803922217049
Position 3096: 0.0007049415797598119
Position 2607: 0.0006995820973602858
Position 3063: 0.0006352212645469537
Position 2652: 0.0006052116333944239
Position 2881: 0.0005052629931790767
Position 3053: 0.00041429805457622083
Position 373: 0.00036004195072182024
Position 2362: 0.0003445933130657493
Position 283: 0.0001977973268597598
Position 2872: 0.0001657900911881801
Position 320: 0.0001384314373020249
Position 454: 0.00013242325668928826
Position 992: 8.507064167175754e-05
Position 411: 8.268152753552621e-05
Position 2594: 8.2299992129873e-05
Position 2824: 6.814464607943048e-05
Position 2641: 6.770146791727953e-05
Position 56: 6.248722851758054e-05
Position 303: 5.959536062175055e-05
Position 335: 5.6438126870568756e-05
Position 451: 4.288746717700307e-05
Position 204: 3.99725444976935e-05
Position 96: 3.0226859506174836e-05
Position 62: 2.909164442755064e-05
Position 2847: 2.880985216601481e-05
Position 69: 1.7079956276744013e-05
Position 179: 1.6085263205116657e-05
Position 3057: 1.488575364496486e-05
Position 618: 1.1170189313715798e-05
Position 561: 8.547224444997755e-06
Position 523: 7.87867013945427e-06
Position 3074: 7.378564747662806e-06
Position 1007: 6.991188010484494e-06
Position 212: 6.395148179253989e-06
Position 103: 5.609880283084631e-06
Position 59: 5.576969606194658e-06
Position 586: 4.431198863298634e-06
Position 3144: 3.352668163787132e-06
Position 3168: 1.5288566474792024e-06
Position 206: 1.4138623111636716e-06
Position 332: 1.0284857014596307e-06
Position 633: 4.4692266657467397e-07
Position 584: 2.431591785972987e-07
Position 486: 1.1374420738154963e-07
Position 500: 1.0505309985027717e-07
Position 67: 5.914247063671398e-08
Position 2817: 1.0711525030384694e-08
Position 123: 1.7836821665633846e-09
Position 2523: 8.763257849771026e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 2792: 0.9876966725627666
Position 2579: 0.9451342183241391
Position 2986: 0.9285930547877412
Position 693: 0.4183424551563721
Position 1122: 0.22386560775411765
Position 1099: 0.21086527768833319
Position 2398: 0.1155502032515679
Position 2136: 0.1025588790857607
Position 1131: 0.04976976749452182
Position 2192: 0.04723244681105672
Position 896: 0.02996983030801531
Position 2236: 0.02682433840210736
Position 699: 0.02655051570721653
Position 2433: 0.019508062868371166
Position 2593: 0.013204561498090408
Position 3157: 0.010833812335978282
Position 3049: 0.010137716063609078
Position 2632: 0.010103982913945346
Position 320: 0.009790456305948924
Position 1938: 0.008454805793954112
Position 1083: 0.008406277284666233
Position 2992: 0.007470047121919688
Position 141: 0.00742193490976154
Position 593: 0.007101670249428346
Position 2796: 0.006346235959505504
Position 2089: 0.0061406432612951065
Position 1894: 0.00586637883762611
Position 2204: 0.0058515524566226645
Position 716: 0.00541083198760628
Position 1067: 0.0039754338832557416
Position 651: 0.0038406440318212286
Position 3245: 0.0038328039243184266
Position 2109: 0.003781149558611053
Position 384: 0.003418277531267238
Position 247: 0.0030790504424871353
Position 817: 0.002573060674656229
Position 366: 0.0025521891870626022
Position 2602: 0.00243187719396851
Position 1909: 0.002393837663208486
Position 1890: 0.001971796729577469
Position 3072: 0.0018786559380825187
Position 282: 0.0017873468559181924
Position 728: 0.0016283719224035591
Position 576: 0.0012778669301460543
Position 840: 0.0010744792819096806
Position 1029: 0.000744183179407813
Position 1583: 0.0007000957240674084
Position 1206: 0.0006144817234827179
Position 2494: 0.000548265521160659
Position 280: 0.0005377343030120111
Position 329: 0.0004905148853382717
Position 332: 0.0004800225382608394
Position 497: 0.00046817310638009614
Position 655: 0.00039262668795680267
Position 356: 0.0003831576011955163
Position 999: 0.0003076137961065937
Position 618: 0.0002822556350333486
Position 761: 0.0002778490206092764
Position 3134: 0.0002561972096220964
Position 2824: 0.00022880173648150303
Position 3227: 0.00022592678136437302
Position 347: 0.00020227808205822463
Position 289: 0.00019362819230548187
Position 3095: 0.0001745492919905936
Position 3085: 0.00017285565058847022
Position 701: 0.00016236419984721546
Position 3000: 0.0001574690018513649
Position 1222: 0.00015744973758238397
Position 2820: 0.00014488803455693042
Position 423: 0.00012746020167744875
Position 3010: 0.00012515471692138021
Position 824: 0.0001180127569160173
Position 550: 0.0001150567885632094
Position 846: 0.00010036449538763776
Position 852: 8.83450197885284e-05
Position 340: 8.673491453325479e-05
Position 1275: 7.347734171364822e-05
Position 770: 6.710046277134676e-05
Position 1143: 5.058511686861744e-05
Position 2767: 4.071494886276743e-05
Position 421: 3.474397454875152e-05
Position 457: 2.8078540918572095e-05
Position 451: 2.1343127739777166e-05
Position 121: 1.917689926487676e-05
Position 3197: 1.732973137845103e-05
Position 474: 1.3931747899960315e-05
Position 169: 1.2767578269980943e-05
Position 3187: 1.2116886270786297e-05
Position 912: 1.0409407563729396e-05
Position 454: 9.524044368267099e-06
Position 342: 9.500315139084955e-06
Position 3139: 7.178195237727388e-06
Position 3087: 6.270204746492036e-06
Position 303: 3.0725814977353293e-06
Position 432: 2.937278631130831e-06
Position 398: 2.733387487763334e-06
Position 436: 5.939006346137482e-07
Position 601: 3.4495123732741504e-07
Position 528: 2.890928537574778e-07
Position 174: 2.1735405696690912e-07
Position 179: 4.79480529016301e-09
Position 201: 1.3628174797540643e-09
Position 663: 5.324277023592324e-10
