Gene = Bcs1l
index = 177
Annotated 5SS: [ 188 1579 1800 2160 2435 2830 3407]
Annotated 3SS: [1185 1659 1964 2370 2659 3288 3521]
SMsplice 5SS: [ 188 1800 2160 2830 3407]
SMsplice 3SS: [1659 1964 2659 3288 3521]
top_k =  500
Partition function (log Z): -1.9434609345711795

Sorted 5' Splice Sites (High to Low Probability):
Position 3407: 0.9383111640179734
Position 1800: 0.9087087635422643
Position 2830: 0.7397068326369457
Position 2160: 0.7010188595151235
Position 1579: 0.5532910755004751
Position 2564: 0.2875980588138306
Position 1325: 0.26153300285967657
Position 94: 0.230885841551782
Position 188: 0.22790706130338378
Position 2435: 0.1400521650496555
Position 749: 0.13821708648148193
Position 259: 0.13730019859891612
Position 305: 0.06029201208830909
Position 551: 0.05798927040789693
Position 527: 0.046396535016891075
Position 827: 0.0382314115166934
Position 230: 0.02516247073543162
Position 1335: 0.02475605900118588
Position 2198: 0.024560077520494935
Position 3007: 0.020677901926605294
Position 687: 0.01868436651958369
Position 1900: 0.018079056292024203
Position 500: 0.015196105452048568
Position 668: 0.012064694889948144
Position 1596: 0.007957130710026688
Position 2899: 0.0071908582914905475
Position 3700: 0.00639274921155257
Position 531: 0.0054723045297426064
Position 2225: 0.004714163193072354
Position 3615: 0.004511015691065183
Position 1775: 0.004399191405671319
Position 2339: 0.004000245621651298
Position 3768: 0.002549376139739542
Position 16: 0.002523780079512449
Position 486: 0.0024399930175508667
Position 1837: 0.002394777026076205
Position 251: 0.0019244988021001831
Position 1010: 0.0013386900977460092
Position 3456: 0.0012191718777319345
Position 650: 0.0012013525450468518
Position 2146: 0.001200545336078289
Position 1329: 0.0011545835187430143
Position 3949: 0.001153887608514531
Position 756: 0.0010868271800662669
Position 137: 0.0009550445358540215
Position 2571: 0.0008451137567848895
Position 696: 0.0008371836552681181
Position 3894: 0.0007942779078421075
Position 3567: 0.0005099916911115131
Position 1893: 0.0003972899669771109
Position 2091: 0.0003358519893872459
Position 579: 0.0002843804987379024
Position 492: 0.00024635052547303775
Position 937: 0.00018904724397215467
Position 1829: 0.000160762283541908
Position 592: 0.00014052467923426556
Position 792: 0.00013736091081513753
Position 127: 0.00012567098861451223
Position 100: 0.00012409191138498024
Position 639: 6.883471209349273e-05
Position 239: 3.00125242858963e-05
Position 52: 2.6606278013996385e-05
Position 441: 2.4066578576856096e-05
Position 307: 2.1195254275762348e-05
Position 290: 2.1181288469918945e-05
Position 2893: 1.1866799533549701e-05
Position 352: 1.1302721291616092e-05
Position 292: 7.462254221165021e-06
Position 14: 5.964120232331109e-06
Position 117: 3.904801261604174e-06
Position 261: 3.7221016080082927e-06
Position 107: 3.244471635283377e-06
Position 30: 2.968941972334759e-06
Position 166: 1.9474506729025134e-06
Position 109: 1.809623748795673e-06
Position 74: 1.6341554039160596e-06
Position 276: 1.1132952766322722e-06
Position 2058: 1.0112104199497727e-06
Position 2809: 8.776905424187074e-07
Position 98: 8.543213492594637e-07
Position 282: 5.288593228891936e-07
Position 330: 4.945019081499306e-07
Position 131: 3.915524241888713e-07
Position 129: 1.0221914067605739e-07

Sorted 3' Splice Sites (High to Low Probability):
Position 3521: 0.9859668200641826
Position 1659: 0.9091524669396275
Position 3288: 0.8506164892448211
Position 2659: 0.7122019728975794
Position 1964: 0.5421316084906014
Position 1185: 0.2354895063848145
Position 2370: 0.19309637013055928
Position 1470: 0.19303857685067655
Position 2273: 0.18968175458886896
Position 1217: 0.11674862931102321
Position 1452: 0.09426477201392215
Position 1258: 0.06517086660315943
Position 1513: 0.052968994172638444
Position 1984: 0.05210553784116496
Position 1990: 0.03441428153836596
Position 1987: 0.028635005588208855
Position 568: 0.02851317608891425
Position 1863: 0.02598932648858173
Position 2078: 0.02598549146701283
Position 3108: 0.024939316683621933
Position 3328: 0.023562811960553775
Position 3357: 0.019625939767873368
Position 2605: 0.019430626369372116
Position 2342: 0.019195206236873423
Position 2015: 0.018126194734117546
Position 2892: 0.017852120490879492
Position 3127: 0.01538172765603805
Position 1292: 0.014706319172618972
Position 339: 0.014315947502074074
Position 1361: 0.014061076321841165
Position 2469: 0.014038364973586046
Position 4085: 0.012284015032653152
Position 2383: 0.011099023320173377
Position 1328: 0.010656351985803501
Position 3006: 0.009819677794808626
Position 2704: 0.00747734605110891
Position 2712: 0.0066721099495184654
Position 1705: 0.005893803325791793
Position 1666: 0.005415993951294308
Position 2478: 0.004596911861434978
Position 187: 0.004374081718053831
Position 686: 0.004361554274392392
Position 1483: 0.004314389675512735
Position 2664: 0.0036242579104034155
Position 393: 0.003240755699213429
Position 1899: 0.0027627745503375862
Position 2463: 0.002670147140790148
Position 414: 0.002565346674098404
Position 1491: 0.0025334187565539726
Position 1557: 0.0024009280853609324
Position 1724: 0.0022533706378981217
Position 1425: 0.0022079427660042393
Position 2089: 0.001945990303664406
Position 1928: 0.001907210006214896
Position 615: 0.0018265388162921725
Position 1922: 0.0017948559220831604
Position 3779: 0.0017488468246102786
Position 2086: 0.001687651182453975
Position 3828: 0.001640705735549984
Position 1225: 0.001628427106607353
Position 4133: 0.0014446780418026404
Position 1685: 0.0011732551573746175
Position 653: 0.0010607901408922092
Position 211: 0.001058393272172947
Position 1271: 0.0010199989123244545
Position 4081: 0.0010011393676868244
Position 774: 0.00091630638720057
Position 1891: 0.0008473192674563592
Position 2870: 0.000814657718882415
Position 3890: 0.0007611849185180829
Position 3870: 0.0005543261134906334
Position 3594: 0.0005428843084055316
Position 3673: 0.0005395564126612747
Position 2915: 0.00051258736394283
Position 885: 0.0004943370644813621
Position 1774: 0.0004912138087362317
Position 1970: 0.0004898888902236328
Position 356: 0.0004778331906949642
Position 1167: 0.00045279945560941525
Position 1132: 0.0004309920593713104
Position 3699: 0.00042720424388832163
