Gene = Atp5k
index = 151
Annotated 5SS: [123 423 718]
Annotated 3SS: [ 367  618 1110]
SMsplice 5SS: [123 423 718]
SMsplice 3SS: [ 367  618 1110]
top_k =  500
Partition function (log Z): -2.8452928201327254

Sorted 5' Splice Sites (High to Low Probability):
Position 718: 0.9106740135177724
Position 123: 0.8761488040591701
Position 423: 0.7213410695967278
Position 456: 0.13215868911621118
Position 532: 0.1299297738156882
Position 105: 0.047101202235853235
Position 75: 0.010905436549285155
Position 150: 0.010863871504661636
Position 99: 0.01035534869104696
Position 1006: 0.008579203529172425
Position 998: 0.008024746316252584
Position 902: 0.002580614584861495
Position 142: 0.002253391738078615
Position 90: 0.0016969539148272185
Position 277: 0.001163162306493512
Position 292: 0.0010107956808997993
Position 1012: 0.0009984076851105943
Position 139: 0.0008406525376802001
Position 376: 0.0006970433734601592
Position 956: 0.0006236281560371165
Position 191: 0.0005978322010858262
Position 304: 0.0005639407905712812
Position 846: 0.0005374658743416685
Position 55: 0.0005037764482278545
Position 489: 0.0003714717985085775
Position 761: 0.0002796508909948775
Position 992: 0.0002714470967590718
Position 874: 0.00026654471481636047
Position 466: 0.00026117477001823855
Position 1057: 0.00016682734653031332
Position 468: 0.00016062180153759902
Position 973: 0.0001358143500001796
Position 230: 9.492963328653793e-05
Position 335: 6.603663085209952e-05
Position 427: 5.1699868627484435e-05
Position 1062: 3.6553778403488666e-05
Position 946: 2.5667798423566733e-05
Position 935: 1.878003770809813e-05
Position 750: 1.6322815083783017e-05
Position 619: 1.1412457467378508e-05
Position 42: 1.089686820128781e-05
Position 812: 9.935580838570835e-06
Position 227: 6.5560095936753385e-06
Position 933: 4.942665607465081e-06
Position 686: 3.4372350478247306e-06
Position 822: 2.1497410027637457e-06
Position 1038: 2.1393289870525616e-06
Position 367: 9.775381759165414e-07
Position 354: 3.30373198523293e-07
Position 560: 1.2122700978812343e-07
Position 326: 9.164213075709753e-08
Position 807: 7.738140592937433e-10
Position 775: 5.707891933258418e-10
Position 337: 2.2819542887690096e-10
Position 594: 1.7195318844797984e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 367: 0.9404207387286716
Position 618: 0.9353025791106974
Position 1110: 0.7682417939479329
Position 877: 0.09262209186048236
Position 817: 0.07207974459279397
Position 1163: 0.013512290903769441
Position 292: 0.01246739071749773
Position 580: 0.011558235071985884
Position 639: 0.007341586508338043
Position 956: 0.006508518624476956
Position 1045: 0.0032316912044399538
Position 589: 0.003020956768212296
Position 199: 0.0024786015785663034
Position 839: 0.0020672607982914044
Position 1027: 0.002016428459861537
Position 1116: 0.001283769250895491
Position 644: 0.0010341080174560175
Position 577: 0.0008257408239339504
Position 901: 0.0007044679209640643
Position 1061: 0.0006736613192197521
Position 641: 0.0006659553616156478
Position 916: 0.0005141059714091932
Position 834: 0.0004511229926807055
Position 647: 0.00040699401321608506
Position 489: 0.0004028893163516808
Position 531: 0.0003482346993499788
Position 1071: 0.00030575034140236296
Position 783: 0.00030119787686262576
Position 1051: 0.00029406360559786505
Position 899: 0.0002770688514694864
Position 594: 0.0001996533424252119
Position 1137: 0.0001673518852633868
Position 960: 0.00010702541561023005
Position 504: 8.801906726062926e-05
Position 514: 7.962218255491818e-05
Position 237: 6.550809616385525e-05
Position 521: 6.155111376177761e-05
Position 998: 3.448729488845354e-05
Position 1123: 2.7402607880352547e-05
Position 560: 2.4391285985932836e-05
Position 750: 2.0558806399305592e-05
Position 1182: 2.0030253969540964e-05
Position 652: 1.947688890683063e-05
Position 551: 1.870350450776105e-05
Position 591: 1.1732213740698974e-05
Position 1133: 1.1048145808551476e-05
Position 1010: 1.0817903478837966e-05
Position 1144: 1.0773189058500519e-05
Position 415: 9.813057041802894e-06
Position 649: 9.682228648559328e-06
Position 423: 7.841112080400867e-06
Position 541: 7.55062275819666e-06
Position 764: 7.498415112625992e-06
Position 660: 6.480880978999052e-06
Position 674: 6.316193585613421e-06
Position 671: 5.165009781017365e-06
Position 913: 4.691743069666435e-06
Position 730: 4.06463964664796e-06
Position 761: 3.830023398448723e-06
Position 500: 3.7604766343633403e-06
Position 657: 3.6711098855694853e-06
Position 523: 2.553128487226674e-06
Position 1171: 1.6050077748450237e-06
Position 159: 1.215540448328458e-06
Position 462: 1.203841911262302e-06
Position 681: 1.0517727632717096e-06
Position 442: 4.1319474109067684e-07
Position 482: 3.098662773764949e-07
Position 427: 1.1658459194971263e-07
Position 665: 1.0921444307096093e-07
Position 705: 9.50565544721766e-08
Position 701: 8.286265854527988e-08
Position 122: 3.249664721502501e-08
Position 104: 7.610333460837535e-09
Position 676: 3.629977114441669e-09
Position 703: 2.210743899525345e-09
