Gene = Fkrp
index = 411
Annotated 5SS: [  33 1669]
Annotated 3SS: [1605 4755]
SMsplice 5SS: [  33 1669]
SMsplice 3SS: [1605 4755]
top_k =  500
Partition function (log Z): -10.482677210225482

Sorted 5' Splice Sites (High to Low Probability):
Position 1669: 0.8441458923482634
Position 33: 0.4437700221691047
Position 921: 0.30416213981860163
Position 6870: 0.1866852430578627
Position 561: 0.15521604172113104
Position 5625: 0.08502086157861095
Position 2516: 0.081876097906528
Position 2331: 0.029670698604596084
Position 1090: 0.024890359891977288
Position 3269: 0.019219228386126375
Position 999: 0.016543203568090584
Position 5572: 0.016487844904420162
Position 4295: 0.01610137607786659
Position 1703: 0.012733895620340642
Position 1472: 0.012715172274678513
Position 4703: 0.009646248256117077
Position 1295: 0.009409396004116171
Position 2356: 0.008955792905859511
Position 170: 0.008383471124657534
Position 467: 0.008368235257582492
Position 4051: 0.007692691677759253
Position 210: 0.007063224606085511
Position 1139: 0.006531125752627534
Position 2267: 0.004415274787825462
Position 5952: 0.003566542761902664
Position 577: 0.0031361539640294644
Position 558: 0.0030673376761557575
Position 6309: 0.0030025684935054433
Position 5689: 0.0027950311392011076
Position 1540: 0.00259991800408477
Position 299: 0.002392332011708504
Position 4193: 0.0018257020123241816
Position 912: 0.0017129174289981866
Position 3399: 0.00159626970105994
Position 148: 0.001585051182030445
Position 1290: 0.0015768423709882936
Position 610: 0.0015550047047349575
Position 2335: 0.0013849602922262644
Position 7205: 0.0013176431601535188
Position 1360: 0.0012384997728836194
Position 160: 0.00119175544506603
Position 3961: 0.0011383688914206871
Position 1507: 0.001069852762640668
Position 697: 0.000968365240691451
Position 5034: 0.0008442629115929817
Position 790: 0.0008415400517423861
Position 3076: 0.0007926662717546875
Position 817: 0.0007773110301835076
Position 2583: 0.000675699229711843
Position 6289: 0.0006751478589406184
Position 4983: 0.0006328904631996702
Position 2167: 0.0005502333183556724
Position 1691: 0.00048406491761037633
Position 1624: 0.0004724246321676774
Position 2133: 0.0004017901915533749
Position 4026: 0.000396303356922947
Position 2432: 0.00035574967170587374
Position 548: 0.0003487413754411328
Position 1224: 0.0003310623285601742
Position 3078: 0.00032041153669241175
Position 2097: 0.00029635932420161114
Position 3240: 0.00027379309356261364
Position 1923: 0.0002592416932992355
Position 2961: 0.0002503452405197888
Position 3082: 0.0002372220257961894
