Gene = Zg16
index = 1203
Annotated 5SS: [  43  757 1049]
Annotated 3SS: [ 694  915 2075]
SMsplice 5SS: [  43 1049]
SMsplice 3SS: [ 915 1552]
top_k =  500
Partition function (log Z): -4.692843078761053

Sorted 5' Splice Sites (High to Low Probability):
Position 1049: 0.9135566828697872
Position 43: 0.8199060221498987
Position 757: 0.3105430530796576
Position 1824: 0.20849646499307958
Position 464: 0.13647601874167833
Position 1018: 0.05529485386942717
Position 127: 0.04723439692486973
Position 2083: 0.04248464293748954
Position 1441: 0.012682466172926562
Position 1069: 0.011959946966180694
Position 840: 0.0038464104146469433
Position 1432: 0.003531317331470984
Position 359: 0.003276058141567949
Position 855: 0.0021260946402929795
Position 1044: 0.0017182359760674296
Position 111: 0.0017117740610572442
Position 1854: 0.0012581311705215808
Position 1891: 0.0012377725938580468
Position 301: 0.001006422335814762
Position 955: 0.0009218256899841936
Position 607: 0.0007432741671805131
Position 799: 0.0005800094356809549
Position 1026: 0.0005242372371033799
Position 837: 0.0004912427308173319
Position 205: 0.00040822154943425407
Position 216: 0.0003815258387183709
Position 1865: 0.0003020160919584699
Position 639: 0.000255679630205767
Position 1436: 0.00023533490636344848
Position 234: 0.0002273528425823833
Position 157: 0.00022189858054778646
Position 559: 0.00021366231510475592
Position 2113: 0.0001825568122634865
Position 196: 0.00018061817528004087
Position 1470: 0.00017372575066776624
Position 1936: 0.00015476245785875784
Position 820: 0.00015299754789966077
Position 711: 0.00012331849577174592
Position 1622: 9.60337805822221e-05
Position 1610: 8.908237596740113e-05
Position 93: 8.528820494321683e-05
Position 761: 8.016438059120406e-05
Position 427: 6.886610112609047e-05
Position 152: 6.4809346161467e-05
Position 404: 6.076698499636289e-05
Position 704: 5.945139935843077e-05
Position 142: 3.8501798140966915e-05
Position 251: 3.848234088345096e-05
Position 1323: 3.732978463239932e-05
Position 468: 3.697125210784994e-05
Position 723: 2.5835035914858282e-05
Position 1360: 1.982164364614472e-05
Position 47: 3.4066981119074573e-06
Position 1960: 2.7650631942895126e-06
Position 329: 2.5131563948137542e-06
Position 1738: 2.277981689473184e-06
Position 331: 1.713731289503684e-06
Position 1404: 1.6841178825607078e-06
Position 338: 1.1086521257374654e-06
Position 1055: 4.077091212867664e-07
Position 1063: 2.928382326777468e-07
Position 1189: 3.7619117272446085e-08
Position 317: 1.9644832803135267e-08
Position 320: 1.4272255783768666e-08
Position 1461: 6.788225698025356e-09
Position 1434: 5.791059570783785e-09
Position 1371: 5.237118949339832e-09
Position 1342: 4.156396345503018e-09
Position 429: 1.638157457731812e-09
Position 1153: 1.0332579363243069e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 915: 0.9247028710144987
Position 1697: 0.3438804013189755
Position 1552: 0.2626068019480486
Position 694: 0.1914548441937638
Position 2075: 0.1432892495200454
Position 2175: 0.11923066821839595
Position 1946: 0.07825224589282469
Position 1273: 0.07637636102125643
Position 1648: 0.06585393206026223
Position 358: 0.060328529042330395
Position 1291: 0.044670634236830715
Position 940: 0.036370576259044635
Position 540: 0.027516734689184634
Position 2315: 0.022108633350880594
Position 2082: 0.019121726874649827
Position 920: 0.01868096410040108
Position 329: 0.0148602958178625
Position 896: 0.009513222346460083
Position 2417: 0.009158589453905004
Position 1773: 0.007829372932950536
Position 632: 0.007455404841837573
Position 1432: 0.006829278248292247
Position 2009: 0.006505436330251544
Position 2338: 0.005971088950532921
Position 1823: 0.00560222071322338
Position 300: 0.005573704209308607
Position 508: 0.004979568980287956
Position 2208: 0.00479028629633337
Position 700: 0.004584824111608318
Position 281: 0.004432478850057331
Position 2229: 0.004323336093169834
Position 2254: 0.0041866455808146266
Position 1992: 0.0035328711629085416
Position 723: 0.0025000756366365486
Position 2116: 0.0023105566150332904
Position 2127: 0.002193875186651331
Position 1396: 0.0021311779100842217
Position 992: 0.001894743421959819
Position 1170: 0.001562475813518489
Position 1980: 0.0015324758047926786
Position 1502: 0.0014476409669849954
Position 402: 0.0014417170564061765
Position 634: 0.0014299422824655109
Position 1719: 0.0014032764050525201
Position 2098: 0.0013260380606035529
Position 2187: 0.0012797332693896505
Position 1236: 0.0011928760129543772
Position 310: 0.0011186874955653474
Position 291: 0.0010710465714215518
Position 1967: 0.0009155165023656018
Position 1976: 0.0009120777953286033
Position 1563: 0.0009041465070166655
Position 544: 0.0008447651912658544
Position 757: 0.0008077615741301846
Position 1997: 0.0007528040916096982
Position 1470: 0.0006963599120321296
Position 1088: 0.0006908019876822229
Position 1706: 0.0006402802434756824
Position 1592: 0.0006161372929150946
Position 576: 0.0005585309118174494
Position 572: 0.0005308119658205399
Position 1521: 0.0004864663316533265
Position 1709: 0.0004766738222125567
Position 214: 0.00045071021614405654
Position 1959: 0.0004196522166309897
Position 2470: 0.00040299914421988443
Position 2260: 0.0003472096952788953
Position 879: 0.0003468709437183679
Position 2372: 0.0003082800258330427
Position 611: 0.00030363551126095476
Position 925: 0.00029608403038959737
Position 945: 0.00023343734020874444
Position 467: 0.00021890851605689234
Position 478: 0.0002086019635527759
Position 1314: 0.00018090572474061827
Position 665: 0.0001391410009774704
Position 1531: 0.00011640946048498215
Position 448: 0.00011425213439325381
Position 595: 0.0001116408001005319
Position 1360: 0.00010824386865844178
Position 587: 9.708485143455254e-05
Position 463: 9.580961702556369e-05
Position 437: 9.57606238058335e-05
Position 954: 8.892299845781269e-05
Position 603: 7.683672044420064e-05
Position 117: 7.019104698226257e-05
Position 815: 6.219869140471904e-05
Position 168: 6.004300795716915e-05
Position 229: 5.49276550955823e-05
Position 648: 5.4306070211319104e-05
Position 639: 4.8202407674034434e-05
Position 407: 2.911623236249926e-05
Position 453: 2.897605626935553e-05
Position 1033: 2.45642437088736e-05
Position 947: 2.403312089429515e-05
Position 131: 2.333596840674194e-05
Position 258: 2.3111317021550497e-05
Position 642: 1.5116588081908437e-05
Position 196: 1.4991713530135036e-05
Position 404: 1.4705560641380769e-05
Position 607: 1.3479817001525234e-05
Position 960: 1.277394415682887e-05
Position 850: 1.1349836416332622e-05
Position 774: 9.550648696138493e-06
Position 149: 8.138796458043368e-06
Position 867: 7.861620940261142e-06
Position 518: 7.288274159720713e-06
Position 1677: 7.198468136208096e-06
Position 369: 2.459957809200115e-06
Position 234: 2.4219520140387857e-06
Position 761: 1.948945477053999e-06
Position 142: 7.232439475499473e-07
Position 210: 4.294269617608152e-07
Position 418: 2.8937964742078856e-07
Position 427: 1.4966027476866765e-07
Position 420: 1.438270334619161e-07
