Gene = Cabs1
index = 198
Annotated 5SS: [1356]
Annotated 3SS: [1956]
SMsplice 5SS: [225]
SMsplice 3SS: [1956]
top_k =  500
Partition function (log Z): -10.966268332107763

Sorted 5' Splice Sites (High to Low Probability):
Position 225: 0.4509510215580973
Position 997: 0.18021930201057793
Position 951: 0.17552730605670713
Position 656: 0.14222095602876667
Position 1854: 0.1348429523997578
Position 203: 0.05202493000971556
Position 429: 0.03620167086800564
Position 105: 0.03398889030422031
Position 1514: 0.012494565146093511
Position 1360: 0.012356753492308014
Position 373: 0.006169091962288283
Position 1225: 0.005431089142389769
Position 25: 0.00540055827458086
Position 1755: 0.0037999030903754336
Position 425: 0.002816743818184632
Position 1631: 0.0023815024464432766
Position 752: 0.002198997451538388
Position 1234: 0.0017177006934353965
Position 710: 0.001283415863402044
Position 194: 0.001038420883040267
Position 242: 0.0010043667047743843
Position 1090: 0.0006490726345739434
Position 515: 0.00042873364168058724
Position 563: 0.0003993019097480405
Position 1281: 0.00029616133452624993
Position 529: 0.0002079622881636005
Position 398: 0.00019199348952485674
Position 1052: 0.0001866663205165865
Position 512: 0.0001790214853091713
Position 456: 0.0001730291471986251
Position 1124: 0.0001255163008229418
Position 810: 0.000113586467424226
Position 650: 0.00010663259482910664
Position 1288: 0.00010298811798331978
Position 672: 9.303963187293584e-05
Position 38: 3.135596643683301e-05
Position 300: 2.948470086102992e-05
Position 31: 1.3648930044220391e-05
Position 552: 1.1374554232277609e-05
Position 434: 7.380487611770049e-06

Sorted 3' Splice Sites (High to Low Probability):
Position 1956: 0.6039294263925328
Position 446: 0.15048147220686112
Position 1735: 0.11269646338073816
Position 1709: 0.05337481804468102
Position 1988: 0.052561410343658035
Position 1022: 0.050048273617998205
Position 587: 0.03384927218231433
Position 500: 0.028863633628233396
Position 2039: 0.026275757578978463
Position 629: 0.025498480908496282
Position 323: 0.017723709431327346
Position 398: 0.01767139919071939
Position 1504: 0.01686200642902399
Position 779: 0.010000704301453419
Position 1109: 0.009437226172166866
Position 1064: 0.007631809282706235
Position 1459: 0.005539859597919305
Position 743: 0.004765200979656275
Position 869: 0.004236949702870897
Position 1613: 0.004032914691859039
Position 672: 0.0031437977265119754
Position 1136: 0.00259297970419311
Position 782: 0.002242212856703301
Position 1788: 0.002067006382134328
Position 706: 0.0020017048691960684
Position 1992: 0.0019787901219570944
Position 456: 0.0019322502165079888
Position 425: 0.0018146382182253258
Position 725: 0.001691397821925578
Position 875: 0.0015245129218438421
Position 2098: 0.001463271987299957
Position 242: 0.0010259326802784623
Position 1139: 0.0008552214547923831
Position 824: 0.0007765371535445578
Position 545: 0.0007404220033194334
Position 503: 0.0007314924577308809
Position 1511: 0.000578065200496918
Position 1355: 0.0005128699631992346
Position 1397: 0.0005024256610875725
Position 810: 0.000398523449456185
Position 185: 0.0003727797157676081
Position 709: 0.000359411062114854
Position 1156: 0.0003446409703644963
Position 512: 0.00027767185960589157
Position 904: 0.0002491300523407942
Position 1447: 0.00021584522641167065
Position 996: 0.00017669603061072216
Position 1124: 0.00017316975149310706
Position 325: 0.00012913445787384923
Position 188: 0.0001263200463827489
Position 1088: 0.00011944965522307312
Position 1919: 9.168611971558891e-05
Position 370: 8.774053555663129e-05
Position 329: 8.592835887162019e-05
Position 568: 8.525456575332133e-05
Position 655: 8.341926671121622e-05
Position 547: 8.073044044936374e-05
Position 509: 5.5767063755638826e-05
Position 887: 5.55095986233352e-05
Position 164: 5.2381006062984945e-05
Position 821: 5.200722892562065e-05
Position 679: 1.5875090619819065e-05
Position 552: 1.3624986908521406e-05
Position 1336: 1.3515666074733838e-05
Position 529: 1.3331690609256524e-05
Position 748: 7.013712854594959e-06
Position 746: 6.251302748402514e-06
Position 1484: 3.6958215892586937e-06
Position 296: 2.2742204585501357e-06
Position 786: 1.605391416878961e-06
Position 473: 1.6003058718088165e-06
Position 203: 1.4254031662483634e-06
Position 686: 1.0786795644458232e-06
Position 96: 1.039115187772816e-06
Position 281: 1.015017894107793e-06
Position 284: 8.985636295595275e-07
Position 265: 8.757237043478642e-07
Position 941: 6.458534610954055e-07
Position 951: 4.862441768010489e-07
Position 470: 4.813511464567699e-07
Position 1329: 3.1982046820840676e-07
Position 125: 1.5668912442554552e-07
Position 98: 1.5448093072995037e-07
Position 594: 1.05741418199056e-07
Position 105: 7.38128055498608e-08
Position 122: 2.367609508402368e-08
Position 250: 5.918924044856801e-09
