Gene = Strit1
index = 1038
Annotated 5SS: [  65 2594]
Annotated 3SS: [2497 2685]
SMsplice 5SS: [  65 2594]
SMsplice 3SS: [2497 2685]
top_k =  500
Partition function (log Z): -7.657197734949836

Sorted 5' Splice Sites (High to Low Probability):
Position 65: 0.9637547484029221
Position 2594: 0.4622833537607421
Position 1513: 0.24827152142820422
Position 1341: 0.19047845700294416
Position 410: 0.05352080484522443
Position 1664: 0.017390465785163157
Position 1880: 0.012281526721163174
Position 818: 0.011886373430545445
Position 2263: 0.010111469332760156
Position 234: 0.010110112145876387
Position 1528: 0.009729203005823838
Position 393: 0.00428551748542775
Position 783: 0.003687620431813967
Position 1293: 0.0019950245541206506
Position 1928: 0.001963059357273512
Position 85: 0.0010927282371782985
Position 898: 0.0010472497470561132
Position 729: 0.0009733878300629845
Position 1920: 0.0007958989721689545
Position 1494: 0.0005290363389052588
Position 1972: 0.00043291759787616953
Position 77: 0.0003538092471845006
Position 151: 0.00024606867423264986
Position 2017: 0.00021207399125660833
Position 299: 0.00020989317764197183
Position 719: 0.00020007382845654292
Position 759: 0.0001933032063379392
Position 914: 0.00017212605505158488
Position 948: 0.0001520387663623155
Position 376: 0.00012868244022052697
Position 1232: 0.00010641086159640775
Position 907: 9.927018838524523e-05
Position 856: 8.797100666078975e-05
Position 2113: 7.571961294161328e-05
Position 1249: 7.150056040428453e-05
Position 666: 7.145252089457786e-05
Position 230: 6.022010457894619e-05
Position 790: 4.9786865795447035e-05
Position 1358: 4.923545260869274e-05
Position 741: 3.840993914596267e-05
Position 442: 2.1636980782193736e-05
Position 1463: 2.0239585002017938e-05
Position 114: 7.98469016090977e-06
Position 1582: 7.910716370728715e-06
Position 324: 7.32199125643953e-06
Position 733: 2.822572930369634e-06
Position 780: 2.625853621434347e-06
Position 1189: 2.287288461319582e-06
Position 192: 1.4623906937316332e-06
Position 261: 1.4568300165755758e-06
Position 218: 7.544038061828963e-07
Position 306: 5.258726220255449e-07
Position 381: 3.9901408718983986e-07
Position 388: 3.859538821038463e-07
Position 414: 1.5494345461388233e-07
Position 457: 9.380645484748605e-08
Position 614: 8.144356539386744e-08
Position 162: 6.15378416460454e-08
Position 604: 1.1387583208444595e-09
Position 408: 6.731586342704246e-10
Position 355: 6.00357660007051e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 2685: 0.5388518840478955
Position 1422: 0.24875020793560626
Position 1325: 0.23494754739186674
Position 2497: 0.23422961492909422
Position 2342: 0.15157809737587286
Position 1169: 0.0863048564096241
Position 701: 0.08454946814364189
Position 2494: 0.07000941640021158
Position 1760: 0.06725265947198639
Position 2448: 0.04004195215478325
Position 324: 0.02173249406830516
Position 1625: 0.020689420797488808
Position 2086: 0.019647953241554102
Position 1510: 0.018546807195277855
Position 2420: 0.0173901527471609
Position 2589: 0.013697030776289747
Position 1545: 0.013683749745048601
Position 1959: 0.013451289043373903
Position 1789: 0.013427337521895568
Position 131: 0.011814090032199027
Position 2521: 0.010387147775007956
Position 1186: 0.007271250252256711
Position 2752: 0.006652940278936832
Position 299: 0.005701712516642042
Position 2322: 0.005279112131323255
Position 608: 0.004536363215647776
Position 951: 0.004351563758537516
Position 2715: 0.003812427504818046
Position 2202: 0.003002013440909134
Position 1331: 0.0025659678283230306
Position 706: 0.0023991431151266594
Position 2232: 0.001977027970528486
Position 2554: 0.0018379569087926453
Position 238: 0.0016923077075515199
Position 2690: 0.001621300139471318
Position 1220: 0.0016093869096107426
Position 588: 0.0015345593828420062
Position 2469: 0.0015122816629011973
Position 2693: 0.0012835483051927778
Position 2138: 0.001225749848797967
Position 154: 0.0011478759124871252
Position 2195: 0.00103930424280788
Position 261: 0.0010203616327682254
Position 335: 0.0008861795081143496
Position 218: 0.000868769712027069
Position 1861: 0.0008266338191874
Position 400: 0.0007567650451936853
Position 1340: 0.0007538863705209126
Position 1570: 0.0007297738614620338
Position 2153: 0.0007159004952418026
Position 2718: 0.0007064695433220938
Position 759: 0.000675058133570595
Position 1063: 0.0006493312034308781
Position 2422: 0.0006433371362328175
Position 364: 0.0005636933144417473
Position 1189: 0.0005564536296396174
Position 1286: 0.0005096680326646206
Position 168: 0.0004305536535610301
Position 1932: 0.0004124249740534657
Position 177: 0.0003825597716555299
Position 1288: 0.0003706255315162956
Position 642: 0.00034597779093673004
Position 1662: 0.000334077470211643
Position 204: 0.00031698105628383624
Position 920: 0.0003050085050394458
Position 1457: 0.0002994336481272142
Position 1354: 0.00024818094541968934
Position 1011: 0.000229815931811549
Position 392: 0.0002037799665830129
Position 1965: 0.00018813136481664973
Position 1512: 0.00017256911033752538
Position 856: 0.0001634183681142553
Position 1901: 0.00015072694326799917
Position 342: 0.00013570418934712424
Position 1395: 0.00013339691724753393
Position 1293: 0.00012935293132960917
Position 851: 0.00011149877162569172
Position 1357: 0.00010293718961915604
Position 614: 8.526866520193664e-05
Position 2731: 5.55714879790065e-05
Position 1427: 1.3945463374917012e-05
Position 371: 1.3291377937765267e-05
Position 367: 1.2302783663750447e-05
Position 146: 9.898279525082232e-06
Position 1351: 8.246112941390422e-06
Position 1047: 4.612443631991357e-06
Position 1345: 4.4385235382788614e-06
Position 729: 1.3974985988705321e-06
Position 780: 1.217036932347048e-06
Position 376: 1.3454292179112707e-07
Position 670: 1.429606242975555e-10
Position 381: 1.3467467300764422e-10
