Gene = Tapt1
index = 1058
Annotated 5SS: [  209  8519 22413 32375 33436 34256 34542 38004 40391 41668 42042 43925
 47762]
Annotated 3SS: [ 8387 22293 32211 33299 34157 34471 37922 40280 41607 41972 43847 47600
 49439]
SMsplice 5SS: [  209  8519 22413 32375 33547 34542 38004 47762]
SMsplice 3SS: [ 8387 22293 32211 33299 34471 37922 47600 49439]
top_k =  500
Partition function (log Z): -30.753037886362005

Sorted 5' Splice Sites (High to Low Probability):
Position 209: 0.990242907484679
Position 8519: 0.5201998267297161
Position 8625: 0.3863809112395943
Position 3182: 0.2940317783831938
Position 4557: 0.2776978399979418
Position 7276: 0.22048163642899266
Position 1062: 0.15866620258691141
Position 7412: 0.12178190458290199
Position 8986: 0.10276635008559205
Position 6966: 0.05873049868825355
Position 10659: 0.05463841352927018
Position 423: 0.0466791458966862
Position 4219: 0.045491795257994516
Position 4692: 0.030438956223348936
Position 2735: 0.017913814059815906
Position 556: 0.01598065909407774
Position 1582: 0.015289941656153432
Position 10055: 0.014561064359679547
Position 1100: 0.008140964748585148
Position 10354: 0.007361158358592108
Position 2467: 0.0060604286854673275
Position 6393: 0.004997399418847922
Position 1120: 0.004375593692769565
Position 1150: 0.004197853129280943
Position 3767: 0.0027398564884236745
Position 509: 0.002219059973060491
Position 2224: 0.0018541871819240734
Position 3227: 0.0012967457388428577
Position 3164: 0.0007609293513311293
Position 6886: 0.0006816560565174616
Position 3208: 0.0006583949757636593
Position 4619: 0.0006162017813010037
Position 2742: 0.000320428902980494
Position 2462: 0.00024334861619657318
Position 1092: 0.00023149302502548165
Position 2420: 0.00022938519977180403
Position 3525: 0.00022542420835255299
Position 2795: 0.000223239886130392
Position 1532: 0.00019916830835966942
Position 695: 0.00017244703397099675
Position 360: 3.057477074312e-05
Position 885: 2.8933777265857626e-05
Position 450: 1.766256724538056e-05
Position 662: 1.747833297576801e-05
Position 116: 1.647975318993722e-05
Position 667: 1.5528658393890918e-05
Position 1613: 1.4924346728670818e-05
Position 439: 1.1769143914733599e-05
Position 336: 1.065348154788168e-05
Position 826: 9.466163580702237e-06
Position 586: 9.400276226835323e-06
Position 480: 8.203321797554001e-06
Position 1558: 7.435669924122858e-06
Position 1146: 6.340628268894483e-06
Position 782: 6.2398495162070195e-06
Position 460: 6.012017024560537e-06
Position 382: 5.406343728033066e-06
Position 443: 5.397618284923679e-06
Position 721: 5.105713831248008e-06
Position 656: 4.9834670824160495e-06
Position 591: 4.41956161821767e-06
Position 1610: 4.343056059684031e-06
Position 1939: 4.18852759718191e-06
Position 761: 3.3321854657021612e-06
Position 62: 1.8334919921462274e-06
Position 604: 1.738217007944822e-06
Position 1824: 1.7267571655833656e-06
Position 544: 1.6683261383455593e-06
Position 2910: 1.6453478677404134e-06
Position 1859: 1.3784804991405275e-06
Position 119: 1.3690710961790572e-06
Position 653: 1.3657100381355057e-06
Position 1217: 1.0736605994175395e-06
Position 574: 8.31988605004773e-07
Position 1137: 7.942078185465573e-07
Position 955: 7.190780281037218e-07
Position 3119: 7.087676826930601e-07
Position 803: 4.937091817330229e-07
Position 726: 1.615644460190896e-07
Position 849: 1.1129561551698632e-07
Position 901: 9.225597853788895e-08
Position 632: 8.56846402756994e-08
Position 714: 7.281751470930697e-08
Position 675: 5.786419274462665e-08
Position 284: 2.680708075291749e-08
Position 281: 9.800127637962772e-09
Position 347: 6.708291203436032e-09
Position 3: 3.557050802712514e-09
Position 28: 1.3769214580334882e-09
Position 5: 1.1472583197119128e-09
Position 398: 5.170966336494022e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 8387: 0.9230480838830321
Position 15106: 0.436396252934631
Position 7194: 0.27040735626191065
Position 4376: 0.2535902003744116
Position 9032: 0.18469035496737918
Position 991: 0.174827636161189
Position 3026: 0.12976426429648064
Position 8870: 0.12554301472052648
Position 2901: 0.12433144634544036
Position 10498: 0.11727222175566905
Position 10658: 0.08418533437678655
Position 6816: 0.08259433440637715
Position 6965: 0.07078743871197
Position 10164: 0.04926512244577532
Position 321: 0.03975004943783422
Position 4379: 0.030659601770892136
Position 15536: 0.025786603158175866
Position 2626: 0.02568857320799149
Position 8968: 0.02484816647571321
Position 4336: 0.018958732152091273
Position 4118: 0.015415893337407689
Position 2909: 0.014732465079091948
Position 11455: 0.014553942388466991
Position 9975: 0.013404850492711767
Position 1469: 0.013111530434451396
Position 407: 0.012671501914342388
