Gene = Nps
index = 764
Annotated 5SS: [  8 202]
Annotated 3SS: [ 119 3553]
SMsplice 5SS: [  8 202]
SMsplice 3SS: [ 119 2405]
top_k =  500
Partition function (log Z): -8.133365481781738

Sorted 5' Splice Sites (High to Low Probability):
Position 202: 0.8908680020882739
Position 8: 0.5320178174518949
Position 1431: 0.25534090590477476
Position 1389: 0.18801796186337225
Position 1288: 0.07963217922292576
Position 1315: 0.05671286094595323
Position 3144: 0.05412367597476359
Position 13: 0.03549195794193136
Position 381: 0.035071944497387327
Position 2214: 0.0334642883708731
Position 51: 0.031225413539505618
Position 299: 0.025383999774748936
Position 1508: 0.015496721652035727
Position 377: 0.011503511623289352
Position 352: 0.010666944186447768
Position 769: 0.005638638770833574
Position 2469: 0.005239282385599022
Position 97: 0.003273395397410034
Position 4018: 0.0032279247465207043
Position 1137: 0.002849028889604763
Position 1215: 0.0026344886649177046
Position 630: 0.0026133991161881756
Position 4087: 0.0022692535458033237
Position 229: 0.0018800275243923185
Position 331: 0.00130278293529849
Position 1518: 0.001058193591284319
Position 40: 0.001045771756359784
Position 1562: 0.0008033184683679332
Position 1163: 0.000688035634616637
Position 367: 0.0006284030513276656
Position 1690: 0.00045125420669023085
Position 1406: 0.0004298062899866527
Position 2095: 0.00041234369219314733
Position 2919: 0.00032047506281317754
Position 160: 0.00027199542643011857
Position 2859: 0.00018218377141795424
Position 2498: 0.0001790366387827346
Position 80: 0.00010824874794186352
Position 641: 5.733918408183348e-05
Position 55: 4.568734644027205e-05
Position 150: 1.4868313122991164e-05
Position 1441: 1.4289978808230295e-05
Position 1572: 1.4225754676556724e-05
Position 169: 1.0522034688515722e-05
Position 1662: 5.913682853991829e-06
Position 1600: 5.5872097335117325e-06
Position 156: 2.883101318328548e-06
Position 139: 2.212678484359553e-06
Position 78: 1.2589699151764219e-06
Position 123: 8.92812188383059e-07
Position 187: 8.477675549380808e-07
Position 329: 2.541087388965757e-07
Position 250: 2.2493673983982894e-07
Position 210: 5.670214040576954e-08
Position 177: 2.01062152740673e-08
Position 179: 1.2768544798227278e-08
Position 287: 1.4468903329008376e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 119: 0.5782997016944641
Position 1214: 0.2601333489064747
Position 2405: 0.24419656329205316
Position 1388: 0.20122561796354246
Position 3016: 0.18686811636108375
Position 1352: 0.16451167175505096
Position 3248: 0.14606243605189248
Position 1258: 0.09537596551709641
Position 3844: 0.06738846379802788
Position 2081: 0.055938945731355307
Position 3594: 0.03346525612285193
Position 3553: 0.027238583743695387
Position 2739: 0.020028331607957837
Position 3951: 0.017408533049905237
Position 3331: 0.01709665541941692
Position 1683: 0.016989981975592375
Position 1058: 0.01640390048041418
Position 1120: 0.015747068091262386
Position 4157: 0.014993913357884489
Position 1229: 0.013520130786023186
Position 2262: 0.011072284225225456
Position 2168: 0.00992876046683425
Position 201: 0.008826427270482416
Position 1288: 0.006763665547749255
Position 692: 0.006158155238457118
Position 620: 0.0059413768761915715
Position 2582: 0.004371374047872712
Position 318: 0.004330957300404722
Position 1479: 0.004246961291010168
Position 420: 0.003545598244508106
Position 2670: 0.0034814045193168486
Position 1839: 0.003076795953168133
Position 233: 0.0026916779297026312
Position 1457: 0.002422757062726147
Position 1429: 0.0022133302883207058
Position 1271: 0.002065402103042227
Position 3415: 0.0019146980080984655
Position 522: 0.001887054539991185
Position 901: 0.0018598394935011042
Position 1748: 0.0018307967288310883
Position 519: 0.0017315152775292744
Position 96: 0.0017291854979108031
Position 2970: 0.0014841458850969255
Position 2205: 0.0013597328160285542
Position 293: 0.001164895865681722
Position 573: 0.0006827521344493102
Position 481: 0.0005777759451413935
Position 559: 0.0005601304831345999
Position 400: 0.0005592811405250076
Position 1177: 0.00038249407945815185
Position 1314: 0.00018813833951561416
Position 1136: 0.00011426355019532548
Position 298: 0.00011310056339283951
Position 145: 0.0001061831820401385
Position 134: 8.089344926213e-05
Position 271: 7.824351852642905e-05
Position 320: 6.324489680277701e-05
Position 713: 6.287622306686347e-05
Position 237: 2.9476449628919614e-05
Position 206: 2.814111986932678e-05
Position 986: 2.263743140376339e-05
Position 84: 2.2042405413837345e-05
Position 725: 1.930210010835911e-05
Position 626: 1.7489986748555686e-05
Position 377: 1.6925353057326388e-06
Position 576: 1.75617378198987e-07
Position 645: 1.4971316316306498e-07
Position 380: 4.944657862973967e-08
Position 280: 3.702692296543077e-08
Position 245: 1.0156290362353472e-08
Position 579: 5.454704860702419e-09
Position 352: 3.0714617193347175e-09
Position 329: 1.823246036707274e-09
Position 338: 9.264125532499866e-10
Position 255: 1.60421464748176e-14
