Gene = Ost4
index = 784
Annotated 5SS: [124 390]
Annotated 3SS: [ 251 1021]
SMsplice 5SS: [124 390]
SMsplice 3SS: [ 251 1346]
top_k =  500
Partition function (log Z): -1.1660001418976598

Sorted 5' Splice Sites (High to Low Probability):
Position 124: 0.9822176426547591
Position 390: 0.9774294492660559
Position 661: 0.022378450381579224
Position 1489: 0.01995706152387757
Position 434: 0.00798595103241196
Position 119: 0.006293570420887903
Position 1438: 0.004477194705783342
Position 68: 0.004199196303312061
Position 1201: 0.0038202806114882065
Position 1153: 0.003547095229210121
Position 396: 0.0028349739658509528
Position 86: 0.0022765204817827654
Position 769: 0.001647478114413498
Position 548: 0.0012360852891791711
Position 340: 0.0008447585451668812
Position 1520: 0.0008312653325162505
Position 702: 0.0007050500505506185
Position 630: 0.0004146006627843232
Position 1410: 0.00039020840195901746
Position 1055: 0.0003382414099118132
Position 82: 0.0003119430537633609
Position 1057: 0.0002442294362871573
Position 94: 0.00022515989482131316
Position 902: 0.00020839133520883318
Position 369: 0.0002060852509862482
Position 790: 0.00018511615937262565
Position 405: 0.00015171792630462588
Position 99: 0.000138911602862698
Position 474: 0.0001332085849241618
Position 176: 0.0001137170999826052
Position 300: 0.00011187337018588717
Position 56: 0.00010095727140952376
Position 1399: 9.686823669871745e-05
Position 9: 9.507734710866099e-05
Position 533: 8.431067060996105e-05
Position 764: 6.521506374006296e-05
Position 319: 6.119328417528608e-05
Position 653: 5.6732248332780587e-05
Position 90: 5.588791568290493e-05
Position 561: 4.6764906007948266e-05
Position 179: 3.7942905242714004e-05
Position 1023: 3.3396981457153474e-05
Position 687: 3.1790123807515176e-05
Position 334: 2.5124179743134068e-05
Position 538: 2.4670552619384836e-05
Position 213: 2.1942638501167365e-05
Position 484: 2.061731374605014e-05
Position 1347: 1.546976266706713e-05
Position 930: 1.3493101720262658e-05
Position 666: 1.2239014863893547e-05
Position 482: 1.2094283061028042e-05
Position 105: 1.1977519127174423e-05
Position 597: 1.1327422084558826e-05
Position 298: 9.743737952326699e-06
Position 144: 8.142262213188966e-06
Position 24: 5.694593297443228e-06
Position 1530: 5.5998172602658604e-06
Position 97: 3.2942705752509395e-06
Position 31: 2.8761563744278635e-06
Position 316: 8.184724092511818e-07
Position 198: 7.696155074829801e-07
Position 34: 6.282533005447857e-07
Position 522: 4.043252678647608e-07
Position 265: 3.9332349078462566e-07
Position 431: 3.4734580715200867e-07
Position 737: 2.0031384073159115e-07
Position 217: 1.7509713570441503e-07
Position 844: 1.613105737059113e-07
Position 818: 1.3713181846607653e-07
Position 531: 8.928784491842022e-08
Position 1002: 7.839621965927135e-08
Position 232: 3.0082383877992747e-08
Position 787: 2.454068407361203e-08
Position 835: 2.1393808800630965e-08
Position 244: 9.641922398919457e-09
Position 1323: 2.325087865005241e-09
Position 1372: 2.1558623856416227e-09
Position 1374: 1.7774789855053146e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 251: 0.9880076981207674
Position 1346: 0.9230464140766134
Position 1021: 0.0630459978115256
Position 561: 0.010863565963186744
Position 1567: 0.008264847996844668
Position 1100: 0.008086618356806206
Position 538: 0.007788724385594493
Position 463: 0.004955075420695762
Position 1736: 0.004641508288753937
Position 629: 0.004520342538252888
Position 1467: 0.0031315305563111013
Position 1538: 0.002710689133564823
Position 1604: 0.0018836618995129461
Position 1803: 0.0017602093123628847
Position 637: 0.0014009601133417714
Position 592: 0.0013648267237232226
Position 1361: 0.001238635681780132
Position 1891: 0.0011985139878250791
Position 1646: 0.0008535880457650085
Position 1029: 0.0007908342480574625
Position 1740: 0.0007800109975130082
Position 1810: 0.0005962396277565358
Position 389: 0.00046215825894424983
Position 1842: 0.000350315795075456
Position 1153: 0.0003322579704887896
Position 1372: 0.00032172017402382823
Position 826: 0.0003216573617079201
Position 270: 0.0003180328796763903
Position 1788: 0.00026621320397820884
Position 1667: 0.000252960447074531
Position 1569: 0.00022471132817021325
Position 1858: 0.00021567596617359086
Position 1630: 0.00021505093344611253
Position 1898: 0.00019102559822696733
Position 474: 0.00018949448189046832
Position 1640: 0.00018581281417547158
Position 1681: 0.0001749182458525061
Position 1520: 0.0001543703105719084
Position 1692: 0.00015425262639716335
Position 922: 0.0001331434689409158
Position 1622: 0.00013114110691749497
Position 1608: 0.00011626153556270333
Position 1671: 0.0001090611652140623
Position 1688: 9.38185845235194e-05
Position 1390: 7.398568547828425e-05
Position 954: 6.967699239949554e-05
Position 1419: 6.307400547091695e-05
Position 1845: 5.3614029331299785e-05
Position 965: 5.282578553851383e-05
Position 232: 4.665582086118761e-05
Position 340: 4.364376017524664e-05
Position 1610: 3.882905735038006e-05
Position 832: 3.2243383967819504e-05
Position 478: 3.0998369079239254e-05
Position 1309: 3.0114148264142703e-05
Position 717: 2.8313048940720957e-05
Position 761: 2.8239945693485668e-05
Position 1416: 2.486090324329464e-05
Position 1758: 2.4680075962533404e-05
Position 1833: 2.397023933323328e-05
Position 198: 2.1190514037568396e-05
Position 1642: 1.8711080674136287e-05
Position 1488: 1.8096042779343545e-05
Position 1600: 1.8090172785289472e-05
Position 226: 1.7064783417147016e-05
Position 1315: 1.5668392949160613e-05
Position 1812: 1.5280928279798372e-05
Position 934: 1.4864284501164552e-05
Position 514: 1.4185211194166143e-05
Position 974: 1.3844223416768738e-05
