Gene = Lmntd2
index = 641
Annotated 5SS: [ 204  444  876 1152 1492 1682 2294 2600 2906 3105 3387 3797]
Annotated 3SS: [ 290  787  995 1419 1592 2021 2508 2715 2984 3189 3546 3872]
SMsplice 5SS: [ 204  444  876 1152 1492 2906 3105]
SMsplice 3SS: [ 290  787  981 1419 2696 2984 3439]
top_k =  500
Partition function (log Z): 2.1954003950194183

Sorted 5' Splice Sites (High to Low Probability):
Position 876: 0.9654150807333086
Position 2906: 0.9287145789713801
Position 1152: 0.9063112687896872
Position 3105: 0.8353169245123611
Position 1492: 0.7676863884484186
Position 444: 0.5017823394299586
Position 204: 0.474581835221882
Position 3387: 0.34716560477692243
Position 58: 0.2454676071322163
Position 1682: 0.1848421920929942
Position 3797: 0.1728835589179316
Position 2600: 0.13869380210803134
Position 1694: 0.1383516971510641
Position 291: 0.07725805040964455
Position 3759: 0.046266269169167845
Position 1559: 0.04373987274459625
Position 1702: 0.0411908715350264
Position 1712: 0.03225945976576965
Position 3693: 0.02623103387998967
Position 3347: 0.025870435396676036
Position 369: 0.02331014521547396
Position 2294: 0.019519910942762383
Position 2874: 0.018001925205837353
Position 3155: 0.017290281655367282
Position 77: 0.013861424499475314
Position 1822: 0.012765608514369661
Position 2515: 0.012380709972622032
Position 3311: 0.012088860365456583
Position 1763: 0.012072250512286886
Position 3774: 0.01193532818121191
Position 421: 0.010468095216762919
Position 474: 0.010059881694346354
Position 2834: 0.009760892112956162
Position 3186: 0.007532116136534895
Position 884: 0.006319214052737134
Position 220: 0.005367182854941973
Position 3528: 0.004561833151053261
Position 3100: 0.0041684587770582674
Position 1213: 0.0020533119208243802
Position 3141: 0.0019082817197361335
Position 2811: 0.0014946759508720447
Position 2635: 0.0012511873586545505
Position 451: 0.0011866074480212517
Position 317: 0.0011570964018031901
Position 1862: 0.0010711995265320455
Position 1113: 0.0009711628927710014
Position 2857: 0.000599593390961799
Position 1130: 0.0005289925626623538
Position 3552: 0.0004951079785867862
Position 95: 0.0003270859977534734
Position 430: 0.0003233951225393543
Position 79: 0.00028869501339626587
Position 825: 0.00027874954745516064
Position 1530: 0.0002017874820981847
Position 937: 0.0001848477585954705
Position 448: 0.00017706362322421004
Position 702: 0.00015958481316087451
Position 193: 0.00014542129523161852
Position 3190: 0.00013944857410187959
Position 1526: 0.00013527183872047693
Position 105: 0.00012085504002747562
Position 1156: 0.0001152309850653609
Position 656: 0.00011434495073857869
Position 950: 0.00010404667088188524
Position 376: 0.00010383260816164194
Position 1235: 0.00010279080050715828
Position 30: 9.216903935945536e-05
Position 1318: 7.548187597656497e-05
Position 3261: 6.907188087984785e-05
Position 1420: 6.173511685931276e-05
Position 636: 6.002748632759164e-05
Position 3323: 4.1419177096006206e-05
Position 662: 3.951193525259868e-05
Position 1435: 3.5234707699719304e-05
Position 1146: 3.4768823778847514e-05
Position 1334: 3.070879521058776e-05
Position 1122: 2.9322859676634866e-05
Position 599: 2.5133230949794744e-05
Position 124: 2.4753770354250667e-05
Position 681: 1.6044442243884177e-05
Position 133: 1.6013232517495754e-05
Position 1451: 1.5215419449366637e-05
Position 42: 1.4240950355441252e-05
Position 1340: 1.3567672190345592e-05
Position 112: 1.2236430350326533e-05
Position 766: 1.1794944425081789e-05
Position 707: 1.0745762595576396e-05
Position 3288: 9.483981148290726e-06
Position 616: 9.167991901620793e-06
Position 1329: 8.464170671965241e-06
Position 920: 5.202709464423446e-06
Position 1464: 3.218454847758694e-06
Position 3161: 8.696333171144834e-07
Position 3087: 1.8702184460122948e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 2984: 0.8965930847243185
Position 787: 0.8461712121561017
Position 1419: 0.8084776002427646
Position 981: 0.7923108664972613
Position 2696: 0.6414383716406841
Position 1592: 0.3947194237843724
Position 3872: 0.35206831072267586
Position 3439: 0.336574555671599
Position 290: 0.31378288726897413
Position 2715: 0.3069702127129902
Position 3286: 0.291308176419822
Position 3546: 0.24586504997660105
Position 3189: 0.20094236356844605
Position 2508: 0.09498165392180319
Position 3617: 0.09111375717587528
Position 995: 0.0877010065165621
Position 757: 0.08490009641168318
Position 3551: 0.052935188758622735
Position 153: 0.03662366224179952
Position 2370: 0.02336448013604832
Position 2426: 0.0172554605322868
Position 700: 0.014798891325250592
Position 342: 0.011067117449572185
Position 2737: 0.01071067647769968
Position 2493: 0.010411234474739581
Position 1094: 0.010182896760472352
Position 1608: 0.00982765152604024
Position 824: 0.008592852396223791
Position 1614: 0.008429330490926947
Position 1985: 0.007741317801451375
Position 2447: 0.007021474959889822
Position 949: 0.006503212975833734
Position 381: 0.006238157933059881
Position 2021: 0.0055910105878960075
Position 3318: 0.004667953303860132
Position 274: 0.004624795460228132
Position 4004: 0.004546761245805495
Position 2131: 0.004403158200388558
Position 1004: 0.004283155346459272
Position 632: 0.003968472174870391
Position 1395: 0.0037517765989971675
Position 1230: 0.0035800651670633726
Position 3495: 0.00350147862062798
Position 3197: 0.003309863909318896
Position 3674: 0.003177094508407918
Position 295: 0.003131428798432723
Position 131: 0.002974882259965006
Position 3645: 0.0029252343004048283
Position 3734: 0.0026041621205393204
Position 3342: 0.002404664364419254
Position 1384: 0.0021484747041386172
Position 3064: 0.002069489664263336
Position 3527: 0.0019995370348533195
Position 3288: 0.0019041630917405103
Position 1234: 0.001861009294399
Position 2827: 0.0017705928875466472
Position 998: 0.0014835263919028025
Position 3747: 0.0013601971663830805
Position 3237: 0.0013086475243726772
Position 3515: 0.0012587649467928062
Position 3921: 0.0011937271011906204
Position 3321: 0.0010898431484331547
Position 407: 0.0010269125806972356
Position 2322: 0.0010235572921621717
Position 514: 0.0009993501658110558
Position 1098: 0.0009479521842917806
Position 2182: 0.000918247478985253
Position 1368: 0.0009094050909023736
Position 763: 0.0008572740568819167
Position 2226: 0.0007201022822876754
Position 1558: 0.0006761610293391687
Position 1046: 0.000659066540556473
Position 2539: 0.0006395756088868496
Position 3853: 0.0005612192678721359
Position 799: 0.0005555243381504515
Position 1025: 0.0005482748359895305
Position 326: 0.0005306840754093404
Position 660: 0.00051688408867376
Position 3837: 0.00038416648921289775
Position 1773: 0.00036352014669570034
Position 1049: 0.000334473916747702
Position 964: 0.00032713583716760953
Position 1007: 0.0002791373649953279
Position 3567: 0.0002667810768918528
Position 201: 0.0002535998386079852
Position 1028: 0.00023628694421606077
Position 1217: 0.0002063977447367875
Position 344: 0.0001916097290183222
Position 1432: 0.00018295765591036983
Position 2997: 0.00018137169045997196
Position 1043: 0.00017719785899786023
Position 246: 0.00016309375774179984
Position 155: 0.00013763532257759348
Position 3345: 0.0001299447715196436
Position 804: 0.00012932565870744597
Position 1067: 0.00011647100159768003
Position 3004: 0.0001146258333517668
Position 258: 0.00010445707933636223
Position 1136: 9.698214721431684e-05
Position 830: 7.602588848437892e-05
Position 1013: 7.514915237430875e-05
Position 2171: 7.36363207246959e-05
Position 346: 7.080202813278206e-05
Position 1288: 6.408148616161072e-05
Position 2253: 4.7070601907413615e-05
Position 639: 4.67625207635544e-05
Position 3007: 4.1701201630324456e-05
Position 198: 4.028578736143532e-05
Position 935: 3.8224461939677237e-05
Position 651: 3.7504018713968274e-05
Position 599: 3.312133544028871e-05
Position 352: 3.097703073196954e-05
Position 133: 2.7517573650381016e-05
Position 2025: 2.5367669121401186e-05
Position 1318: 2.4694421740979383e-05
Position 1304: 2.1429213289313983e-05
Position 1129: 2.0979767751615274e-05
Position 1301: 1.915229437968785e-05
Position 1184: 1.7175430684435463e-05
Position 1055: 1.678976993566869e-05
Position 1338: 1.5138957140937894e-05
Position 473: 1.3799483684418823e-05
Position 1329: 1.3346283503724901e-05
Position 204: 1.28757207101935e-05
Position 1434: 1.2806879169697432e-05
Position 1144: 1.2493001764242148e-05
Position 1270: 1.2399076057724349e-05
Position 916: 1.1208631278227143e-05
Position 1307: 1.0023208152021952e-05
Position 463: 9.719576935466995e-06
Position 360: 8.101995368116854e-06
Position 427: 6.676855360025504e-06
Position 420: 4.515280433413937e-06
Position 1754: 4.042241044886229e-06
Position 1782: 3.42841120176007e-06
Position 441: 3.3069043686226406e-06
Position 528: 3.082180002216109e-06
Position 162: 2.3809645418154553e-06
Position 418: 2.020136611209119e-06
Position 1464: 1.9710472372035124e-06
Position 354: 1.9284081661288174e-06
Position 1540: 6.027509586266427e-07
Position 112: 1.6865880770817208e-07
Position 208: 1.476444187867957e-07
Position 1624: 4.798577668398455e-08
Position 215: 2.8312524173065465e-08
Position 448: 2.1302831475978407e-08
Position 103: 9.52145835927341e-09
Position 852: 7.368909206388166e-09
Position 1451: 3.1251223692688187e-09
Position 1511: 2.2281813504174872e-09
Position 211: 1.9633585734682514e-09
Position 95: 2.0728439025227075e-10
Position 92: 7.240890843868657e-11
