Gene = U2surp
index = 1156
Annotated 5SS: [   78  9355 11207 16060 18192 18797 19571 20513 20630 20804 21805 22195
 23149 26334 27487 27725 29803 30242 32628 34495 35788 36693 37474 39852
 45349 47532 49192]
Annotated 3SS: [ 9309 11074 15960 18076 18662 19502 20417 20593 20720 21638 21982 23104
 26228 27419 27560 29639 30161 32539 34371 35630 36596 37406 39691 45237
 47412 49014 50350]
SMsplice 5SS: [   78 16060 18192 18797 20513 20804 21805 22195 26334 30242 32628 34495
 35788 36693 39852 45349 47532 49192]
SMsplice 3SS: [15960 18076 18662 20417 20720 21638 21982 26228 30161 32539 34371 35630
 36596 39667 45237 47412 49014 50350]
top_k =  500
Partition function (log Z): 19.103268035391103

Sorted 5' Splice Sites (High to Low Probability):
Position 18797: 1.0000000000000024
Position 32628: 0.9989089473293372
Position 45349: 0.9923957608752807
Position 47532: 0.9918772632204192
Position 35788: 0.9782182900062115
Position 49192: 0.9730523839303826
Position 22195: 0.9554360168443959
Position 36693: 0.9467440510782155
Position 20804: 0.9116538962718135
Position 39852: 0.8845027611789513
Position 78: 0.8836395771354054
Position 21805: 0.8822651052643337
Position 30242: 0.8453685850365381
Position 20513: 0.76460646922107
Position 26334: 0.758668904112065
Position 34495: 0.7518904380667866
Position 787: 0.3353505754208741
Position 37474: 0.3173138801600613
Position 49522: 0.25971888358563966
Position 34773: 0.23558224239713962
Position 34752: 0.235538366684384
Position 26353: 0.23247757191929272
Position 19571: 0.2215581550156855
Position 27725: 0.1888083300479556
Position 49534: 0.15251029145752923
Position 43282: 0.13963069576023493
Position 27700: 0.11660625982005134
Position 52418: 0.1141408373804743
Position 27266: 0.11215345706281278
Position 22410: 0.11164194181882085
Position 33575: 0.10546030622049682
Position 220: 0.09578246094117056
Position 51658: 0.09441505296651886
Position 21838: 0.08183645124949926
Position 23232: 0.07438222745859693
Position 35008: 0.06824797756826116
Position 33363: 0.060763561556933646
Position 27491: 0.05543184450494407
Position 46537: 0.05442026082451982
Position 20994: 0.048860120722912605
Position 20630: 0.048129394169192916
Position 34100: 0.041519792426026644
Position 47841: 0.03209807776495626
Position 30274: 0.029468685584757934
Position 38175: 0.028180820154984066
Position 23960: 0.02778047753059041
Position 34499: 0.026397378217652076
Position 29168: 0.02627372851791676
Position 42731: 0.025314492335708438
Position 45772: 0.024170282629777964
Position 29123: 0.01764807495919235
Position 45798: 0.017188012413827468
Position 32181: 0.016660919472168453
Position 20498: 0.01613773129834533
Position 49759: 0.015994065081275252
Position 38160: 0.01574352124868012
Position 34997: 0.013315090729092427
Position 25233: 0.013165257763595973
Position 20947: 0.012313825634276014
Position 50456: 0.011656137122243691
Position 25781: 0.011088461770618558
Position 20919: 0.01072073556818853
Position 45702: 0.010405328059085426
Position 23149: 0.00858584868369501
Position 29119: 0.008289939144679638
Position 48561: 0.008211300855335887
Position 31103: 0.008199431520324152
Position 49202: 0.007373128358092581
Position 23867: 0.007277577117001503
Position 52627: 0.007007880133302999
Position 36461: 0.006892059564479166
Position 28359: 0.006804060540740205
Position 49108: 0.006764020727632036
Position 21043: 0.0058939653446215354
Position 48081: 0.005598135693394686
Position 37409: 0.0053742912798586135
Position 52422: 0.005286896138153448
Position 98: 0.00515735781927805
Position 25210: 0.0049440320529686175
Position 26869: 0.004804082620635604
Position 46512: 0.004324827650360001
Position 27894: 0.004248590819519163
Position 29115: 0.00409816750705497
Position 37242: 0.003938519188199946
Position 37514: 0.00388789653080352
Position 23447: 0.003875383971729199
Position 51269: 0.003755746022570586
Position 21118: 0.0035474992422603246
Position 36013: 0.0034160303816872075
Position 35859: 0.003385947398274758
Position 35267: 0.0033591166268671247
Position 48776: 0.0033569061332599246
Position 420: 0.0030657461987682083
Position 347: 0.0030345659824307196
Position 35745: 0.0029876358159480585
Position 228: 0.002792821663755424
Position 29803: 0.002779733977035643
Position 39362: 0.002728385375566638
Position 27986: 0.0025739124883919027
Position 49117: 0.0024271081384605485
Position 24774: 0.0023042640303053033
Position 37365: 0.002291551534758828
Position 48057: 0.002216147088462196
Position 47199: 0.00217753634084968
Position 248: 0.00205223147925675
Position 23572: 0.0020371290285371665
Position 24818: 0.001886266524864248
Position 21468: 0.0018523105868110414
Position 25259: 0.00178773002985854
Position 327: 0.001747181439196539
Position 23945: 0.0017404787498037282
Position 20902: 0.0017056863599984524
Position 30379: 0.0016583651295881657
Position 29276: 0.001527255700164958
Position 29080: 0.0015270252501325212
Position 22480: 0.001469260561416649
Position 27462: 0.0013849093018517113
Position 48142: 0.0013716565916859235
Position 41001: 0.0013448982041402214
Position 37166: 0.0013440877972714764
Position 27001: 0.0011699805448511255
Position 36263: 0.0011407828083421989
Position 22574: 0.001067683933502175
Position 49927: 0.0010388913538690026
Position 35129: 0.0010368839059321361
Position 25012: 0.0009414609309350905
Position 26524: 0.0009327714413768666
Position 23937: 0.0008803191149773463
Position 37202: 0.0008750144242726222
Position 23756: 0.0006909491799395705
Position 22209: 0.000612959727075875
Position 21240: 0.0006081572976593364
Position 323: 0.0005544182463585648
Position 26269: 0.0005235723012535905
Position 36697: 0.0004962468183841957
Position 49138: 0.0004159948341020979
Position 37339: 0.00040776931908964353
Position 350: 0.0004043562564954527
Position 47741: 0.00037313360112888917
Position 363: 0.0003707399863808905
Position 48035: 0.0003252089990114145
Position 70: 0.00028662066543267675
Position 48478: 0.00027702419138170335
Position 45852: 0.0002567616662741664
Position 36821: 0.00024055210113527848
Position 47510: 0.00021826354021945896
Position 22022: 0.00021630706647383447
Position 21810: 0.0001836464822454858
Position 32632: 0.0001710319884780148
Position 81: 0.00016048363909179386
Position 289: 0.00013084366569283905
Position 102: 0.00011912553473870421
Position 252: 0.00011687565380923487
Position 621: 9.272021675780748e-05
Position 33630: 8.835537383627243e-05
Position 111: 7.789970040133756e-05
