Gene = Clcc1
index = 266
Annotated 5SS: [   68  7583  8121  9719 14272 14927 17083 19005 19515 21051 23066]
Annotated 3SS: [ 7441  8018  9610 14049 14785 16988 18906 19367 20723 22771 24626]
SMsplice 5SS: [   68  7583  8121  9719 17083 19005 19515 21051]
SMsplice 3SS: [ 7441  8018  9610 16988 18906 19367 20723 23864]
top_k =  500
Partition function (log Z): 7.013978710424315

Sorted 5' Splice Sites (High to Low Probability):
Position 7583: 0.9942144783651261
Position 21051: 0.890957434023736
Position 17083: 0.878137386322619
Position 19005: 0.8753174293408813
Position 8121: 0.8616184681117616
Position 9719: 0.8486545550605032
Position 19515: 0.7725366429251806
Position 13089: 0.47361495825948347
Position 68: 0.4690859332177103
Position 5481: 0.4496391725486221
Position 139: 0.34305305787853685
Position 20863: 0.3248399220296627
Position 14272: 0.3225631747645065
Position 2933: 0.24429831890830309
Position 19927: 0.2401072297217052
Position 10021: 0.23722359235408508
Position 14927: 0.21923419072342495
Position 838: 0.17751988879799888
Position 20747: 0.14270200002747666
Position 12895: 0.13154794314810278
Position 10180: 0.12149163492916881
Position 4021: 0.11724520355144089
Position 17088: 0.10291909880673406
Position 17832: 0.07943572317859496
Position 433: 0.0779378822970157
Position 20200: 0.07738896439637652
Position 9380: 0.07261561325564077
Position 19637: 0.07249629556869
Position 6553: 0.06370888251791611
Position 777: 0.0610104657217523
Position 24447: 0.05152269447003131
Position 2220: 0.04938477896997476
Position 18986: 0.047206564709793244
Position 2955: 0.044392825448040824
Position 24288: 0.04243780273189998
Position 4448: 0.038236626123911474
Position 157: 0.035468441235807606
Position 10108: 0.03535538465625016
Position 4087: 0.034413652695811155
Position 480: 0.03213019573616277
Position 17990: 0.02775748572562616
Position 21266: 0.02518066006333197
Position 211: 0.02193836732736333
Position 19432: 0.021142952871759872
Position 20935: 0.020189645313197134
Position 15569: 0.018179580928024644
Position 5380: 0.01731368057106876
Position 10237: 0.015763613014549354
Position 4048: 0.01522519448100415
Position 19982: 0.01183828750153615
Position 8049: 0.011726053380606649
Position 21480: 0.010743595382001469
Position 19270: 0.009271137402391627
Position 17198: 0.008740037446097209
Position 8390: 0.0071480093499324505
Position 4244: 0.006885325419879972
Position 22689: 0.006647333253034709
Position 1759: 0.005918851493874363
Position 5062: 0.005787023949008007
Position 20429: 0.005680787627525849
Position 7273: 0.005619434619664151
Position 19485: 0.005613992383345119
Position 5771: 0.005247083861535934
Position 258: 0.004516954602733932
Position 204: 0.004493060198869113
Position 5617: 0.00417947449665392
Position 856: 0.003612113930091681
Position 20198: 0.003292081975266565
Position 20172: 0.003281820597045135
Position 8825: 0.0028755410642195673
Position 17549: 0.0028666501144074636
Position 2473: 0.002432179635883171
Position 5601: 0.002419873543437227
Position 24464: 0.0023678292724912857
Position 12685: 0.0020579182227073124
Position 20372: 0.0019721244138103246
Position 7850: 0.001903449169036732
Position 21832: 0.0018319695051374622
Position 178: 0.001584944156766172
Position 8355: 0.001508480764979541
Position 19539: 0.001240980672000162
Position 7591: 0.0011816519934540334
Position 17113: 0.0010857618167447762
Position 1903: 0.0010804065613193342
Position 19609: 0.0008542605037213971
Position 23988: 0.000763621086057142
Position 8123: 0.0007498660942420258
Position 5704: 0.0007455967725712106
Position 12272: 0.0006548208868966495
Position 18002: 0.00045487603448135505
Position 107: 0.00043513995957747805
Position 24724: 0.0004042539171493025
Position 18953: 0.00039276489813246123
Position 19519: 0.00030352983133845064
Position 467: 0.00027200401530420463
Position 1766: 0.0002472826341338054
Position 427: 0.00022598742790878702
Position 602: 0.0002136829048842328
Position 19035: 0.00019378141199586247
Position 19021: 0.00012454527046479812
Position 518: 0.00012156902664750086
Position 595: 0.00011672467771588726
Position 7910: 7.808378867756178e-05
Position 19133: 6.81348633121092e-05
Position 488: 6.803858235647251e-05
Position 7598: 6.7995649352929e-05
Position 504: 4.278714018199706e-05
Position 458: 3.750021926392564e-05
Position 9890: 2.4266979520315947e-05
Position 1133: 2.292110478361183e-05
Position 8806: 1.6897670494676556e-05
Position 8081: 1.5909644567788327e-05
Position 52: 1.542154511116542e-05
Position 143: 1.4866131682480202e-05
Position 287: 1.2676840738555018e-05
Position 275: 1.0145537713184177e-05
Position 9062: 9.77171037051564e-06
Position 513: 8.875702120092324e-06
Position 46: 7.931144962432192e-06
Position 82: 6.553731591260816e-06
Position 161: 6.0313503157853264e-06
Position 29: 5.517839911052733e-06
Position 61: 4.146217681613433e-06
Position 159: 3.658659354249598e-06
Position 471: 3.4046945571691676e-06
Position 484: 3.2381732073150866e-06
Position 21: 3.0721546647599417e-06
Position 22023: 2.6056874710062717e-06
Position 545: 2.4592607047974553e-06
Position 59: 2.38326833175577e-06
Position 184: 2.2907145318748205e-06
Position 350: 1.9166030883499535e-06
Position 247: 8.042918164917027e-07
Position 492: 3.037906690647399e-07
Position 242: 2.16537659889232e-07
Position 229: 1.5561258251455565e-07
Position 421: 5.06833266791217e-08
Position 348: 3.625766802438704e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 7441: 0.99273116022205
Position 16988: 0.9908822843921947
Position 18906: 0.9232824598357882
Position 8018: 0.8713327770999182
Position 20723: 0.8670561220208942
Position 19367: 0.8610994006231281
Position 9610: 0.7578261694956699
Position 5232: 0.41759929373580457
Position 12844: 0.35120463346433967
Position 23864: 0.3200744640140346
Position 24626: 0.2909955561253259
Position 20884: 0.26637080643092337
Position 2864: 0.2650519630680281
Position 12768: 0.25395826794324633
Position 24119: 0.24890105943214907
Position 14785: 0.21626347417790545
