Gene = A130010J15Rik
index = 76
Annotated 5SS: [ 86 590]
Annotated 3SS: [ 470 6198]
SMsplice 5SS: [ 86 590]
SMsplice 3SS: [ 470 1235]
top_k =  500
Partition function (log Z): -9.954691091697757

Sorted 5' Splice Sites (High to Low Probability):
Position 590: 0.938187079308198
Position 86: 0.8787490448266588
Position 1472: 0.25386832775417817
Position 326: 0.08215885350907663
Position 1070: 0.03526869150553818
Position 2134: 0.034219258933603475
Position 4902: 0.02011006425996737
Position 6052: 0.018733486239889206
Position 2895: 0.01017150220953318
Position 1796: 0.010095994452241502
Position 6005: 0.008344840328424696
Position 5511: 0.007447621102896584
Position 389: 0.006317647590715255
Position 2025: 0.005336720582445282
Position 305: 0.0033681224440073117
Position 313: 0.003015619922924208
Position 3729: 0.0029760897395760765
Position 5735: 0.0025459004828231905
Position 160: 0.0014194410704351707
Position 281: 0.0010260416154745035
Position 2187: 0.0009303410158598616
Position 704: 0.000840235906958224
Position 319: 0.0007192170719728093
Position 1373: 0.000545151661649972
Position 339: 0.0004415041715537978
Position 994: 0.000348055075441834
Position 732: 0.00028052009392611345
Position 736: 0.00023340915324699508
Position 2090: 0.00021916105524267458
Position 142: 0.00019126782676342382
Position 1457: 0.00014221494806705993
Position 139: 0.00013741958834383104
Position 2626: 0.00012322239891346322
Position 291: 0.00011459319467972073
Position 888: 0.00010823696734437158
Position 844: 0.0001038179726480474
Position 1236: 0.00010276537167886154
Position 584: 0.00010044043521393713
Position 72: 9.566687799417285e-05
Position 133: 9.52351902706053e-05
Position 192: 8.993442759211322e-05
Position 646: 7.579194458021004e-05
Position 1084: 7.232188749312459e-05
Position 1279: 5.3211175512630955e-05
Position 94: 4.6820619483064044e-05
Position 394: 4.2809279439028154e-05
Position 61: 4.011234207770565e-05
Position 266: 3.7021395802835416e-05
Position 256: 3.45083173490591e-05
Position 3484: 3.400394663684514e-05
Position 1039: 2.871091124211152e-05
Position 1536: 2.762008963871679e-05
Position 1476: 2.635488481956073e-05
Position 663: 2.4849385129238026e-05
Position 271: 1.9693636270759034e-05
Position 210: 1.8892512771625912e-05
Position 223: 1.8641328233612673e-05
Position 276: 1.6271768718042987e-05
Position 1478: 1.4550518755190284e-05
Position 4: 1.4249103488927397e-05
Position 657: 1.4208277011384553e-05
Position 34: 1.3963900703675484e-05
Position 602: 1.201870197609522e-05
Position 230: 1.0234723557681891e-05
Position 1632: 8.500363905488202e-06
Position 1119: 7.1586864977260845e-06
Position 298: 6.881320048523227e-06
Position 300: 6.209333362240425e-06
Position 1105: 5.193406324027979e-06
Position 895: 4.862185558896076e-06
Position 1509: 4.688382635863891e-06
Position 196: 4.351928431020835e-06
Position 194: 1.6858908796178456e-06
Position 815: 1.248761687765606e-06
Position 1115: 1.087395836967395e-06

Sorted 3' Splice Sites (High to Low Probability):
Position 470: 0.8355630940364314
Position 1303: 0.22121386629551112
Position 1235: 0.13860071754410916
Position 5306: 0.11872246178156994
Position 6290: 0.09987436949316796
Position 6198: 0.07533429838693582
Position 5871: 0.060560570594402306
Position 2344: 0.040407820248398195
Position 5453: 0.03749904276769862
Position 431: 0.036598801263593835
Position 1322: 0.035382841772172983
Position 984: 0.03470528003245553
Position 7889: 0.03158024996299462
Position 3644: 0.028683985758131567
Position 487: 0.026070651627113087
Position 7650: 0.02520824641520745
Position 6398: 0.02369581388114647
Position 2758: 0.021141724789393277
Position 4709: 0.021076133267778734
Position 1995: 0.02023529247378886
Position 8993: 0.02000778375295623
Position 6614: 0.01880150933234386
Position 3560: 0.01832802748887401
Position 3402: 0.01799651350862764
Position 1659: 0.01726604671918828
Position 5580: 0.01655025226736327
Position 2695: 0.016237718660408244
Position 1907: 0.016138314700761477
Position 3719: 0.014712084231378835
Position 1941: 0.014654940334305578
Position 1335: 0.01375238109470392
Position 4769: 0.013217471683692215
Position 7437: 0.012731307098090578
Position 6461: 0.01049790196891481
Position 4856: 0.010461373186243812
Position 3484: 0.00998970425244118
Position 1394: 0.009926316681220725
Position 1679: 0.009591319342494398
Position 5890: 0.009413491104196455
Position 7858: 0.008998912870824154
Position 8020: 0.008569717206968398
Position 1867: 0.007852935214954537
Position 276: 0.00754733596743571
Position 1309: 0.007475523845217593
Position 4987: 0.0074387279766779
Position 371: 0.005572101641105979
Position 6695: 0.004757262424967628
Position 3844: 0.004670865525098725
Position 4242: 0.0042311352299745225
Position 435: 0.0041863133432849305
Position 2650: 0.0041036462054315544
Position 3507: 0.0035553508814580768
Position 6240: 0.0034680938062717926
Position 1206: 0.003065297280678606
Position 3504: 0.003042221293844487
Position 4019: 0.002680220792786059
Position 3587: 0.002524545825474777
Position 491: 0.002230967458071729
Position 5625: 0.0019975311344476777
Position 412: 0.0019821717563727826
Position 819: 0.0019213770144454524
Position 1361: 0.001788888452572475
Position 892: 0.0015132617904763449
Position 2409: 0.0013638236033577586
Position 1744: 0.0012921538072213081
Position 5142: 0.0012339637975729175
Position 735: 0.0011590902685112174
Position 2000: 0.0010957735132540694
Position 2312: 0.0010871202595621621
Position 223: 0.0010351205713027267
Position 472: 0.0010256491924932256
Position 751: 0.001019930521341084
Position 3095: 0.0010139227135595693
Position 955: 0.0009097261083572807
Position 2076: 0.0008353327090961357
Position 4212: 0.0007525432702695144
Position 1576: 0.0007025610471201831
Position 2736: 0.0006747613844246188
Position 2815: 0.0006252585095414865
Position 1722: 0.0006120635312681034
Position 496: 0.0006079715489247479
Position 3856: 0.000595449817156996
Position 1631: 0.0005598389432140238
Position 210: 0.0005580120796056754
Position 3246: 0.0005524265265881845
Position 1604: 0.0004966508232492736
Position 2715: 0.0003109843556258461
Position 1150: 0.00025608700427784815
Position 437: 0.00020771518848498654
Position 542: 0.00017515696581732506
Position 1245: 0.00015928157297897928
Position 920: 0.00015094859678780592
Position 544: 0.0001340391566951128
Position 251: 0.00012149865530607108
Position 233: 0.00011980254684454888
Position 447: 9.721820143358843e-05
