Gene = Gemin7
index = 431
Annotated 5SS: [ 56 515]
Annotated 3SS: [ 278 8146]
SMsplice 5SS: [ 515 4086 4560]
SMsplice 3SS: [3940 4472 8146]
top_k =  500
Partition function (log Z): -10.876381878374303

Sorted 5' Splice Sites (High to Low Probability):
Position 4086: 0.6171888734834828
Position 4560: 0.5909200241409103
Position 515: 0.48896997712989276
Position 56: 0.2633806154841144
Position 2395: 0.21222681794727458
Position 917: 0.1769259860619574
Position 907: 0.1714530892204413
Position 2351: 0.1137063303946629
Position 1541: 0.07062479617062095
Position 785: 0.050751908248076565
Position 1910: 0.04487670807571674
Position 6069: 0.03731186496346404
Position 4473: 0.03664882049765758
Position 6824: 0.024201867611336643
Position 4651: 0.017715609663375438
Position 4556: 0.017062951391675758
Position 8380: 0.016560515766733983
Position 1169: 0.016218023004924004
Position 3982: 0.015441739256386996
Position 58: 0.009636339261809136
Position 128: 0.008010926431454695
Position 3969: 0.007377084998975335
Position 2368: 0.006966215383737644
Position 5420: 0.00604761355243307
Position 6988: 0.003959283277439897
Position 249: 0.003654028627734925
Position 817: 0.0015190539060325463
Position 894: 0.000634837122870794
Position 1870: 0.0005389085565017127
Position 1142: 0.0004953276852148672
Position 4892: 0.0004888548156138926
Position 1108: 0.00035728617552049745
Position 605: 0.000255809106654964
Position 548: 0.00023587644508383753
Position 406: 0.0002251932744873482
Position 232: 0.00020183821722809874
Position 329: 0.00014357051619738086
Position 562: 0.00010797582226133062
Position 641: 9.200133747582813e-05
Position 299: 6.937058727696501e-05
Position 739: 4.6278669736584686e-05
Position 634: 4.14539421034147e-05
Position 338: 3.816921860914313e-05
Position 467: 1.3497383369324258e-05
Position 929: 1.1175379407019407e-05
Position 164: 5.805855639597652e-06
Position 484: 4.396105720280969e-06
Position 482: 3.646046472567795e-06
Position 304: 2.19544976948725e-06
Position 526: 1.0697356103988313e-06
Position 237: 9.653098925978833e-07
Position 529: 9.104518740374957e-07
Position 131: 8.655464193756179e-07
Position 264: 1.6001316858788313e-07
Position 382: 7.703144746107269e-10
Position 429: 5.1791561783306836e-11
Position 519: 1.0375077590697956e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 4472: 0.6167380397599236
Position 8146: 0.44125694657404796
Position 3940: 0.38950249841041273
Position 2241: 0.3093886885991418
Position 3907: 0.22986114769241778
Position 5962: 0.12884318006649753
Position 4330: 0.08829487779911228
Position 6726: 0.07290006961133393
Position 784: 0.05941929860436361
Position 4397: 0.05887028195653886
Position 278: 0.05582131258809885
Position 3382: 0.03821290526862186
Position 5237: 0.028875947413945297
Position 5325: 0.0276628368596018
Position 8191: 0.026800455174795863
Position 1720: 0.024035930920378198
Position 5777: 0.020741230104194257
Position 8472: 0.020737723723331172
Position 3874: 0.020033347170489928
Position 2269: 0.019723601722427517
Position 672: 0.01893169797115472
Position 1089: 0.01808454074740639
Position 8252: 0.01692198261340259
Position 1273: 0.016182323029133607
Position 7388: 0.015967471590305867
Position 800: 0.015792514200279446
Position 6905: 0.01567959774228274
Position 8110: 0.013086829684797671
Position 1770: 0.011755441102707327
Position 813: 0.011112108921000575
Position 3752: 0.010673830278206547
Position 3775: 0.010431782169128226
Position 2245: 0.010163321391206105
Position 1312: 0.010047097398700203
Position 7759: 0.009749226074042425
Position 1244: 0.008862339102385425
Position 618: 0.007488221211758567
Position 686: 0.006638018963197299
Position 694: 0.006274144384867059
Position 127: 0.006164454182787518
Position 4003: 0.006028428759898345
Position 249: 0.005831194850277058
Position 7515: 0.0058239678007115155
Position 6450: 0.004885586941903856
Position 1805: 0.00462793975478729
Position 8150: 0.0038935032901160835
Position 5175: 0.0038793150267602463
Position 7962: 0.003790498700148892
Position 3981: 0.0035583745799206844
Position 5020: 0.003252581537514121
Position 4402: 0.0031192001437615044
Position 6360: 0.0031083168840481267
Position 1278: 0.002929120185547758
Position 1434: 0.0027909668366875896
Position 6006: 0.002787301575721046
Position 7312: 0.002623613986386156
Position 1353: 0.0025824691705352725
Position 4200: 0.002564241762420547
Position 4782: 0.0024336088679609
Position 5722: 0.0023827836481007552
Position 877: 0.002274421832236516
Position 1003: 0.002060824759827713
Position 1350: 0.0020297170207952057
Position 2161: 0.0019894071498237887
Position 2307: 0.001986887587554099
Position 5179: 0.0019480053051772665
Position 816: 0.0019247387002974744
Position 5028: 0.0018092330918156277
Position 1011: 0.001700778765838042
Position 6767: 0.0015098071341947592
Position 4492: 0.0014557612268980696
Position 4215: 0.0014477987676497872
Position 756: 0.0014057789038641683
Position 1641: 0.0013834045627316486
Position 823: 0.0013299429734040982
Position 4973: 0.001310509402183915
Position 1249: 0.001263840658836378
Position 6269: 0.0012032298026145298
Position 4753: 0.0011816022421929462
Position 4521: 0.001172773088678036
Position 4232: 0.0008414530043691999
Position 1888: 0.0008291465342069773
Position 2062: 0.0007284924778112615
Position 1303: 0.0006904935151616232
Position 425: 0.0006613682533842931
Position 4794: 0.0006447449111769774
Position 1842: 0.0005419765702214452
Position 3536: 0.0005252183771664643
Position 178: 0.0005238106157833743
Position 4886: 0.0004944705166388176
Position 1431: 0.0004791890392545853
Position 2743: 0.00044803092886540514
Position 1793: 0.00042088143845006446
Position 1576: 0.0003965075626906924
Position 1437: 0.000391837437381788
Position 3003: 0.00037085661552133407
Position 655: 0.0002175515706837899
Position 622: 0.0001291456829579117
Position 1445: 0.0001190629294282866
Position 749: 0.00011328668217631664
Position 1693: 0.00011260410797039129
Position 1726: 0.0001006187405537249
Position 1096: 6.897050520722036e-05
Position 715: 6.484525606781189e-05
Position 1124: 6.307457346216171e-05
Position 4054: 5.732152809431848e-05
Position 314: 5.6881824088574303e-05
Position 367: 5.6529480951709584e-05
Position 702: 5.1840794725685615e-05
Position 405: 3.858576667204133e-05
Position 552: 3.5960390137447584e-05
Position 4837: 1.767493631305133e-05
Position 683: 1.0483632292900598e-05
Position 316: 7.982576865716017e-06
Position 857: 7.848539456603726e-06
Position 286: 7.183189282395013e-06
Position 1015: 6.213285981782162e-06
Position 338: 6.188600792461154e-06
Position 1127: 6.149628922565907e-06
Position 135: 6.023859834825563e-06
