Gene = Sgcb
index = 972
Annotated 5SS: [ 116 3519 7108 8002 8408]
Annotated 3SS: [ 3308  6921  7809  8275 12091]
SMsplice 5SS: [ 116 3519 7108 7910 8408]
SMsplice 3SS: [ 3308  6921  7821  8275 12091]
top_k =  500
Partition function (log Z): -2.138315588645636

Sorted 5' Splice Sites (High to Low Probability):
Position 8408: 0.9975158634813894
Position 116: 0.8794076002837469
Position 7108: 0.8748255875185664
Position 3519: 0.6387413346341324
Position 11121: 0.47645108289717675
Position 12185: 0.4096371220154404
Position 2937: 0.3106548685010148
Position 3552: 0.29365954297002567
Position 9380: 0.15194206683014957
Position 8002: 0.11207546830200238
Position 8834: 0.09503259649839994
Position 7958: 0.06386373310589671
Position 120: 0.056343774766631965
Position 9560: 0.0518907652807662
Position 13125: 0.050580929544937744
Position 8792: 0.04306696004834013
Position 498: 0.03910154457974131
Position 3523: 0.036437769428430335
Position 6211: 0.03157729830447658
Position 1599: 0.029001857830477498
Position 423: 0.028934125026297604
Position 7963: 0.027575341286539178
Position 6218: 0.025785761380662128
Position 12177: 0.024810015651898994
Position 7978: 0.02412587518394414
Position 7057: 0.022521743969717997
Position 8007: 0.021213854999038436
Position 6225: 0.01989473969182627
Position 14343: 0.01914854303185374
Position 7944: 0.019123099039018137
Position 9194: 0.013702575825435945
Position 1604: 0.013625021936485689
Position 2349: 0.01276106823249393
Position 12125: 0.011827620690348895
Position 12263: 0.010676627018797827
Position 5019: 0.01064918314792073
Position 9319: 0.010364519248926892
Position 12243: 0.010316186492571149
Position 12119: 0.010215066797673445
Position 8887: 0.009920428648603307
Position 1541: 0.009435394119944276
Position 2047: 0.00800509618960442
Position 466: 0.007843377024490741
Position 10660: 0.0072188918645636965
Position 6528: 0.00719495596406701
Position 7917: 0.006985003271660215
Position 1285: 0.006887598808853933
Position 14926: 0.006873663134086064
Position 7411: 0.006716767217510617
Position 12844: 0.006397838001376605
Position 3990: 0.006145350548589591
Position 12236: 0.005961750823773525
Position 13058: 0.005503645925372887
Position 4240: 0.0054009998752332835
Position 7660: 0.005324085037055365
Position 12299: 0.0038547291824922547
Position 9422: 0.0038359312567013237
Position 2988: 0.0036711888366993844
Position 2281: 0.003489513802583222
Position 7681: 0.003068144343837966
Position 2428: 0.003059876827790649
Position 12205: 0.002992058851767568
Position 7970: 0.0029575372545164926
Position 12230: 0.002902886931864996
Position 11876: 0.002841224069560456
Position 13235: 0.0027401828183695204
Position 14534: 0.0026538895131624374
