Gene = Det1
index = 333
Annotated 5SS: [  157  4092  7259 13153]
Annotated 3SS: [ 2998  7070 12960 19150]
SMsplice 5SS: [  801  3831  4092  4428  7259 12081 13153]
SMsplice 3SS: [ 3737  3930  4311  7070 11900 12960 19150]
top_k =  500
Partition function (log Z): -0.902121355607068

Sorted 5' Splice Sites (High to Low Probability):
Position 7259: 0.9945477160056805
Position 4092: 0.9708361894633092
Position 13153: 0.9434634822940989
Position 4428: 0.8314450583393089
Position 801: 0.7453857921727985
Position 3831: 0.6574218583536237
Position 3123: 0.5715960272504821
Position 12081: 0.5496861881093605
Position 3538: 0.3606311455949216
Position 7901: 0.2722213937242996
Position 6108: 0.2493351715852598
Position 12012: 0.20705538019736344
Position 11930: 0.1852853956411722
Position 2899: 0.15540086001210063
Position 157: 0.13465889278765147
Position 2925: 0.10475550416873121
Position 5054: 0.08872885384234497
Position 5945: 0.07820776246988927
Position 8226: 0.07601284315822905
Position 97: 0.0606552511744108
Position 16295: 0.04931799594213955
Position 76: 0.04791073539983843
Position 8117: 0.046826756334526806
Position 3344: 0.0402864447711691
Position 2943: 0.03738819441608486
Position 6243: 0.028589904456007176
Position 5144: 0.0283660583297337
Position 4436: 0.02621934964913985
Position 16316: 0.024815498916153166
Position 2810: 0.023320782906997555
Position 6133: 0.02322308205683804
Position 6052: 0.020556278947348034
Position 9889: 0.017377566970063322
Position 1028: 0.015574615727305011
Position 9954: 0.015331918487332188
Position 3162: 0.013121352786592927
Position 3361: 0.012505631048393907
Position 5983: 0.012259274703304143
Position 13189: 0.011778858679704643
Position 2937: 0.011334609024474373
Position 6068: 0.010005521240560955
Position 22: 0.009878951673100328
Position 8212: 0.008122116653195071
Position 2503: 0.007640348092625704
Position 5788: 0.00714916059604318
Position 5516: 0.0068371992676627994
Position 1321: 0.006363602251847187
Position 537: 0.005417680203802894
Position 3091: 0.004120184804032935
Position 301: 0.004011056470153392
Position 12902: 0.0036473614975935753
Position 12988: 0.0032219787278990547
Position 12567: 0.002950250583578077
Position 2939: 0.0029147566801730335
Position 778: 0.002892891850339368
Position 3546: 0.0028482550175074044
Position 3348: 0.002792775699832728
Position 657: 0.0026715452014977785
Position 63: 0.002599816398677539
Position 2826: 0.002308168534110127
Position 500: 0.0020222261789473216
Position 1186: 0.0019283932704085593
Position 1189: 0.0017826680022688306
Position 2879: 0.0016386434935071067
Position 3527: 0.0016193907674039378
Position 1265: 0.0014968988379451514
Position 4146: 0.0012799342448445666
Position 3738: 0.0012684081055852378
Position 12841: 0.0011624284808863974
Position 849: 0.0011015196200329144
Position 1215: 0.0008883732409212143
Position 4043: 0.0008538860328470687
Position 3171: 0.0008276945444896095
Position 590: 0.0007011396320886254
Position 1258: 0.0006810349408178903
Position 3525: 0.0006309442720070982
Position 2905: 0.0006225758955610027
Position 518: 0.0006094877904013666
Position 1593: 0.0005989637173691352
Position 2791: 0.0005836324586315895
Position 4222: 0.0005187252766623184
Position 222: 0.0005138070883355556
Position 4453: 0.0004821183371658404
Position 1636: 0.0004479484867610491
Position 99: 0.00043323724056390284
Position 45: 0.00031985155406569573
Position 509: 0.00031728292111966725
Position 1747: 0.0002992216462018194
Position 4059: 0.0002853679071772489
Position 1870: 0.000272905540438946
Position 2625: 0.0002718792264532375
Position 2070: 0.00025258520904339565
Position 1629: 0.00023251504148842688
Position 1078: 0.0002024046480396125
Position 7805: 0.00020121940688200236
Position 490: 0.0001826427724602385
Position 2957: 0.0001572078526969401
Position 2692: 0.00015720113350476046
Position 1789: 0.00015706124169510095
Position 2865: 0.00012288696216546064
Position 1984: 0.00012094847029533468
Position 2859: 0.00011806522073710394
Position 4074: 0.00011670581298945626
Position 3144: 0.00011564424203657312
Position 3187: 0.00010984351748315288
Position 1982: 9.039442468322242e-05
Position 5700: 8.763941344944052e-05
Position 5584: 7.102632631257751e-05
Position 2507: 5.1156045424035575e-05
Position 2499: 4.6251735163904445e-05
Position 2427: 4.517925480835797e-05
Position 2045: 4.110875808893044e-05
Position 870: 3.887551033344115e-05
Position 4881: 2.553997497280371e-05
Position 1318: 1.969284799855327e-05
Position 758: 1.720345969207895e-05
Position 1498: 1.6163726372905005e-05
Position 4785: 1.5177903254908903e-05
Position 1327: 1.2174897303967983e-05
Position 665: 2.867070023944659e-06
Position 364: 2.206563498010397e-06
Position 12311: 1.9243594677410392e-06
Position 354: 1.8355982848094117e-06
Position 409: 1.724044852446e-06
Position 769: 1.1731066106743522e-06
Position 836: 9.08466835538809e-07
Position 352: 8.435736384095824e-07
Position 342: 8.026220943424471e-07
Position 396: 6.792941643823299e-07
