Gene = Catspere2
index = 202
Annotated 5SS: [   149  11608  23766  24549  26306  48898  55562  86097 105261 107441
 112666 120167 121737 124838 131377 148992 150007 150155 157547 163113
 165366 178452]
Annotated 3SS: [ 11558  23691  24478  26240  48872  55483  86018 105153 106947 112187
 119711 121677 124761 131323 148940 149972 150074 157446 163025 165207
 178397 180715]
SMsplice 5SS: [   771   5097  23766  24549  31685  51156  55562  57972  66655  81508
  86097  95005 121737 124838 148992 150083 152175 156678 157547 163113]
SMsplice 3SS: [  5035  23691  24478  31567  51029  55483  57741  66571  81381  86018
  94908 121677 124670 148940 149972 152091 156615 157446 163025 180176]
top_k =  500
Partition function (log Z): -109.24796029919898

Sorted 5' Splice Sites (High to Low Probability):
Position 771: 0.7955928522619228
Position 5097: 0.6611420350092558
Position 149: 0.2628186138420462
Position 4488: 0.08334834505768536
Position 3715: 0.03594798271426136
Position 11817: 0.03020264637962562
Position 352: 0.022419820105248015
Position 2080: 0.021748394062369423
Position 5156: 0.020891423600065694
Position 7505: 0.015165808287439533
Position 1785: 0.014055121221443279
Position 6724: 0.011477827208104606
Position 7585: 0.010036367285173911
Position 5826: 0.00959567556848948
Position 3980: 0.009404912212041264
Position 5176: 0.009389456509407878
Position 5180: 0.007837020800263016
Position 8948: 0.00739292513921308
Position 4647: 0.005551542458414311
Position 10088: 0.004947121424629016
Position 1216: 0.004861082510000798
Position 83: 0.00442137217337477
Position 5184: 0.0037704131867223965
Position 2412: 0.0037000155384560003
Position 4534: 0.0035049247940407828
Position 3526: 0.0033863791680708425
Position 5188: 0.003339003245889257
Position 7559: 0.003264288998406536
Position 3964: 0.0032425882400057304
Position 1575: 0.0032183817380751624
Position 3334: 0.0027600113388360163
Position 791: 0.002511597078555411
Position 2570: 0.0025072318694600885
Position 5192: 0.002111992897876068
Position 3711: 0.0018440474306210017
Position 248: 0.0017835436485798917
Position 2215: 0.0016976237132581046
Position 3373: 0.0016842232317610612
Position 2382: 0.001642964671274965
Position 1962: 0.0015364849061549537
Position 2618: 0.0014726844474887417
Position 3099: 0.001287477597997558
Position 954: 0.0011446268156029575
Position 2454: 0.0011433415209393528
Position 6984: 0.001136618633807578
Position 5196: 0.0011291344359409242
Position 4915: 0.0009423110227000715
Position 1173: 0.0008881289480872954
Position 6624: 0.0007710388437716319
Position 6238: 0.0006720466017715161
Position 96: 0.0005291490598272302
Position 208: 0.0003164210599239461
Position 236: 0.00024897876162993665
Position 53: 0.00022147231657498312
Position 56: 0.0002201161297058505
Position 262: 0.00021651758809766613
Position 132: 0.00013713843000700396
Position 281: 0.00012895503861106437
Position 113: 0.00011382160342713257
Position 444: 0.00010873313787620458
Position 143: 5.430980918519265e-05
Position 99: 5.229372332993986e-05
Position 692: 4.796114760375375e-05
Position 1050: 4.7716172687700106e-05
Position 590: 4.677184489712395e-05
Position 1569: 3.275477842326481e-05
Position 130: 3.173459028482714e-05
Position 795: 3.022819563099853e-05
Position 116: 2.5292514107615035e-05
Position 449: 2.4367964258590254e-05
Position 784: 2.161974080164064e-05
Position 297: 1.0935796514958407e-05
Position 72: 8.49297299170107e-06
Position 1237: 6.0562300153683796e-06
Position 779: 5.439912799094088e-06
Position 1782: 4.865984959271778e-06
Position 1195: 3.671947470816601e-06
Position 1019: 1.6426576364933152e-06
Position 650: 6.201234963390647e-07
Position 5200: 6.043045425078676e-07
Position 639: 5.706044183556896e-07
Position 564: 4.08428633343572e-07
Position 558: 2.958964969142845e-07
Position 5204: 1.9306131733963416e-07
Position 748: 7.803652160887587e-10
Position 684: 3.554688380106083e-10
Position 717: 1.4136211681451133e-10
Position 455: 4.735729693279197e-12
Position 509: 4.084460744273378e-15

Sorted 3' Splice Sites (High to Low Probability):
Position 5035: 0.734262331294943
Position 8509: 0.3483020827709535
Position 9893: 0.2535296141717347
Position 4399: 0.09907097868902513
Position 536: 0.0931694677693155
Position 6143: 0.05469568267122886
Position 14484: 0.04886051564604628
Position 11187: 0.046810497547878
Position 7335: 0.03444818671822902
Position 3581: 0.031723977299170265
Position 11685: 0.029538809731759468
Position 11558: 0.02937775382988197
Position 1866: 0.02419132238285187
Position 6147: 0.02413084987177359
Position 5277: 0.023328931919829335
Position 13062: 0.022274647315181986
Position 8824: 0.01995697346154384
Position 6677: 0.019026740714843334
Position 5292: 0.01636120059300903
Position 10653: 0.015821950271376926
Position 3889: 0.015142144362153165
Position 6367: 0.006765558147388238
Position 3474: 0.006703931336790002
Position 3628: 0.0065719655860845255
Position 2102: 0.006460191324977978
Position 517: 0.006271921785144027
Position 4421: 0.004566481933954983
Position 2366: 0.004510691344555633
Position 10763: 0.003957217067614957
Position 1899: 0.0038626611185327005
Position 5889: 0.003613259586017884
Position 8329: 0.003236939816906963
Position 6884: 0.0032343297757413763
Position 2512: 0.0030689265504468773
Position 1672: 0.002686878390626868
Position 5690: 0.0026454415762067326
Position 3546: 0.0024816941041082355
Position 3218: 0.0024545990329931855
Position 1362: 0.002437731637176101
Position 5760: 0.002308196908429652
Position 1123: 0.0022737054308402654
Position 5527: 0.0021104375918838177
Position 9816: 0.0018511922491774705
Position 6805: 0.001801167444847089
Position 522: 0.001767916109400288
Position 2898: 0.0017627220722771448
Position 1549: 0.0015161296784155435
Position 3273: 0.0014468573720889386
Position 6663: 0.0014305773363208173
Position 5565: 0.0013910426402131688
Position 8930: 0.001373900524565679
Position 5654: 0.001183890871695093
Position 3362: 0.00116168716040586
Position 5861: 0.0010375951411549713
Position 5618: 0.0009926732386734232
Position 6326: 0.0009787232054329592
Position 3316: 0.0009607358033409805
Position 4791: 0.0009423110227000715
Position 593: 0.0009380774953116709
Position 6709: 0.0008870786811047463
Position 3171: 0.0008555797609126101
Position 5439: 0.0008362787486794476
Position 6658: 0.0008172242124595574
Position 1126: 0.0007748595917887241
Position 5321: 0.0007698949863464122
Position 1737: 0.0007655628034649006
Position 4344: 0.0007428748485600404
Position 5798: 0.0006928059008058837
Position 894: 0.0006548799339610999
Position 1649: 0.0006214665947719951
Position 223: 0.0006107396622031449
Position 1718: 0.0005991487036725849
Position 2178: 0.0005934762914776821
Position 8167: 0.0005756852971787587
Position 728: 0.0005574523849125428
Position 7098: 0.0005548466734232595
Position 226: 0.0005492406290777028
Position 5260: 0.0005367870279769911
Position 2289: 0.0005285614830857034
Position 590: 0.000523557688872951
Position 1304: 0.0005040686549492734
Position 6723: 0.00046816281417699475
Position 1768: 0.0003599773800814188
Position 1627: 0.0003528716354677053
Position 6213: 0.00033477757223275193
Position 4589: 0.000300327890743957
Position 6404: 0.0002956633251195881
Position 636: 0.00029132823468167843
Position 1404: 0.00025009711880498545
Position 6347: 0.0002452939961152161
Position 6380: 0.0002241696898523863
Position 6238: 0.0002040604791209966
Position 5514: 0.0001912703867928722
Position 2736: 0.0001833513529847828
Position 2027: 0.00018046365920457071
Position 697: 0.0001505954134989676
Position 1862: 0.00014909078436666916
Position 1904: 0.00014853200346892867
Position 289: 0.00014824518125805943
Position 1593: 0.00013090622797043427
