Gene = Jtb
index = 603
Annotated 5SS: [ 444  636  915 2406]
Annotated 3SS: [ 597  831 2325 3785]
SMsplice 5SS: [ 444  636  915 2406]
SMsplice 3SS: [ 597  831 2268 3785]
top_k =  500
Partition function (log Z): -3.013758795811029

Sorted 5' Splice Sites (High to Low Probability):
Position 915: 0.7314541284784294
Position 2406: 0.7141985340433391
Position 636: 0.6555284037367286
Position 444: 0.4431241350267982
Position 947: 0.2523082424778098
Position 150: 0.16090739269758306
Position 718: 0.12487577076592916
Position 342: 0.11985444979535341
Position 162: 0.03529639149653595
Position 614: 0.032797932212122204
Position 1983: 0.027534466024128706
Position 2740: 0.02672279867222052
Position 541: 0.016641111978755663
Position 2355: 0.013262267403432712
Position 3627: 0.012981066804777008
Position 3588: 0.011660050214745407
Position 328: 0.010078977611220227
Position 3100: 0.008196970838663428
Position 537: 0.007401811626502331
Position 1056: 0.006038582498958586
Position 71: 0.0038815070497605205
Position 3712: 0.00373010950563889
Position 3916: 0.0026239944797948563
Position 640: 0.0021510448868351027
Position 2761: 0.0020968182816334968
Position 185: 0.0018726042017352753
Position 919: 0.0017511167204179606
Position 1758: 0.0017428833353238442
Position 3877: 0.0015266703215797805
Position 452: 0.0014478940932549254
Position 3732: 0.0013800909159176055
Position 2431: 0.0012762628560157566
Position 420: 0.001212559956028619
Position 448: 0.0010013073984112236
Position 692: 0.0009623286144385661
Position 3956: 0.0006993189598669103
Position 3981: 0.0006338653528123008
Position 3933: 0.0005817333299310524
Position 202: 0.0005783880362468068
Position 2943: 0.0005747625823795696
Position 659: 0.000573248572353059
Position 3964: 0.0005299799822426513
Position 243: 0.0003982877184889958
Position 65: 0.00029550508208459286
Position 3345: 0.0002740102663332925
Position 2861: 0.0002689748950467743
Position 383: 0.00026689806347221815
Position 78: 0.00020014735295419887
Position 530: 0.00017694642791148195
Position 683: 0.0001565873955361263
Position 674: 0.00012788902985991343
Position 492: 4.680453098614622e-05
Position 19: 4.015147243030731e-05
Position 876: 3.296810067919208e-05
Position 240: 3.083143836129561e-05
Position 271: 2.5483087761288118e-05
Position 254: 2.5280822561462776e-05
Position 410: 1.8081849920604675e-05
Position 568: 1.0437990742149907e-05
Position 927: 9.667845077400631e-06
Position 745: 8.452070507029595e-06
Position 747: 6.96448336678869e-06
Position 1347: 6.1313028266054125e-06
Position 550: 4.915208624473108e-06
Position 8: 1.3342411448743174e-06
Position 898: 6.812505528811059e-07
Position 571: 4.5929424670727085e-07
Position 889: 2.3162956775348846e-07
Position 857: 1.6779401172712796e-07
Position 869: 1.547599767998478e-07
Position 930: 1.3750993368022155e-07
Position 853: 1.2041737226120626e-07
Position 831: 7.585067212945219e-08
Position 896: 2.468486027333041e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 831: 0.9929488837798733
Position 3785: 0.7750818551745424
Position 597: 0.5457694235850926
Position 2268: 0.42769383165025027
Position 2325: 0.17926917525215227
Position 3544: 0.09795690661662129
Position 2353: 0.05719363450970935
