Gene = Lipt2
index = 639
Annotated 5SS: [471]
Annotated 3SS: [896]
SMsplice 5SS: [471]
SMsplice 3SS: [896]
top_k =  500
Partition function (log Z): -7.297530829688312

Sorted 5' Splice Sites (High to Low Probability):
Position 471: 0.6725499422736908
Position 242: 0.375674003168367
Position 138: 0.06731267444227525
Position 1052: 0.014006223736000545
Position 964: 0.013047873385225223
Position 1017: 0.01243876943887711
Position 992: 0.01041090994035466
Position 770: 0.0029326684133498438
Position 1099: 0.0025025998430892402
Position 149: 0.002258784426819321
Position 619: 0.0013154208283156646
Position 605: 0.0013023887625965667
Position 44: 0.0010820917417021536
Position 1093: 0.000953091190917433
Position 121: 0.0009168270425772476
Position 308: 0.0005391659579394162
Position 787: 0.00046071839472360676
Position 382: 0.0003618782763129288
Position 1942: 0.000326369691502017
Position 945: 0.00031253112070094425
Position 170: 0.0002634234473948453
Position 39: 0.00024113705565781006
Position 727: 0.00022823430759429217
Position 977: 0.00022018819559114396
Position 367: 0.00017028509945024478
Position 20: 0.00012844537765168437
Position 140: 0.00012431512493446767
Position 1399: 0.0001221350651461761
Position 1004: 0.00011375371087948122
Position 1160: 0.00011236338822698095
Position 800: 0.00010092430167429608
Position 1043: 9.552153952609062e-05
Position 374: 9.489329087488063e-05
Position 600: 8.802824489881774e-05
Position 1735: 8.055422018297851e-05
Position 592: 5.9775021646192295e-05
Position 922: 5.172546448315336e-05
Position 1192: 4.7417577980164445e-05
Position 292: 3.671077845251115e-05
Position 192: 3.106100871508343e-05
Position 7: 1.966841504962792e-05
Position 350: 1.6338165398316535e-05
Position 1907: 9.536710342357697e-06
Position 67: 2.891726279369584e-06
Position 29: 7.183906652282497e-07
Position 776: 6.815399482694349e-07
Position 774: 6.069638231804608e-07
Position 17: 5.665554640529332e-07
Position 725: 5.242801843459698e-07
Position 629: 4.993606109127071e-07
Position 692: 2.5543041496242173e-07
Position 984: 1.119774125424484e-07
Position 437: 7.08773683608238e-08
Position 1311: 6.501042733892309e-08
Position 899: 2.5830503726077485e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 896: 0.9756729952511413
Position 329: 0.11461964863647911
Position 1512: 0.02988200926448514
Position 1331: 0.016168807685138332
Position 403: 0.009089257242931838
Position 1290: 0.007891684942189961
Position 1227: 0.0033411930559032986
Position 1081: 0.003091680697586401
Position 2026: 0.002695471760116216
Position 1462: 0.0025625078695182524
Position 824: 0.0022105669111124227
Position 364: 0.0017935547744923645
Position 649: 0.0016572285208396114
Position 899: 0.0014912945213927773
Position 1811: 0.001312068275882142
Position 1262: 0.0011008552978840382
Position 1941: 0.0009417400244420799
Position 241: 0.0008618197335336805
Position 1116: 0.0007119402869115661
Position 292: 0.0006436566490179195
Position 1554: 0.000512321052692025
Position 1697: 0.0004571401751082419
Position 714: 0.00041086949256161244
Position 757: 0.0003839184794937392
Position 1052: 0.00031899183077956474
Position 1794: 0.00031648687004142876
Position 736: 0.0002989478340962985
Position 618: 0.0002116192669952723
Position 1171: 0.00018988199066264044
Position 2061: 0.00018139059235631718
Position 1199: 0.00017511774256062247
Position 1580: 0.00016049902417764213
Position 1705: 0.00015244163621848337
Position 1601: 0.00014916575654430893
Position 1848: 0.00013793876659702183
Position 208: 0.00013733505981589726
Position 764: 0.00011703568516123392
Position 830: 0.0001049571195585867
Position 1364: 0.00010383899053660134
Position 605: 0.00010342033073574773
Position 1084: 9.356857291587075e-05
Position 211: 8.661210365524331e-05
Position 1496: 6.684558489771146e-05
Position 1499: 6.580653911410873e-05
Position 1989: 5.498660106448649e-05
Position 578: 4.801709078389765e-05
Position 1844: 3.83252525632499e-05
Position 457: 3.5502682896572745e-05
Position 161: 3.533677840216005e-05
Position 134: 3.071595777819196e-05
Position 1093: 2.716093128948418e-05
Position 583: 2.421469504910837e-05
Position 2074: 2.421432439701339e-05
Position 1757: 2.1365330152514444e-05
Position 1548: 1.6065539268832473e-05
Position 1021: 1.5350913098592952e-05
Position 787: 1.4521610014373835e-05
Position 645: 1.4213866860143665e-05
Position 1111: 1.3596327252038366e-05
Position 807: 1.3263029494571094e-05
Position 1122: 1.3061502653609737e-05
Position 794: 1.2235074526030267e-05
Position 600: 7.736839932758846e-06
Position 157: 5.512886923412331e-06
Position 97: 5.293562537512194e-06
Position 557: 5.063555048411781e-06
Position 225: 4.831312617727761e-06
Position 451: 3.2661400592391933e-06
Position 73: 3.080047816376125e-06
Position 719: 2.8715486850636353e-06
Position 590: 1.2034683531495918e-06
Position 510: 8.736141348438779e-07
Position 855: 1.3955560935145532e-07
Position 852: 1.3554068804227442e-07
Position 875: 4.560579634878541e-08
Position 76: 1.664526587594512e-08
Position 101: 8.89102986294734e-09
Position 970: 1.230915195504742e-09
Position 475: 8.403564389419347e-11
Position 501: 1.7860203547036942e-11
Position 592: 4.864688610603456e-12
