Gene = Hcst
index = 535
Annotated 5SS: [ 151 1236 1767]
Annotated 3SS: [1211 1634 2007]
SMsplice 5SS: [151]
SMsplice 3SS: [1211]
top_k =  500
Partition function (log Z): -10.110212210305907

Sorted 5' Splice Sites (High to Low Probability):
Position 151: 0.8364441517290896
Position 1236: 0.20717631149548038
Position 488: 0.09064015195562561
Position 1767: 0.046437643321162334
Position 95: 0.0459959488586052
Position 218: 0.018103912518223565
Position 653: 0.01721380288456447
Position 577: 0.014251098723854959
Position 1351: 0.01080669737397468
Position 250: 0.0030395247157008905
Position 450: 0.002908518998489415
Position 222: 0.0021900969710672777
Position 12: 0.0016862221487183315
Position 318: 0.0012663330832256559
Position 1293: 0.0011889035656504042
Position 1520: 0.0011840354878322134
Position 385: 0.0011476480718054021
Position 168: 0.0009518421903779474
Position 240: 0.0006223967964968031
Position 1383: 0.0005578745023491312
Position 21: 0.0003716793742715366
Position 198: 0.0003357900701599058
Position 1528: 0.0003194962358337861
Position 719: 0.0002865515958865172
Position 303: 0.0002550999057903665
Position 1264: 0.00022897529118213
Position 1635: 0.00018351039500911725
Position 611: 0.0001386277281645902
Position 520: 0.00012060420666120295
Position 629: 0.00011134444318118855
Position 160: 0.00010629371720336726
Position 1891: 5.106712965191985e-05
Position 230: 3.7271338323613593e-05
Position 373: 3.391121410745677e-05
Position 722: 3.3477503833198454e-05
Position 280: 3.303003043446024e-05
Position 74: 3.0575138652955936e-05
Position 949: 2.8928177550587586e-05
Position 709: 2.750467846335242e-05
Position 49: 2.1516998339980694e-05
Position 1422: 2.0330324074401548e-05
Position 618: 1.9175858751380138e-05
Position 412: 1.0046413776751666e-05
Position 777: 8.977956445991486e-06
Position 522: 8.24299025900826e-06
Position 1012: 8.160106352245976e-06
Position 343: 8.076862707499841e-06
Position 415: 6.713699768331341e-06
Position 363: 5.78184532560269e-06
Position 821: 4.613159711697235e-06
Position 131: 4.385062645463052e-06
Position 425: 4.304645665503396e-06
Position 368: 4.114532799516365e-06
Position 501: 3.3323747267207764e-06
Position 1407: 3.1877923206885318e-06
Position 309: 2.776997338690566e-06
Position 816: 2.3129025267475616e-06
Position 803: 2.0888933444590732e-06
Position 931: 1.9096094808729216e-06
Position 1065: 1.7420000370921252e-06
Position 544: 1.6123733301591463e-06
Position 358: 1.4857349498298342e-06
Position 766: 1.347475220292072e-06
Position 1297: 6.739224454747748e-07
Position 398: 1.818415330423923e-07
Position 1221: 1.8046381831417097e-07
Position 437: 2.6092821275128762e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 1211: 0.5727417413253352
Position 449: 0.13995339556093128
Position 1634: 0.10880351226533783
Position 2007: 0.10701904755627359
Position 1377: 0.0862150197827838
Position 1535: 0.05260066065625599
Position 1413: 0.042875789812705345
Position 517: 0.04283440946231414
Position 1101: 0.040964595032941156
Position 1338: 0.015288257173644742
Position 1679: 0.013953052448827084
Position 2010: 0.01239818189980976
Position 1721: 0.007965765337618592
Position 1305: 0.007472747576486313
Position 772: 0.007168482645466045
Position 1104: 0.004350482888756621
Position 846: 0.003977138172321405
Position 1422: 0.0039279855646866275
Position 1350: 0.0034383773515267975
Position 487: 0.0032941865040388026
Position 920: 0.0031769772843830125
Position 415: 0.003051475476674134
Position 1145: 0.0027720849829936155
Position 1431: 0.002285523300839268
Position 2118: 0.0017690143182337486
Position 2123: 0.0017531338850949288
Position 2041: 0.0017476599887727652
Position 1841: 0.0014742657129919402
Position 343: 0.0012185620159307828
Position 1755: 0.0009411284945945051
Position 534: 0.0007594499795562917
Position 1383: 0.0007513463089227294
Position 368: 0.00068042521477572
Position 854: 0.000628539983280264
Position 1273: 0.0006222178870393044
Position 1042: 0.0004973434851286875
Position 1977: 0.00047049723320420167
Position 987: 0.00045147266344498164
Position 682: 0.00040610142204530416
Position 1945: 0.00040321767045571263
Position 1809: 0.00033606358749754833
Position 1276: 0.00033510482600901463
Position 1340: 0.0003246716928873123
Position 705: 0.00030558590535841425
Position 150: 0.00026659658674480717
Position 1293: 0.00018332575702347776
Position 540: 0.00016852741210990753
Position 657: 0.00014620072449611477
Position 938: 0.00014563810606608107
Position 946: 0.00011215049609960393
