Gene = Mlip
index = 681
Annotated 5SS: [   83 12438 22345 34853 61158 61506 70478 77871 87065]
Annotated 3SS: [ 12044  20874  34780  61091  61445  70432  77825  86935 149435]
SMsplice 5SS: [    83    503  12126  12438  17044  34853  61158  70478  87065  91514
 104772 113212 134700 137426 143471]
SMsplice 3SS: [   398  12044  12331  16905  34780  61091  70432  86935  91333 104609
 113098 134476 137331 143367 149435]
top_k =  500
Partition function (log Z): -78.26644840611615

Sorted 5' Splice Sites (High to Low Probability):
Position 12438: 0.9708519737802652
Position 83: 0.9637073693089024
Position 503: 0.9173649627342908
Position 8258: 0.679455938545764
Position 17044: 0.6296563627514472
Position 12126: 0.5971748534906852
Position 6452: 0.5876387254962507
Position 2781: 0.45203133661269734
Position 1628: 0.40694543930416893
Position 2770: 0.4016047633052367
Position 12704: 0.30972354480799336
Position 12190: 0.286691370894672
Position 13551: 0.23918219668617657
Position 17459: 0.16267409240579972
Position 12668: 0.0999146215524074
Position 6399: 0.09734961495283365
Position 12262: 0.08651695835007862
Position 7885: 0.05883836365222575
Position 1173: 0.042469780785148646
Position 2528: 0.03470238074150246
Position 11871: 0.03426596622942621
Position 513: 0.03349679541161691
Position 12638: 0.033312585696294354
Position 998: 0.03156079381015996
Position 2161: 0.0315061604898127
Position 10842: 0.02808230366675421
Position 767: 0.012336422176635156
Position 2344: 0.01157438536807338
Position 17012: 0.008787866030725056
Position 17728: 0.008034042142535752
Position 1449: 0.007156251438282345
Position 17516: 0.00689599175707626
Position 139: 0.005747087891514967
Position 12616: 0.004486549344054995
Position 211: 0.004241509039503379
Position 298: 0.0033317784254641852
Position 332: 0.0030905340296761216
Position 12782: 0.002939380235793719
Position 531: 0.0026458556799744395
Position 13040: 0.002459617313544081
Position 2375: 0.002321858069594525
Position 2199: 0.0020688376687404194
Position 12688: 0.0015685651105640244
Position 113: 0.001462287469040265
Position 12574: 0.0008939833005283033
Position 12791: 0.0007410909971779681
Position 153: 0.0005968704849239323
Position 304: 0.00047717023437161886
Position 155: 0.00037814371647011365
Position 13142: 0.0002947161700634491
Position 316: 0.00018649506685954214
Position 93: 0.00016276829248635576
Position 707: 7.240453977419601e-05
Position 1415: 6.924411339061232e-05
Position 1014: 5.430383802565987e-05
Position 321: 3.2385496045047156e-05
Position 133: 2.2834022326349925e-05
Position 220: 1.56849390394185e-05
Position 258: 1.4565505825405782e-05
Position 970: 8.133838026835961e-06
Position 2289: 7.809576722575708e-06
Position 188: 7.293594172859199e-06
Position 197: 7.040397587005612e-06
Position 194: 6.6885334894127535e-06
Position 12: 5.347187723316375e-06
Position 484: 4.834682781123622e-06
Position 192: 4.4114738093922925e-06
Position 760: 3.0670508693127705e-06
Position 376: 2.6965177054622895e-06
Position 1168: 2.098778504221179e-06
Position 517: 4.7328158680321296e-07
Position 494: 1.6046996519660337e-07
Position 683: 1.4916788333330156e-07
Position 630: 1.277498780019211e-07
Position 736: 1.2232713696709703e-07
Position 373: 6.063887234598272e-08
Position 362: 3.918874526430285e-08
Position 585: 6.473338494528437e-09
Position 573: 4.161573678965555e-09
Position 346: 2.3752852826447827e-09
Position 353: 2.0309579748354787e-09
Position 628: 8.208922287734738e-13
Position 561: 6.4723903815808995e-15

Sorted 3' Splice Sites (High to Low Probability):
Position 398: 0.9321737484445701
Position 12331: 0.9297588698811123
Position 12044: 0.7913961192838233
Position 2623: 0.6647156711724188
Position 16905: 0.6644403601198566
Position 6301: 0.5005390926843112
Position 8101: 0.4464208981577348
Position 12508: 0.3807506779109972
Position 21831: 0.32738834303035297
Position 13381: 0.276516675724588
Position 20799: 0.2598857629153598
Position 17240: 0.19988033217799517
Position 8160: 0.186565011087053
Position 12017: 0.185928617421833
Position 6304: 0.17783136310435188
Position 1538: 0.15417531848847485
Position 1545: 0.14864833184854054
Position 12549: 0.08725642805922082
Position 2606: 0.0808104323246482
Position 23736: 0.07941506057936878
Position 2463: 0.07834813240372696
Position 2657: 0.05113004572395594
Position 8163: 0.04330806483583016
Position 1564: 0.042569993335409145
Position 7610: 0.04090564628200633
Position 19916: 0.04022773457754278
Position 1326: 0.03614929342141479
Position 716: 0.03505716907164334
Position 12207: 0.03472096474002709
Position 11630: 0.03426596622942621
Position 17319: 0.031678614903344234
Position 10740: 0.02808230366675442
Position 21067: 0.023678597370476208
Position 1057: 0.02254368487493841
Position 15199: 0.021464252274967947
Position 7777: 0.017940853469859817
Position 14167: 0.01699135269276678
Position 20874: 0.016432376761665257
Position 1579: 0.016260789901907977
Position 1430: 0.013331108850001206
Position 20100: 0.012762131805851888
Position 17661: 0.011655768973667404
Position 18336: 0.011230605250315204
Position 2058: 0.011171465047738744
Position 18951: 0.009780649898639127
Position 585: 0.008488718836742782
Position 2662: 0.00781956629998879
Position 19206: 0.007441128433924448
Position 6058: 0.006617884660422762
Position 2132: 0.0058589678117830874
Position 1994: 0.005656012384385236
Position 12885: 0.004406994636302658
Position 13732: 0.0041544183256889515
Position 1927: 0.003958140974071255
Position 2322: 0.0037294127890535513
Position 18309: 0.00363850582642322
Position 332: 0.0033747735654170163
Position 2160: 0.0032422292317703452
Position 14555: 0.0030967161158244575
Position 2182: 0.0030104786463592266
Position 1071: 0.0029575584792913005
Position 15794: 0.0028233506070616463
Position 2062: 0.00261940634263911
Position 15624: 0.0025586269314001805
Position 2210: 0.002550362499077393
Position 12556: 0.002548759432876245
Position 621: 0.0023868038832839723
Position 969: 0.0022976217631788605
Position 13319: 0.002261788920308854
Position 2248: 0.002216546210672308
Position 2438: 0.0021203571492311116
Position 600: 0.0021087800023601635
Position 740: 0.001996026200839166
Position 1581: 0.0018330724962612474
Position 14272: 0.0017466806103050366
Position 931: 0.0016220875437071853
Position 7982: 0.0016008236270943438
Position 7977: 0.0015666955678419053
Position 595: 0.0014287410324632353
Position 883: 0.001372963831256586
Position 1907: 0.001078580468989903
Position 13980: 0.0010493478650987417
Position 990: 0.0010446244821026892
Position 2489: 0.0008668295079337986
Position 12526: 0.0008652110079158095
Position 1783: 0.000858238647032884
Position 1756: 0.0008281334735245269
Position 2406: 0.0007144905686216215
Position 220: 0.0006513100858697433
Position 13428: 0.0006512428278251304
Position 207: 0.0006416555503624132
Position 2008: 0.0006389057213212509
Position 12588: 0.0006220804989208935
Position 1083: 0.0005800650909501852
Position 13541: 0.0005611712405259966
Position 1353: 0.0005593050492438662
Position 753: 0.0004608737384975551
Position 13697: 0.0004263166112789108
Position 12924: 0.0004156349525695463
Position 2233: 0.0004035730657389598
Position 879: 0.00039723640688010597
Position 336: 0.0003651584095239953
Position 1987: 0.00034547534643903353
Position 2069: 0.0003381483784746554
Position 406: 0.0003315323713518149
Position 1282: 0.000306541480618256
Position 901: 0.00027584958661927447
Position 14944: 0.00025863909015674206
Position 490: 0.00024945925443077446
Position 2012: 0.0002455185550905837
Position 1874: 0.00022612386333736715
Position 1013: 0.0001867445373169043
Position 2187: 0.00017885947798245132
Position 646: 0.0001559132032098711
Position 2097: 0.00013945224429732532
Position 1340: 0.0001276488614053765
Position 1330: 0.00010451677723528117
Position 1588: 9.560141680498965e-05
Position 296: 6.200715645706266e-05
Position 409: 5.622443150473246e-05
Position 268: 5.206486005216363e-05
Position 274: 2.4708225178386813e-05
Position 760: 2.4031563462707022e-05
Position 338: 2.23071293052252e-05
Position 561: 1.938075418850522e-05
Position 452: 1.607215520016063e-05
Position 432: 1.1432499270308251e-05
Position 413: 1.0059158115075696e-05
Position 980: 9.010132098945162e-06
Position 425: 8.556585775932887e-06
Position 298: 7.147879899171405e-06
Position 224: 6.761876928459092e-06
Position 3827: 6.278948249162727e-06
Position 4498: 6.1700654955921865e-06
Position 1122: 6.0503216744626544e-06
Position 1456: 6.047353296615308e-06
Position 151: 5.7207921507443065e-06
Position 1157: 4.45703605678712e-06
Position 1002: 4.238891463369282e-06
Position 649: 4.150065119957057e-06
Position 1127: 3.6264516450458077e-06
Position 1360: 3.4914692159158304e-06
Position 6869: 2.8788148429472138e-06
Position 1020: 2.3173640452122355e-06
Position 894: 2.0935452693329713e-06
Position 940: 1.995876770834276e-06
Position 418: 1.9618143616206044e-06
Position 919: 1.441791554855982e-06
Position 945: 1.432865935392061e-06
Position 1160: 1.060147562653736e-06
Position 245: 8.31951165544077e-07
Position 911: 6.755992231078919e-07
Position 628: 5.036919218593583e-07
Position 159: 4.2151948429012876e-07
Position 1944: 3.941883748329583e-07
Position 176: 3.113949502851186e-07
Position 226: 2.905353245579524e-07
Position 2254: 2.7878085251949873e-07
Position 442: 2.427207964576537e-07
Position 279: 1.894941756997899e-07
Position 165: 1.5227529288430942e-07
Position 437: 5.082844947225274e-08
Position 460: 3.1683967512936895e-08
Position 445: 2.8545162871752807e-08
Position 1289: 2.8475073609520825e-08
Position 113: 2.85919537638282e-09
Position 510: 7.309475278136788e-11
Position 133: 3.009804791218398e-11
Position 125: 2.7393988923961972e-11
Position 82: 5.7325015953329215e-12
Position 88: 9.307584510443087e-13
