Gene = Maip1
index = 658
Annotated 5SS: [ 895 3656 5522 7060]
Annotated 3SS: [3583 5394 6911 9327]
SMsplice 5SS: [ 220 2227 5522 7060]
SMsplice 3SS: [2026 5394 6911 9327]
top_k =  500
Partition function (log Z): -7.4736878421730735

Sorted 5' Splice Sites (High to Low Probability):
Position 5522: 0.8938772593014418
Position 2227: 0.5677529495322725
Position 895: 0.5174421965466446
Position 7060: 0.32616215972136653
Position 220: 0.28879047592515106
Position 2653: 0.28792200673392215
Position 538: 0.2683977673642153
Position 7119: 0.2600904243970503
Position 3656: 0.25180510480660245
Position 12: 0.2368931916150441
Position 5227: 0.1398384984249229
Position 6169: 0.10519251188965432
Position 2152: 0.09941863877495799
Position 7004: 0.08335270366718445
Position 109: 0.0830006196345301
Position 224: 0.07918835493229827
Position 6972: 0.04620178194112625
Position 135: 0.041410908057189125
Position 5579: 0.03201834638159695
Position 6160: 0.0315577789090958
Position 2462: 0.03098888269469165
Position 8578: 0.02722395015479626
Position 3075: 0.02161957213913662
Position 3834: 0.012344788992612802
Position 2313: 0.011775210947597706
Position 3245: 0.01029600699765356
Position 863: 0.008789404875034065
Position 5610: 0.007814739775727038
Position 7830: 0.007566805291381341
Position 5223: 0.0069867265785961054
Position 1003: 0.006132777272759634
Position 214: 0.005887324367211907
Position 1318: 0.005008981821556166
Position 1732: 0.004627465708226314
Position 1262: 0.004580909481666562
Position 808: 0.004436663298065467
Position 178: 0.004221582918963658
Position 527: 0.0042015704223774325
Position 1272: 0.0033534277138680423
Position 258: 0.0030291094494166323
Position 1904: 0.0030083503176478233
Position 429: 0.0026866901865126094
Position 1450: 0.0026373136265265104
Position 1652: 0.0022931630690832855
Position 7064: 0.002055277034610502
Position 3773: 0.001974484222129282
Position 679: 0.0018728406104673312
Position 1437: 0.0018105261722061784
Position 4921: 0.0016539962412369842
Position 251: 0.0015121781081776752
Position 6296: 0.0009522190721838427
Position 990: 0.0008778494393632897
Position 1059: 0.0007227241851319914
Position 408: 0.0003755923787672126
Position 1169: 0.0003088425101595593
Position 436: 0.0002092133209196369
Position 166: 0.0001636994360783433
Position 505: 0.00011382971175321874
Position 2399: 0.00010174449501489159
Position 22: 5.306398666568118e-05
Position 578: 4.131788775215177e-05
Position 639: 3.732904575915133e-05
Position 1498: 2.8896986017417674e-05
Position 386: 2.3923246332370505e-05
Position 461: 1.3727888094651117e-05
Position 858: 1.0149502665117017e-05
Position 20: 2.1849537861881172e-06
Position 58: 7.129171735706291e-07
Position 873: 5.755662846410876e-07

Sorted 3' Splice Sites (High to Low Probability):
