Gene = Rps15a
index = 929
Annotated 5SS: [  53 1080 1404 6256]
Annotated 3SS: [ 941 1323 6169 6994]
SMsplice 5SS: [  53 1080 1404 6256]
SMsplice 3SS: [ 941 1323 6169 6994]
top_k =  500
Partition function (log Z): 0.2383078363757214

Sorted 5' Splice Sites (High to Low Probability):
Position 1080: 0.9939966413116338
Position 1404: 0.9763579810628972
Position 53: 0.9052907486289016
Position 6256: 0.6600404519906213
Position 4864: 0.20289062199202415
Position 7091: 0.19905904602501612
Position 2404: 0.193640829470102
Position 717: 0.14109469004077133
Position 6494: 0.09599243806492445
Position 3866: 0.09473319004604529
Position 7131: 0.07762340461552222
Position 761: 0.07096297259983436
Position 4954: 0.055785834605856774
Position 768: 0.0532615583726789
Position 449: 0.04888145402555016
Position 2212: 0.048102092434382605
Position 7325: 0.046546423851938024
Position 1815: 0.03660637536429201
Position 57: 0.035539708952996525
Position 681: 0.02237588707968542
Position 4380: 0.013247290194559724
Position 6246: 0.013154500853290205
Position 4653: 0.012150133391463105
Position 6328: 0.01051255165154158
Position 6425: 0.009728113566075598
Position 6284: 0.008567082870745325
Position 7608: 0.005792533070270137
Position 338: 0.0043731673139753
Position 92: 0.004246930041948104
Position 1019: 0.004047172537632217
Position 8: 0.002403013092294583
Position 7707: 0.0022643300669270275
Position 524: 0.0021301186341285377
Position 6112: 0.0016950006582889508
Position 2217: 0.0010358412423681176
Position 848: 0.0009250941579957787
Position 474: 0.0008983611182464306
Position 499: 0.0007734387550230428
Position 831: 0.0005825912912070658
Position 287: 0.0005808863675165042
Position 136: 0.0005776874634353057
Position 196: 0.0005243441214095644
Position 1255: 0.00046790131075296216
Position 1064: 0.0004265880338143187
Position 834: 0.0004189288997534358
Position 2203: 0.00039063092472998534
Position 268: 0.00036262666206236766
Position 182: 0.00034224658612374095
Position 4749: 0.00031756860965773587
Position 314: 0.0003066825401856481
Position 5563: 0.0002865827388173198
Position 118: 0.0002716837815416918
Position 1592: 0.00026964743578763615
Position 1084: 0.00026636968230056964
Position 1134: 0.0002563012476343172
Position 166: 0.0002279037237253356
Position 259: 0.00022424534051232846
Position 1157: 0.00022422562622236735
Position 685: 0.00021536117385882316
Position 1054: 0.00021114737662851642
Position 860: 0.00017737772600509135
Position 469: 0.0001595067490282698
Position 7191: 0.00015159994546118345
Position 765: 0.00014777454208241757
Position 307: 0.0001464741291308832
Position 163: 0.00014470823399060484
Position 351: 0.0001443232892826389
Position 131: 0.00013691684630335005
Position 5922: 0.00013641792296550416
Position 1560: 0.00011593750543703685
Position 1043: 8.813714136429203e-05
Position 376: 8.481573024727962e-05
Position 1035: 7.715058422702733e-05
Position 622: 6.832575647111967e-05
Position 460: 6.786456088854112e-05
Position 63: 6.412211175037717e-05
Position 758: 5.401469605009666e-05
Position 820: 5.0490932418082224e-05
Position 329: 4.819768911012341e-05
Position 1394: 4.741122100676264e-05
Position 1049: 4.646194218883794e-05
Position 1992: 4.567548049297327e-05
Position 714: 3.703023670516864e-05
Position 316: 3.4471676533341165e-05
Position 1781: 3.375532859129286e-05
Position 526: 2.7237496707785973e-05
Position 79: 2.7029221203999472e-05
Position 528: 2.57539755524645e-05
Position 810: 2.5615853913717318e-05
Position 410: 2.487220357181465e-05
Position 1673: 2.4655890955278054e-05
Position 1836: 2.423750703141886e-05
Position 532: 2.186323722719429e-05
Position 530: 2.168415107546062e-05
Position 712: 2.1195782925866763e-05
Position 463: 1.996731685214047e-05
Position 389: 1.880124891901691e-05
Position 559: 1.6426817211184196e-05
Position 950: 1.6171478179930305e-05
Position 1090: 1.2284273950202963e-05
Position 1099: 1.183411800467153e-05
Position 1140: 1.1546186787702124e-05
Position 89: 1.1444753347846615e-05
Position 780: 7.981052060477603e-06
Position 172: 7.65417661354812e-06
Position 890: 7.319408798628595e-06
Position 756: 7.153948276722829e-06
Position 668: 6.87285793561736e-06
Position 1846: 6.226785136995112e-06
Position 540: 5.9600922094171924e-06
Position 116: 5.247588324955136e-06
Position 289: 4.952673490521672e-06
Position 67: 4.848710797619264e-06
Position 12: 4.845238981538379e-06
Position 87: 4.757388699204101e-06
Position 1109: 4.542441178416512e-06
Position 1723: 4.448962259102198e-06
Position 77: 4.40440951190482e-06
Position 61: 4.011307840769123e-06
Position 1092: 3.8263132447323365e-06
Position 98: 3.820399289490178e-06
Position 1189: 3.203108037137837e-06
Position 1273: 2.43426007983338e-06
Position 1513: 1.6652874121717743e-06
Position 1623: 1.3945717107777103e-06
Position 1267: 1.2235588446241065e-07
Position 1279: 1.0039745026158858e-07
Position 567: 3.1978040641268795e-08
Position 1333: 1.0350780023322548e-08
Position 430: 1.2530707781629144e-10
Position 536: 1.1552279815090052e-10
Position 1161: 5.155210455033854e-11
Position 1308: 1.418459433076611e-12
Position 1297: 1.2660200472325878e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 941: 0.9988136108604755
Position 1323: 0.9625117439815601
Position 6994: 0.7993307845456331
Position 6169: 0.669559070234473
Position 618: 0.16253278925766096
Position 4815: 0.10534771452130534
Position 4706: 0.10052098682453114
Position 8258: 0.07470830467886183
Position 9287: 0.06875256706143772
Position 6342: 0.06792795647004742
Position 668: 0.06709566770595811
Position 7874: 0.06624169354324484
Position 2301: 0.06485074605298599
Position 7154: 0.06099969807993278
Position 7599: 0.052724788510982015
Position 10251: 0.04935580471612067
Position 2037: 0.04932286794700076
Position 9131: 0.047618033564137276
Position 3708: 0.04342059301974024
Position 6098: 0.03602893997899877
Position 1698: 0.034990053996666326
Position 6403: 0.03236249824448314
Position 4794: 0.030726313136716414
Position 647: 0.030704167250819894
Position 2153: 0.030582456744017803
Position 6493: 0.020675450170988333
Position 7258: 0.018108592314785343
Position 2085: 0.017915093152239693
Position 4636: 0.01563025962771255
Position 2304: 0.01555740730070712
Position 2265: 0.015291240566541827
Position 229: 0.015150542607464101
Position 3744: 0.014590395121880166
Position 3547: 0.012778655265755709
Position 2161: 0.012645860920187876
Position 2365: 0.01215915516747127
Position 3725: 0.01186898358569792
Position 4513: 0.01112209546433333
Position 7385: 0.010776838012422895
Position 2248: 0.01057301136250389
Position 748: 0.010432458254318613
Position 2283: 0.010006736109856399
Position 7157: 0.009853150377051763
Position 4296: 0.008989002313018662
Position 1389: 0.007210948820995883
Position 4733: 0.005405144154874633
Position 6424: 0.005264820290699248
Position 9033: 0.005160378653378659
Position 2188: 0.004259171131296328
Position 6360: 0.004113979188940364
Position 6595: 0.003768502660250986
Position 280: 0.0036919993658616934
Position 6903: 0.0032662916069619995
Position 147: 0.0032458130086865655
Position 7923: 0.0031999668097315794
Position 8981: 0.0029693064019501204
Position 3687: 0.0028825344388206924
Position 6761: 0.00274193412701788
Position 3806: 0.0026716557595193556
Position 3682: 0.002668600538926068
Position 4543: 0.0025989277015095995
Position 4100: 0.0024043527885564795
Position 1278: 0.002278876560196044
Position 6827: 0.0021162059963861046
Position 3602: 0.002110877136774176
Position 8114: 0.001995123549178469
Position 4224: 0.001939382374676802
Position 4775: 0.0018670285932023613
Position 5790: 0.0018442773964571476
Position 1206: 0.0017883667356073775
Position 4737: 0.0013505384573840595
Position 572: 0.0013230326377227143
Position 520: 0.0011964724611376045
Position 1360: 0.0010673160798671535
Position 166: 0.0009696684807146892
Position 1564: 0.0008620034169054687
Position 7201: 0.000859634047169332
Position 701: 0.0008398372825184868
Position 628: 0.000809901192347353
Position 1343: 0.0007806713903733824
Position 1483: 0.0006926502053541364
Position 3635: 0.0006457442804899776
Position 1219: 0.0005870598455281655
Position 3536: 0.000561345297739638
Position 2314: 0.0005286341246215634
Position 2203: 0.0005261746327734601
Position 1272: 0.0005062011669310188
Position 1513: 0.0004704653229187986
Position 5921: 0.00046749637291303213
Position 428: 0.00046479743221922875
Position 380: 0.0004588620827991954
Position 1623: 0.0004417127852246976
Position 4546: 0.00038707251458457403
Position 3645: 0.0003610451394507413
Position 157: 0.0003344232999065082
Position 3830: 0.00030602109113213343
Position 212: 0.00030026426580478667
Position 3599: 0.00029889848082344776
Position 336: 0.00029261324723730436
Position 5446: 0.00028658273881731984
Position 1849: 0.00027697037443430775
Position 2394: 0.00023324212610861453
Position 5740: 0.0002312288630745877
Position 868: 0.00020859946509204491
Position 1151: 0.00019853112010269556
Position 1626: 0.0001730509593413318
Position 2715: 0.00016706679990761866
Position 982: 0.000134645928527916
Position 199: 0.00011675158149832953
Position 1247: 0.0001123130984958141
Position 1431: 0.00011037541511253561
Position 1937: 9.887917884384265e-05
Position 2477: 9.733558903622162e-05
Position 2949: 8.702079108615801e-05
Position 355: 8.558417989776838e-05
Position 677: 8.285823058645657e-05
Position 1109: 7.830668532436227e-05
Position 1199: 7.604229546297074e-05
Position 3083: 6.853287623808728e-05
Position 1643: 6.747808851368597e-05
Position 131: 6.49727307749536e-05
Position 1996: 6.08709704323408e-05
Position 567: 6.070911685932443e-05
Position 3135: 5.639485488449074e-05
Position 1718: 5.573361577871052e-05
Position 3089: 5.4009833758845124e-05
Position 2581: 5.243567692011196e-05
Position 2208: 4.771213507458131e-05
Position 376: 4.0029211999590415e-05
Position 1940: 3.9647036481864637e-05
Position 2635: 3.770179561710012e-05
Position 4360: 3.587347641442913e-05
Position 1899: 3.2820056154582274e-05
Position 2039: 3.107590345787896e-05
Position 3513: 2.7217300580089912e-05
Position 299: 2.714690670603825e-05
Position 1146: 2.2603077754789915e-05
Position 1757: 2.2083368045295018e-05
Position 1659: 2.1413764244236637e-05
Position 2005: 1.736178381924514e-05
Position 1393: 1.734644582464645e-05
Position 1579: 1.4251636986207028e-05
Position 1227: 1.1764634666383983e-05
Position 2167: 1.1584273036952344e-05
Position 1705: 7.371497536312355e-06
Position 1449: 6.9173759367615e-06
Position 1999: 6.583273228250791e-06
Position 2014: 6.554894266493229e-06
Position 314: 5.777744795347599e-06
Position 898: 5.716166082759894e-06
Position 1029: 5.351186094405319e-06
Position 984: 5.289155541273302e-06
Position 1362: 5.045779739932461e-06
Position 874: 4.7633211209662115e-06
Position 2064: 4.493196909939948e-06
Position 1960: 4.317974834262415e-06
Position 1778: 3.3361255009999392e-06
Position 777: 3.3258001968163135e-06
Position 834: 2.3419257243221822e-06
Position 1003: 2.016164284529212e-06
Position 1603: 1.8055821157709426e-06
Position 1007: 1.7077597386518213e-06
Position 1018: 1.6570919231327587e-06
Position 893: 1.2811873242688193e-06
Position 1221: 1.2050112592373598e-06
Position 1871: 1.0495880601222412e-06
Position 1075: 1.0403423814673516e-06
Position 796: 9.813015296071619e-07
Position 1043: 9.031384238576608e-07
Position 440: 7.80242162983575e-07
Position 351: 5.81627190243781e-07
Position 361: 3.9616247150500775e-07
Position 1722: 3.8861968717549006e-07
Position 437: 3.394739759316682e-07
Position 1130: 3.2822822252125754e-07
Position 810: 2.686582559106047e-07
Position 307: 2.3765034174160702e-07
Position 477: 1.6997129969753786e-07
Position 1255: 1.4615071899320977e-07
Position 474: 1.393725162521551e-07
Position 1370: 2.0088827324082598e-08
Position 2391: 8.270611456950236e-09
