Gene = Parm1
index = 794
Annotated 5SS: [  343 76887 95462]
Annotated 3SS: [ 76202  95382 105317]
SMsplice 5SS: [   343  76887  78772  84817  95462 105412 105682]
SMsplice 3SS: [ 76659  78617  84701  95382 105317 105573 105815]
top_k =  500
Partition function (log Z): -68.50651563004946

Sorted 5' Splice Sites (High to Low Probability):
Position 448: 0.4878106695138732
Position 343: 0.3876526235986077
Position 280: 0.25458895634925377
Position 204: 0.109889084669114
Position 4037: 0.06891468551971712
Position 6144: 0.05443548847007624
Position 3859: 0.054273428549153305
Position 1151: 0.036115865053928706
Position 240: 0.035805930789635655
Position 4889: 0.024515378288011598
Position 223: 0.018159592667854486
Position 8711: 0.01359909782558554
Position 192: 0.007863235868412841
Position 702: 0.005482839560600122
Position 483: 0.005284826448579416
Position 995: 0.005258212896128763
Position 165: 0.004807636125735864
Position 312: 0.0040257326859190565
Position 2821: 0.003580652559447211
Position 177: 0.003415924226977351
Position 896: 0.0028416801051419052
Position 1668: 0.0018729355260656787
Position 738: 0.0012372505991039681
Position 794: 0.0009691315889626739
Position 1178: 0.0008551959639080534
Position 627: 0.0007050376782234046
Position 13: 0.0006629546106124276
Position 1159: 0.0006620217810904946
Position 452: 0.0006502676562277878
Position 76: 0.0006145478646192367
Position 1001: 0.000564616598485109
Position 935: 0.000560721707084506
Position 295: 0.00045272950902919534
Position 3231: 0.0003420735474647597
Position 1226: 0.00025858526976129466
Position 975: 0.00021051337652664898
Position 265: 0.00020770967280374884
Position 2386: 0.00019360225559550938
Position 986: 0.00018325379122568954
Position 393: 0.00017479731458414286
Position 462: 0.00016377366004483325
Position 303: 9.144082396564594e-05
Position 575: 7.688485234993334e-05
Position 816: 3.640790189161222e-05
Position 22: 2.9292793223458922e-05
Position 464: 2.855569204166423e-05
Position 776: 2.2421155987792444e-05
Position 355: 1.0369161676243242e-05
Position 445: 6.045755036971679e-06
Position 714: 4.45285045313837e-06
Position 965: 3.6581758434762995e-06
Position 485: 9.399584516050794e-07
Position 1261: 4.264049751011508e-07
Position 490: 4.228425335646327e-07
Position 499: 9.076126799159952e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 342: 0.3203647411953192
Position 8603: 0.31206394695170364
Position 6391: 0.13911551352473697
Position 2545: 0.12029751198814778
Position 3947: 0.07392731223436137
Position 1061: 0.06796461353613582
Position 4767: 0.056073271848939364
Position 574: 0.05221809526875966
Position 6006: 0.04799328479227276
Position 3702: 0.0348405627796912
Position 10162: 0.033400064703634554
Position 8922: 0.031867978671817315
Position 4632: 0.028702882695761014
Position 3766: 0.02527976374703792
Position 7993: 0.018747546933818325
Position 2230: 0.01811250277006767
Position 2421: 0.017787180718206362
Position 5397: 0.016650780810366764
