Gene = Idua
index = 559
Annotated 5SS: [  168  9187  9929 19254 19481 19876 20167 20420 20747 21262 21463 21697
 21846 22823]
Annotated 3SS: [ 8774  9787 19167 19372 19779 19963 20239 20529 21048 21340 21570 21768
 22721 22935]
SMsplice 5SS: [  168  3872  9187  9929 19254 19614 19876 20167 20747 21463 21697 21850
 22823]
SMsplice 3SS: [ 3779  9056  9787 19167 19372 19779 20063 20529 21340 21570 21768 22721
 22935]
top_k =  500
Partition function (log Z): 8.706204821301222

Sorted 5' Splice Sites (High to Low Probability):
Position 9929: 0.9994722629753363
Position 3872: 0.9471835201117966
Position 19254: 0.9404382930920114
Position 22823: 0.9048751854462495
Position 20747: 0.8605143750710348
Position 21463: 0.8515319505999929
Position 19876: 0.8259509763049456
Position 20167: 0.7333845386616907
Position 21850: 0.6737055474328641
Position 168: 0.6022156848855187
Position 20420: 0.5755324729128244
Position 21262: 0.5415961298409799
Position 9187: 0.525189680255647
Position 21664: 0.4902368833849763
Position 19614: 0.43225158545093345
Position 177: 0.32465721415882476
Position 19481: 0.2964524733789384
Position 1095: 0.2629579024568072
Position 21846: 0.2196623737471091
Position 16276: 0.2055107391415029
Position 4819: 0.1874671271682649
Position 16179: 0.1656219568488224
Position 2704: 0.15440972562708524
Position 19432: 0.14993561058310773
Position 19664: 0.13517531537850924
Position 20128: 0.10444592329903271
Position 1281: 0.09716633475295607
Position 20668: 0.09039597846762303
Position 21217: 0.08723184767381796
Position 21475: 0.07492130305841763
Position 23084: 0.07216848549350471
Position 5275: 0.06512509021691183
Position 21446: 0.050254918685886954
Position 408: 0.04949768067317109
Position 9122: 0.04624898224414154
Position 21246: 0.04484859373673534
Position 21658: 0.04094038910356738
Position 23101: 0.039483692159898484
Position 21769: 0.03315256752225112
Position 5885: 0.03242597591563785
Position 20224: 0.027706092033618793
Position 19641: 0.02184712280299745
Position 3498: 0.020161743871973125
Position 2615: 0.015569154633309492
Position 20134: 0.014767109172779612
Position 21640: 0.014354961206744473
Position 3295: 0.01188842611647525
Position 208: 0.009949017834009052
Position 20357: 0.009088544658529298
Position 4831: 0.008808129765020283
Position 333: 0.008317353926345668
Position 22760: 0.007954392025744843
Position 4594: 0.0075214948704618945
Position 11301: 0.007410049892726295
Position 40: 0.007377475642100861
Position 19780: 0.006298030693308519
Position 20874: 0.005391486089375747
Position 21723: 0.0051127398002481
Position 13364: 0.004978695073928362
Position 2967: 0.004935778031439699
Position 21822: 0.004394632422666635
Position 12786: 0.003875393189782836
Position 21701: 0.0038217589815638464
Position 16258: 0.0034221367911612516
Position 2887: 0.0031558011432809233
Position 17058: 0.003037239652763048
Position 20887: 0.0027340868356441495
Position 20844: 0.0025283977139700696
Position 16137: 0.0025174184456535063
Position 4894: 0.0024303738989646505
Position 23200: 0.002162363785678385
Position 23488: 0.0021283091372178964
Position 20628: 0.002106915913172827
Position 14657: 0.001985739190082371
Position 19453: 0.0018654526734725148
Position 22767: 0.0018233274691765154
Position 3912: 0.0017729309155561602
Position 13341: 0.0016134152815486611
Position 23066: 0.0015182244144320307
Position 20768: 0.001483661196922127
Position 16570: 0.0013975912672476137
Position 21457: 0.0013543192882545755
Position 23059: 0.001236709800836714
Position 21284: 0.0012162165690090521
Position 19905: 0.0009792981234395775
Position 6240: 0.0008778624615598948
Position 20414: 0.0007662175671981777
Position 158: 0.0007021602845554562
Position 4339: 0.0006366557150382246
Position 21438: 0.0006084110125426903
Position 4121: 0.0005082592949989325
Position 20751: 0.0004748063126208303
Position 20247: 0.0004563776138939878
Position 13122: 0.0004263891504285192
Position 11383: 0.0004187614095219525
Position 483: 0.0003688636848884125
Position 4267: 0.0002899992364716916
Position 4108: 0.0002666960373575298
Position 21467: 0.00025810218400048533
Position 31: 0.0002517354818544899
Position 12842: 0.00020732118379807675
Position 20174: 0.00019535153446868198
Position 2278: 0.00018235676667996097
Position 23013: 0.00016116866365156328
Position 21392: 0.0001448209877757962
Position 840: 0.00013698354695090132
Position 19737: 0.00013639962159092887
Position 522: 9.28845002191218e-05
Position 2392: 7.810798823318774e-05
Position 20294: 6.478970006202707e-05
Position 20219: 5.7343161378844556e-05
Position 1070: 5.5470957789555935e-05
Position 19513: 5.407220169526657e-05
Position 261: 4.440411322632799e-05
Position 981: 2.8501011343942174e-05
Position 146: 2.600930831358166e-05
Position 22722: 2.564845250062043e-05
Position 22873: 2.449209130699693e-05
Position 415: 2.2403315860011786e-05
Position 1066: 2.14279112903541e-05
Position 1086: 2.1314392158034784e-05
Position 1099: 1.5541581756172863e-05
Position 21006: 7.070075540058883e-06
Position 20987: 6.567608863701522e-06
Position 1121: 4.468956641454736e-06
Position 133: 4.039043367782499e-06
Position 527: 3.647702190101219e-06
Position 21187: 3.1107250635542544e-06
Position 417: 2.901330325730038e-06
Position 20692: 2.867887162356743e-06
Position 3820: 2.468644519210812e-06
Position 310: 2.1370090161858773e-06
Position 22868: 1.2657320705982722e-06
Position 181: 1.0374895764902177e-06
Position 570: 9.048091005554553e-07
Position 100: 8.153388874398461e-07
Position 234: 1.7439039892420408e-07
Position 49: 1.3870906443278754e-07
Position 200: 6.901754648812162e-08
Position 259: 6.304213283455467e-08
Position 51: 4.420243799989014e-08
Position 4: 3.680525432717311e-08
Position 183: 3.072209866256013e-08
Position 19646: 1.256029384855526e-09
