Gene = Cdv3
index = 242
Annotated 5SS: [ 787 1866 5965 9561]
Annotated 3SS: [ 1788  5821  9400 10526]
SMsplice 5SS: [ 787 1866 5965]
SMsplice 3SS: [ 1788  5821 11552]
top_k =  500
Partition function (log Z): -8.195806397043407

Sorted 5' Splice Sites (High to Low Probability):
Position 1866: 0.7974019591911111
Position 5965: 0.7970179040384191
Position 787: 0.680259042333862
Position 6209: 0.47563955947242337
Position 4035: 0.46388559847284194
Position 8944: 0.4262816175805767
Position 3342: 0.3098145306709498
Position 224: 0.21740224131306332
Position 5937: 0.15753917242381496
Position 10705: 0.15101600591236303
Position 7505: 0.14500870643639655
Position 1693: 0.12830086645179972
Position 1378: 0.11826533047020654
Position 9561: 0.11571792306250528
Position 2656: 0.10793617155159091
Position 3491: 0.09349675203189282
Position 3507: 0.09141894173999718
Position 5349: 0.06831233077623286
Position 1893: 0.05992088254362996
Position 7536: 0.05231095490861907
Position 4109: 0.04424036005470446
Position 678: 0.03430257637155284
Position 642: 0.0286613792436043
Position 5914: 0.025080535335884578
Position 5295: 0.02213578246504249
Position 4113: 0.021262723571066063
Position 3691: 0.020427151517724774
Position 4294: 0.019866913901911334
Position 5053: 0.019407655136168774
Position 3748: 0.018054999568822592
Position 4088: 0.015231022515565455
Position 2813: 0.014468571022392754
Position 2515: 0.013042731387791136
Position 3375: 0.012726866966446742
Position 3726: 0.012725865948098346
Position 738: 0.010916133993029665
Position 4442: 0.008608512450288017
Position 2826: 0.006408048131156681
Position 4096: 0.00627741624756541
Position 2549: 0.004698471083901599
Position 987: 0.004344124072058838
Position 3468: 0.004226554101440054
Position 8931: 0.004218874583154142
Position 714: 0.004132638137389836
Position 3035: 0.003508792757894579
Position 5958: 0.0034093278252008944
Position 1054: 0.0026566182437420247
Position 1300: 0.0025540164384828573
Position 548: 0.002440188685749151
Position 300: 0.001962837782383436
Position 5881: 0.0019432791589300393
Position 4895: 0.0017832858582205405
Position 116: 0.0015098120521211582
Position 793: 0.0013537936825624777
Position 1519: 0.0012833459433363346
Position 1506: 0.0012265212711822487
Position 6720: 0.0010825864626058544
Position 2349: 0.0009053323547951731
Position 1319: 0.0008216727359615744
Position 2746: 0.0008076536359357968
Position 2076: 0.0007901997488358256
Position 2269: 0.0007341199205932287
Position 849: 0.0007313745901331236
Position 1873: 0.000716452158416367
Position 635: 0.0006765789527074571
Position 3055: 0.0006741715416776284
Position 1684: 0.0006650195359229075
Position 2848: 0.0005057692607396216
Position 6213: 0.0004551033322318319
Position 1308: 0.00042782973041094946
Position 2672: 0.00041951904098740166
Position 929: 0.00039846782778358187
Position 979: 0.0003665102968359521
Position 970: 0.00034586777593245384
Position 1652: 0.0003056197001689487
Position 2335: 0.0002679860222685755
Position 707: 0.00017683188327781676
Position 1363: 0.00017599642326002142
Position 1641: 0.00014638225008498248
Position 867: 0.00012729504044498363
Position 992: 0.000109226947625095
Position 1002: 9.446788550387659e-05
Position 284: 8.24258047069157e-05
Position 1883: 8.118933174700795e-05
Position 895: 7.22290305200404e-05
Position 1490: 7.163269658744545e-05
Position 1192: 7.076818451596566e-05
Position 2254: 6.66976137962948e-05
Position 2260: 6.298810035181342e-05
Position 2095: 3.8419046394558476e-05
Position 1825: 2.81504191855624e-05
Position 153: 2.485158821379381e-05
