Gene = Preb
index = 851
Annotated 5SS: [ 391 1139 1646 1891 2129 2474 4100 4432]
Annotated 3SS: [ 948 1424 1809 2003 2299 4026 4271 4623]
SMsplice 5SS: [ 391 1139 1646 1891 2129 4432]
SMsplice 3SS: [ 948 1424 1809 2003 4271 4623]
top_k =  500
Partition function (log Z): 0.42279293410255825

Sorted 5' Splice Sites (High to Low Probability):
Position 1891: 0.9821951132790302
Position 2129: 0.7994715785013107
Position 1139: 0.6504485407017694
Position 1646: 0.6080717521310857
Position 4100: 0.5593661155412717
Position 4432: 0.5202580091897152
Position 2474: 0.44422370590056287
Position 466: 0.41734579806414834
Position 391: 0.4138642560455638
Position 4815: 0.36188688443236766
Position 2451: 0.2689283797358796
Position 1674: 0.2545383596660285
Position 6123: 0.19179328857689357
Position 418: 0.09637086965153512
Position 4231: 0.09451406516855974
Position 8260: 0.08509547905102094
Position 6145: 0.07621514027911397
Position 5219: 0.05607893788996291
Position 2231: 0.0552336977189986
Position 1196: 0.050204125473562185
Position 2502: 0.03911233016881674
Position 1631: 0.03663941385061051
Position 1520: 0.03626259713005475
Position 858: 0.033092338647145815
Position 1670: 0.024804707780724414
Position 239: 0.019623730951175103
Position 2137: 0.0168775197356757
Position 1049: 0.01611172063561527
Position 1102: 0.015914951251775073
Position 245: 0.011881506639317165
Position 218: 0.009637992936549503
Position 1626: 0.008532230022641885
Position 592: 0.008382255289471768
Position 6949: 0.007783824055181524
Position 1899: 0.007378205347014326
Position 8965: 0.007315074101788269
Position 1574: 0.0070844675785834785
Position 776: 0.0064198566912116745
Position 115: 0.005391525857680202
Position 2221: 0.005271866194642833
Position 118: 0.004701615595122977
Position 151: 0.004669524000842423
Position 232: 0.004400720514721881
Position 1094: 0.0039284406937507834
Position 1121: 0.003921096551687234
Position 55: 0.00303572375411668
Position 1286: 0.0018310572432415743
Position 1158: 0.0017495902474023311
Position 303: 0.0017436668761646257
Position 1680: 0.001386074245261045
Position 7771: 0.0013472785273836324
Position 260: 0.0012843669741019394
Position 1134: 0.0012792705357259058
Position 134: 0.0012418373265718355
Position 215: 0.0011144501722579218
Position 272: 0.0009455870943198458
Position 1220: 0.0009168431433778674
Position 1174: 0.0008068139039647459
Position 1538: 0.0007927422801898361
Position 1082: 0.0007690109615892737
Position 1271: 0.0007043205166101015
Position 1918: 0.0006005867592029308
Position 222: 0.0005322952548122507
Position 634: 0.0005253940589149158
Position 1635: 0.0004891554147828915
Position 1704: 0.00046506519765454656
Position 473: 0.0004576564996669893
Position 721: 0.00042430975804769167
Position 873: 0.00039023195674689026
Position 1637: 0.0003412751015368016
Position 1232: 0.0002997546710802796
Position 1249: 0.00029458494002665566
Position 282: 0.0002928454827209048
Position 1224: 0.00026704578320933705
Position 735: 0.0002664162115096051
Position 426: 0.00025986603409337996
Position 1493: 0.00025515442819738164
Position 183: 0.00025484614696177416
Position 1508: 0.00023860615125841908
Position 124: 0.0002273673175893426
Position 1577: 0.00020800270659516898
Position 1651: 0.00019416847176604874
Position 531: 0.00018899729059354054
Position 978: 0.0001884763797164953
Position 1907: 0.00018352617849691123
Position 1750: 0.0001676930232165869
Position 1579: 0.00016586674392518312
Position 388: 0.00015709372601465553
Position 2058: 0.00014039997765780796
Position 2145: 0.00013855322777933386
Position 756: 0.00013632413728843993
Position 2242: 0.00011977370203727476
Position 82: 0.00010717949671924134
Position 2131: 9.996806744335392e-05
Position 1198: 7.56183432479252e-05
Position 2233: 5.980893111437698e-05
Position 447: 5.613850612249466e-05
Position 2326: 5.29624668351952e-05
Position 1253: 5.115492868919139e-05
Position 139: 4.799952336856937e-05
Position 1954: 4.592321735150754e-05
Position 680: 3.300585137292116e-05
Position 1648: 3.296175358271648e-05
Position 1940: 2.682388309915034e-05
Position 127: 1.2591407029414275e-05
Position 158: 8.425125714613862e-06
Position 1877: 5.056150535398575e-06
Position 1810: 3.494461374059158e-06
